N	2gram	Voloshinov_1	Problemy
1	и не	26	31
2	и в	19	29
3	в его	6	24
4	может быть	26	24
5	в этом	16	22
6	а не	7	22
7	в нем	10	19
8	точки зрения	34	19
9	как бы	15	19
10	для него	9	18
11	не только	8	15
12	то что	8	15
13	то же	7	14
14	не как	2	14
15	и его	19	14
16	рядом с	5	14
17	но и	8	14
18	в пределах	6	13
19	с точки	20	13
20	уже не	1	13
21	точка зрения	7	12
22	таким образом	17	12
23	как и	12	12
24	не может	24	12
25	в самом	10	10
26	этом смысле	2	10
27	в то	3	10
28	только в	9	10
29	в одном	1	10
30	там где	2	10
31	все эти	7	9
32	с его	1	9
33	все же	8	9
34	это не	1	9
35	если бы	2	9
36	в единство	4	9
37	же время	3	9
38	о нем	1	9
39	идеи в	1	9
40	но не	1	9
41	в романе	2	9
42	по отношению	3	8
43	что в	4	8
44	по себе	4	8
45	в каждом	7	8
46	в том	6	8
47	что он	2	8
48	потому что	1	8
49	до конца	5	8
50	в своем	2	8
51	в своей	3	8
52	отношению к	2	8
53	а как	3	7
54	и на	4	7
55	за пределы	5	7
56	и как	3	7
57	но в	7	7
58	в себе	2	7
59	зрения на	1	7
60	входит в	5	7
61	с другими	3	7
62	том что	3	7
63	не в	5	7
64	вовсе не	5	7
65	она не	2	7
66	так и	11	7
67	лишь как	1	7
68	в форме	1	7
69	прежде всего	13	7
70	мира и	2	7
71	а в	4	7
72	одним из	2	6
73	самом деле	10	6
74	так же	7	6
75	менее всего	2	6
76	в одной	2	6
77	как в	4	6
78	в целом	1	6
79	выражение в	4	6
80	его в	3	6
81	точку зрения	2	6
82	его целом	1	6
83	в разрезе	6	6
84	в самой	1	6
85	могут быть	2	6
86	к нему	1	6
87	говорит он	2	6
88	в единстве	2	6
89	в конце	5	6
90	так как	2	6
91	как раз	2	6
92	и потому	5	6
93	не могут	3	6
94	все это	3	6
95	на самом	3	5
96	это и	3	5
97	должна быть	2	5
98	той же	2	5
99	зависимости от	2	5
100	с их	1	5
101	он не	3	5
102	в плане	1	5
103	но все	3	5
104	было бы	4	5
105	не становится	3	5
106	мысли и	4	5
107	в сущности	3	5
108	или как	1	5
109	и это	3	5
110	еще не	4	5
111	ничего не	6	5
112	между тем	3	5
113	именно в	5	5
114	и др	2	5
115	более того	3	5
116	дело идет	4	5
117	сознания и	3	5
118	конце концов	3	5
119	во всяком	5	5
120	идет о	1	4
121	поэтому и	1	4
122	так чтобы	1	4
123	и самого	1	4
124	в едином	1	4
125	и наконец	1	4
126	бы и	2	4
127	является лишь	3	4
128	в этой	1	4
129	так сказать	6	4
130	перестает быть	1	4
131	не значит	1	4
132	человека в	2	4
133	должно быть	2	4
134	что было	1	4
135	их в	1	4
136	как мы	13	4
137	в процессе	14	4
138	в основе	2	4
139	от того	4	4
140	и с	2	4
