N	2gram	Berdyaev_M_1	FransuaR
1	и в	28	45
2	то есть	3	25
3	и не	11	15
4	в этом	20	14
5	но в	7	14
6	не только	29	14
7	во всех	1	13
8	и его	9	13
9	в его	9	13
10	как бы	2	12
11	во время	1	12
12	что в	10	12
13	в своем	10	11
14	в то	2	11
15	в нем	13	10
16	и с	3	10
17	как и	5	10
18	в том	6	10
19	но и	25	10
20	прежде всего	10	10
21	в ней	15	8
22	с миром	1	8
23	в самой	7	8
24	мира и	5	8
25	жизни и	2	8
26	вовсе не	1	8
27	и др	1	8
28	так же	1	8
29	также и	2	7
30	он был	14	7
31	с его	3	7
32	том что	3	7
33	не в	16	7
34	потому что	16	7
35	в эпоху	1	7
36	что и	4	7
37	в конце	7	7
38	и все	10	7
39	все это	6	7
40	в этой	6	6
41	он не	24	6
42	всех этих	1	6
43	весь мир	1	6
44	в них	4	6
45	мысли и	2	6
46	в атмосфере	1	6
47	того чтобы	2	6
48	так и	1	6
49	что он	10	6
50	так как	3	6
51	для того	2	6
52	одним из	2	5
53	самом деле	1	5
54	на самом	1	5
55	это и	4	5
56	и на	6	5
57	и как	2	5
58	и к	2	5
59	и у	2	5
60	все эти	2	5
61	на этом	3	5
62	его в	3	5
63	с ним	2	5
64	свободу и	4	5
65	мы видим	2	5
66	одной из	1	5
67	человека с	2	5
68	и их	3	5
69	не может	28	5
70	но это	1	5
71	от всех	1	5
72	есть и	3	5
73	мы уже	1	4
74	его не	3	4
75	мы не	1	4
76	и о	1	4
77	но не	8	4
78	в самом	11	4
79	по своему	2	4
80	об этом	1	4
81	это было	1	4
82	не мог	3	4
83	точки зрения	4	4
84	в их	4	4
85	в основе	2	4
86	у него	17	4
87	и это	12	4
88	можно было	1	4
89	ничего не	3	4
90	о том	2	4
91	и во	2	4
92	связаны с	1	4
93	только в	6	4
94	с этим	3	4
95	и даже	1	4
96	сказать что	2	4
97	а не	25	4
98	его как	2	4
99	и от	2	4
100	бы в	2	4
101	а в	4	4
102	в необходимости	2	3
103	века в	2	3
104	почти все	1	3
105	но она	1	3
106	и он	12	3
107	менее всего	7	3
108	как в	2	3
109	в одной	1	3
110	как он	2	3
111	вообще не	2	3
112	что она	1	3
113	и вот	3	3
114	на свободу	3	3
115	как они	1	3
116	об этой	1	3
117	он и	2	3
118	до сих	2	3
119	нисколько не	1	3
120	в своей	15	3
121	этой связи	1	3
122	в которых	4	3
123	от его	2	3
124	исхода из	1	3
125	не менее	1	3
126	мир и	1	3
127	свобода и	6	3
128	не имеет	3	3
129	от того	1	3
130	не могло	1	3
131	необходимости и	2	3
132	то время	2	3
133	нем не	2	3
134	этот момент	1	3
135	это не	5	3
136	того что	7	3
137	характерно для	1	3
138	для него	11	3
139	в одном	1	3
140	но он	9	3
141	не было	18	3
142	о чем	2	3
143	вместе с	6	3
144	в течение	1	3
145	но этот	1	3
146	сих пор	2	3
147	и для	2	3
148	на этот	2	3
149	ту же	1	2
150	чтобы не	2	2
151	в этот	2	2
152	и есть	14	2
153	не хочет	2	2
154	и до	1	2
155	он знает	2	2
156	уверен что	1	2
157	уже более	1	2
158	в сторону	1	2
159	отличие от	1	2
160	нет и	5	2
161	относится к	2	2
162	в истории	2	2
163	все же	2	2
164	кто не	1	2
165	когда он	3	2
166	и наконец	1	2
167	от этого	2	2
168	духа в	3	2
169	он в	2	2
170	роль в	1	2
171	он должен	3	2
172	в начале	2	2
173	на все	1	2
174	лишь в	6	2
175	мира сего	2	2
176	с которой	2	2
177	было бы	10	2
178	делает его	1	2
179	для них	3	2
180	рядом с	1	2
181	с тем	9	2
182	одно из	3	2
183	и без	1	2
184	не столько	1	2
185	нельзя было	1	2
186	точку зрения	1	2
187	в отношении	1	2
188	вплоть до	1	2
189	если в	1	2
190	свободы и	10	2
191	к ней	4	2
192	и мысли	1	2
193	xvi века	1	2
194	которая не	1	2
195	за его	1	2
196	в духе	1	2
197	не могут	5	2
198	к тому	3	2
199	в каждом	1	2
200	этот путь	3	2
201	должен быть	2	2
202	чем не	1	2
203	так в	1	2
204	встреча с	1	2
205	и что	2	2
206	шекспира и	1	2
207	на том	3	2
208	еще в	2	2
209	жизнь и	1	2
210	самой жизни	1	2
211	свободной и	1	2
212	связанная с	1	2
213	и та	1	2
214	и отрицательный	1	2
215	в значительной	1	2
216	нас в	1	2
217	к нему	7	2
218	между тем	1	2
219	переходит в	15	2
220	в свете	3	2
221	и она	2	2
222	он хочет	1	2
223	ли он	1	2
224	это очень	3	2
225	в эти	1	2
226	ведь это	2	2
227	у нее	1	2
228	идет в	1	2
229	может быть	30	2
230	и только	1	2
231	а именно	1	2
232	в отличие	1	2
233	мы еще	2	2
234	себя и	3	2
235	нужно сказать	1	2
236	один из	4	2
237	него не	2	2
238	от мира	2	2
239	нет ни	1	2
240	в пределах	1	2
241	конечно не	3	2
242	и там	4	2
243	отречение от	1	2
244	своей жизни	1	2
245	только для	1	2
246	хотя бы	3	2
247	то что	5	2
248	жизни в	2	2
249	в период	1	2
250	ко всему	1	2
251	к этому	2	2
252	с новыми	2	1
253	вряд ли	3	1
254	также что	1	1
255	и через	1	1
256	связана с	2	1
257	эпоху в	1	1
258	не остается	2	1
259	атмосферы и	1	1
260	становится в	1	1
261	выражения в	1	1
262	из самых	8	1
263	она все	1	1
264	двух великих	1	1
265	повторяются в	1	1
266	и этот	4	1
267	всей ее	1	1
268	а как	2	1
269	есть не	4	1
270	та же	1	1
271	не была	3	1
272	который был	2	1
273	его вполне	1	1
274	раздвоение и	1	1
275	то это	1	1
276	ним может	1	1
277	в покое	1	1
278	и мира	3	1
279	художественном творчестве	1	1
280	истории в	2	1
281	природу в	2	1
282	тем как	1	1
283	то мы	1	1
284	в юности	1	1
285	для других	1	1
286	не все	2	1
287	по отношению	2	1
288	своем художественном	1	1
289	и речи	1	1
290	человеку и	2	1
291	за пределы	4	1
292	что они	1	1
293	более чем	1	1
294	что во	1	1
295	остается кроме	1	1
296	его на	1	1
297	его со	1	1
298	о жизни	1	1
299	философской антропологии	1	1
300	это был	1	1
301	склонность к	1	1
302	сознания в	1	1
303	целый ряд	1	1
304	в опьянении	1	1
305	жизни нет	1	1
306	его особая	1	1
307	и свою	1	1
308	бы и	3	1
309	средство для	1	1
310	за это	1	1
311	бы не	2	1
312	и свободное	1	1
313	процесса не	1	1
314	переходит на	1	1
315	тем он	2	1
316	в себе	7	1
317	свободы но	5	1
318	потому она	1	1
319	ее как	1	1
320	в такую	1	1
321	человек не	10	1
322	это связано	1	1
323	его время	1	1
324	он ни	2	1
325	серьезный характер	1	1
326	он все	1	1
327	силой и	1	1
328	которой не	1	1
329	и еще	3	1
330	xix века	4	1
331	в понимании	1	1
332	абсолютного равенства	1	1
333	чем у	4	1
334	не как	4	1
335	для понимания	1	1
336	на земле	2	1
337	то от	1	1
338	и по	4	1
339	все с	1	1
340	ни был	1	1
341	человека в	13	1
342	и свободу	2	1
343	значительной степени	1	1
344	в вечности	1	1
345	он знал	4	1
346	и характер	1	1
347	значение в	1	1
348	в мире	10	1
349	нем есть	1	1
350	рассказывает о	1	1
351	них не	1	1
352	было в	1	1
353	дома и	1	1
354	и евангельские	1	1
355	и мы	2	1
356	с начала	1	1
357	должен был	4	1
358	в жизни	3	1
359	период его	1	1
360	были в	1	1
361	все было	1	1
362	его было	1	1
363	что не	1	1
364	и вопреки	1	1
365	одна и	1	1
366	мир в	3	1
367	потому и	1	1
368	увидим как	1	1
369	смысл и	1	1
370	нужно было	1	1
371	его нельзя	1	1
372	и тут	1	1
373	эту свободу	1	1
374	в котором	8	1
375	знает и	1	1
376	был одним	1	1
377	понимал что	1	1
378	он дает	1	1
379	не от	1	1
380	что я	1	1
381	должны были	1	1
382	мире все	1	1
383	обращение к	1	1
384	и более	1	1
385	не должно	1	1
386	любовь к	2	1
387	адама и	1	1
388	сам он	1	1
389	и вся	1	1
390	между людьми	1	1
391	о последнем	1	1
392	а иногда	1	1
393	что ему	1	1
394	мышления и	1	1
395	к этим	2	1
396	он еще	1	1
397	мы все	1	1
398	налагает на	1	1
399	принадлежит к	1	1
400	из него	1	1
401	никогда не	14	1
402	казалось бы	1	1
403	к концу	4	1
404	существо и	1	1
405	у шекспира	1	1
406	на природу	2	1
407	же этот	1	1
408	мире и	1	1
409	же он	1	1
410	его он	1	1
411	не нужен	1	1
412	как будто	2	1
413	в области	1	1
414	ведь все	1	1
415	может показаться	1	1
416	отвлеченной системой	1	1
417	у нас	5	1
418	и объявил	1	1
419	ему удалось	2	1
420	все то	1	1
421	бы он	1	1
422	тема о	5	1
423	и потому	10	1
424	время он	1	1
425	и самое	1	1
426	разные стороны	1	1
427	город и	1	1
428	вечности и	1	1
429	нему не	1	1
430	идет не	1	1
431	приводит к	2	1
432	к жизни	1	1
433	для нового	1	1
434	и когда	2	1
435	и сам	1	1
436	в образе	1	1
437	еще не	1	1
438	подход к	1	1
439	она была	1	1
440	не были	1	1
441	поэтому в	1	1
442	если бы	2	1
443	и освобождение	1	1
444	находится в	1	1
445	о нем	2	1
446	в каком-то	1	1
447	именно потому	1	1
448	своей книге	1	1
449	и поэтому	1	1
450	вражда к	1	1
451	то не	1	1
452	все его	3	1
453	самому себе	2	1
454	было ничего	1	1
455	перерождения он	1	1
456	судьбы человека	4	1
457	на протяжении	2	1
458	и всю	1	1
459	свобода была	2	1
460	идет к	1	1
461	от них	1	1
462	во всей	1	1
463	и можно	1	1
464	тем более	1	1
465	в середине	4	1
466	у всех	2	1
467	и всякое	1	1
468	все формы	1	1
469	не несет	1	1
470	он перестал	1	1
471	быть и	1	1
472	порядка и	1	1
473	в новой	1	1
474	речи о	1	1
475	традиции в	1	1
476	добра и	5	1
477	и свобода	7	1
478	не боится	1	1
479	истины и	1	1
480	и свободы	4	1
481	он ставил	1	1
482	между этими	1	1
483	и ее	1	1
484	и из	1	1
485	имеют свою	1	1
486	и принуждении	1	1
487	себя в	3	1
488	это ни	1	1
489	литературы в	1	1
490	которому он	1	1
491	он очень	1	1
492	эти и	1	1
493	завершения в	1	1
494	не исчезает	1	1
495	не принадлежит	2	1
496	в праве	1	1
497	в душе	1	1
498	его и	1	1
499	и статического	1	1
500	говорит о	1	1
501	земли и	1	1
502	себе в	1	1
503	мир так	1	1
504	к ним	1	1
505	вперед в	1	1
506	он пишет	1	1
507	была еще	2	1
508	людей не	1	1
509	тем что	4	1
510	тема эта	1	1
511	нужно искать	2	1
512	свои границы	1	1
513	но к	1	1
514	иное как	1	1
515	рост и	1	1
516	во власти	2	1
517	но первые	1	1
518	и человека	5	1
519	как у	1	1
520	был в	4	1
521	к которому	1	1
522	и быть	1	1
523	что иное	1	1
524	души и	1	1
525	русской истории	1	1
526	связано с	2	1
527	не знает	4	1
528	фантастический элемент	2	1
529	до конца	14	1
530	отрывается от	2	1
531	человеческой жизни	2	1
532	мы говорим	1	1
533	бытия как	1	1
534	власти и	1	1
535	обнаруживается что	1	1
536	когда она	1	1
537	для человека	3	1
538	этом основании	1	1
539	у порога	1	1
540	под влиянием	1	1
541	мира в	1	1
542	сложный и	1	1
543	есть во	1	1
544	если не	1	1
545	себя на	1	1
546	как ни	1	1
547	культуры он	1	1
548	в это	1	1
549	но оно	1	1
550	в частности	1	1
551	о себе	3	1
552	ко всем	3	1
553	человек должен	6	1
554	над ним	1	1
555	в той	2	1
556	да и	1	1
557	эту исключительную	1	1
558	который он	1	1
559	в телесном	1	1
560	это особенно	2	1
561	ему в	1	1
562	о его	1	1
563	это выражение	1	1
564	о мире	2	1
565	оторваться от	1	1
566	на одной	1	1
567	в более	2	1
568	лишь его	1	1
569	в сферу	1	1
570	этой свободы	1	1
571	было еще	1	1
572	не существует	2	1
573	средневековья и	1	1
574	мир для	1	1
575	от него	4	1
576	из себя	1	1
577	еще более	1	1
578	свою очень	1	1
579	мира с	1	1
580	для людей	1	1
581	человека не	4	1
582	в свою	2	1
583	что свобода	3	1
584	мира он	1	1
585	и эта	1	1
586	свободой и	2	1
587	все стало	1	1
588	жизни а	1	1
589	разум и	1	1
590	свое спасение	1	1
591	существенное в	1	1
592	не что	1	1
593	отношению к	2	1
594	культуры в	1	1
595	на своем	3	1
596	почти нет	1	1
597	чем кто-либо	2	1
598	важно для	1	1
599	пути к	1	1
600	можно назвать	1	1
601	во всяком	1	1
602	они не	1	1
