N	3gram	Trubetskoy_1	Psycholo
1	для того чтобы	5	19
2	в том что	3	12
3	о том что	4	10
4	в самом деле	1	7
5	то же самое	2	6
6	на то что	2	6
7	с самого начала	2	5
8	с точки зрения	6	4
9	друг с другом	5	4
10	сами по себе	1	3
11	совершенно ясно что	1	3
12	точно так же	3	3
13	так же как	3	3
14	в конце концов	3	3
15	смысле этого слова	1	3
16	и в этом	2	3
17	то что он	2	3
18	во всяком случае	6	3
19	это и есть	1	3
20	до сих пор	5	3
21	с одной стороны	7	3
22	сказать что в	1	2
23	о том как	1	2
24	все это было	1	2
25	вместе с тем	8	2
26	что в этой	1	2
27	и что он	1	2
28	с другой стороны	1	2
29	таким образом в	2	2
30	в то время	1	2
31	не только не	1	2
32	речь идет о	1	2
33	мы видим что	1	2
34	к тому же	4	2
35	и в сущности	1	1
36	и в общем	1	1
37	что в этом	1	1
38	мы уже говорили	1	1
39	психологической точки зрения	1	1
40	есть как бы	2	1
41	что в таком	1	1
42	по отношению к	1	1
43	в которых он	1	1
44	самом деле если	1	1
45	но далеко не	1	1
46	в таком случае	1	1
47	мы должны признать	2	1
48	бы то ни	2	1
49	что все эти	1	1
50	только то что	1	1
51	и таким образом	3	1
52	с тем что	1	1
53	все это мы	1	1
54	то же время	2	1
55	с этой точки	2	1
56	в том или	1	1
57	к этому что	1	1
58	и своего отца	1	1
59	то ни было	2	1
60	тот факт что	1	1
61	и в то	1	1
62	с психологической точки	1	1
63	и в этой	1	1
64	а с другой	5	1
65	в свою очередь	1	1
66	из них не	1	1
67	друг к другу	1	1
68	том что они	1	1
69	но совершенно ясно	1	1
70	мы знаем о	1	1
71	как бы в	1	1
72	тем что в	1	1
73	у него в	1	1
74	не может быть	1	1
75	но по существу	1	1
76	и вместе с	4	1
77	потому что и	2	1
78	ничего общего с	2	1
79	тем и другим	1	1
80	этой точки зрения	2	1
81	и никогда не	1	1
82	и заставляет его	1	1
83	могло бы быть	1	1
84	можно сказать что	2	1
85	с тем и	2	1
86	и в результате	1	1
87	должны признать что	2	1
88	и что она	1	1
89	в то же	2	1
90	что это есть	1	1
91	том или ином	1	1
92	может быть в	1	1
93	что и в	1	1
94	так или иначе	3	1
95	несмотря на все	1	1
96	что оно является	1	1
