1	не может быть	6	11
2	с точки зрения	14	6
3	и прежде всего	3	5
4	в данном случае	1	4
5	в конечном счете	1	4
6	с другой стороны	2	4
7	в применении к	1	3
8	далеко не всегда	1	3
9	тем не менее	10	3
10	в том что	3	3
11	в то же	1	3
12	с одной стороны	3	3
13	на самом деле	1	3
14	бы то ни	1	3
15	в самом деле	5	3
16	то же время	1	3
17	может быть только	1	3
18	есть таким образом	3	2
19	и в частности	1	2
20	точки зрения самого	1	2
21	и во всех	1	2
22	ни в чем	1	2
23	и не может	1	2
24	не может и	1	2
25	ни в коем	3	2
26	не могут быть	2	2
27	того или иного	2	2
28	то ни было	1	2
29	имеет место в	1	2
30	на первый план	4	2
31	и в то	1	2
32	то же самое	1	2
33	в лучшем случае	1	2
34	коем случае не	3	2
35	к нему и	1	2
36	той или иной	2	2
37	в коем случае	3	2
38	в этом отношении	1	2
39	души и тела	1	2
40	и тем не	2	1
41	говоря уже о	2	1
42	все что угодно	1	1
43	тела и души	1	1
44	к тому что	2	1
45	хотя и не	2	1
46	что иное как	6	1
47	его отличии от	1	1
48	одной стороны и	1	1
49	не существует он	1	1
50	мы о ней	1	1
51	и как бы	1	1
52	в виду что	1	1
53	должен обратиться к	1	1
54	за пределы мира	1	1
55	если бы мы	1	1
56	если так то	1	1
57	в других областях	1	1
58	не что иное	6	1
59	ни к чему	1	1
60	и пр в	1	1
61	в связи с	1	1
62	кроме того и	1	1
63	но каким образом	1	1
64	в нем нет	1	1
65	от чего не	3	1
66	сами по себе	3	1
67	и в этом	2	1
68	в этом его	1	1
69	живет и движется	1	1
70	в подобных случаях	1	1
71	а иногда и	1	1
72	тем что оно	2	1
73	имеется в виду	3	1
74	а следовательно и	1	1
75	к нему с	1	1
76	вообще не имеет	1	1
77	и т д	23	1
78	в то время	4	1
79	то время как	4	1
80	это и есть	2	1
81	то что является	1	1
82	для науки и	1	1
83	чем иным как	1	1
84	не говоря уже	2	1
85	не в том	1	1
86	не более как	1	1
87	и не вполне	1	1
88	в том смысле	1	1
89	том смысле что	1	1
90	есть не что	3	1
91	не есть ни	3	1
92	не есть вещь	1	1
93	и следовательно не	1	1
94	то есть и	1	1
95	и в том	1	1
96	нечего было бы	1	1
97	к чему не	1	1
98	иметь в виду	2	1
99	хотя бы только	2	1
100	на то что	3	1
101	ни от чего	3	1
102	не чем иным	1	1
103	как и в	3	1
104	не о том	1	1
105	как одна из	1	1
106	ничто не может	1	1
107	прежде всего от	3	1
108	но как только	1	1
109	подобно тому как	4	1
110	до сих пор	1	1
