N	2gram	Bakhtin_Pr_2	Istorich
1	в лесу	1	26
2	и в	45	22
3	мы имеем	2	19
4	в этом	20	17
5	что в	6	15
6	не только	16	14
7	мы видели	3	13
8	но и	15	12
9	и не	42	12
10	в этих	4	11
11	может быть	18	11
12	и пр	2	11
13	или в	2	11
14	но в	6	10
15	таким образом	11	10
16	еще не	9	10
17	в нем	20	9
18	что и	5	9
19	в том	8	9
20	что он	7	9
21	вместе с	1	9
22	как мы	8	8
23	мы видим	2	8
24	в большом	3	8
25	что они	3	8
26	с этим	1	8
27	том что	7	8
28	но не	6	7
29	то что	5	7
30	и здесь	2	7
31	мы должны	4	7
32	уже не	6	7
33	из них	9	7
34	так как	5	7
35	с другой	1	7
36	другой стороны	1	7
37	там где	6	7
38	к этому	4	7
39	то же	5	6
40	мы уже	3	6
41	не все	1	6
42	это не	3	6
43	ничего не	3	6
44	связи с	1	6
45	все еще	1	6
46	так в	1	6
47	если бы	2	6
48	в них	4	6
49	друг друга	7	6
50	мы можем	4	6
51	а не	10	6
52	связь с	2	6
53	а в	3	6
54	все же	4	5
55	он не	9	5
56	что она	4	5
57	здесь мы	1	5
58	в этой	1	5
59	тем не	1	5
60	не менее	2	5
61	могут быть	4	5
62	живет в	1	5
63	к нему	11	5
64	в свете	1	5
65	того что	3	5
66	один из	2	5
67	так что	2	5
68	до сих	2	5
69	в некоторых	2	5
70	у меня	3	5
71	в частности	1	5
72	есть и	3	5
73	этом случае	1	5
74	сих пор	2	5
75	одним из	3	4
76	и на	7	4
77	все эти	4	4
78	отношение к	8	4
79	не в	8	4
80	имеем в	2	4
81	на этом	1	4
82	в большой	3	4
83	и с	7	4
84	не всегда	1	4
85	можно найти	2	4
86	у нас	2	4
87	как это	2	4
88	но он	1	4
89	видим что	1	4
90	и его	8	4
91	тем что	2	4
92	что на	1	4
93	она не	5	4
94	в пределах	4	4
95	в дальнейшем	2	4
96	находится в	2	4
97	в другой	1	4
98	только в	9	4
99	и они	1	4
100	его и	3	4
101	в других	1	4
102	а именно	3	4
103	они не	2	4
104	в данном	1	4
105	и там	1	4
106	в свою	1	4
107	не может	24	4
108	и другие	4	4
109	связана с	1	3
110	их и	3	3
111	я не	6	3
112	представление о	2	3
113	и ее	7	3
114	и говорят	1	3
115	не совсем	2	3
116	в чем	2	3
117	со стороны	4	3
118	в одной	5	3
119	некоторое время	1	3
120	и как	2	3
121	и к	2	3
122	в целом	5	3
123	из этих	1	3
124	на его	5	3
125	их в	7	3
126	его в	3	3
127	было бы	4	3
128	для них	3	3
129	все равно	1	3
130	далеко не	4	3
131	как и	14	3
132	одном из	1	3
133	и эти	1	3
134	чего герой	1	3
135	в русской	2	3
136	никогда не	17	3
137	потому что	8	3
138	что герой	1	3
139	очень часто	1	3
140	он и	4	3
141	к тому	1	3
142	они и	2	3
143	о том	3	3
144	здесь не	2	3
145	данном случае	1	3
146	уже с	1	3
147	на том	1	3
148	что у	4	3
149	на нее	1	3
150	можно только	1	3
151	от них	2	3
152	в его	22	3
153	с ними	4	3
154	и у	2	3
155	стоит на	1	3
156	за ним	1	3
157	прежде всего	11	3
158	у него	6	3
159	мы еще	1	3
160	превращается в	4	3
161	если это	1	3
162	вступает в	4	3
163	о себе	3	3
164	так же	5	3
165	стороны и	1	3
166	но это	2	3
167	и от	3	3
168	его не	1	3
169	и все	1	3
170	он видит	1	3
171	сказать что	5	3
172	ее в	2	3
173	все что	3	3
174	ту же	1	2
175	например в	2	2
176	на самом	1	2
177	но тем	1	2
178	и есть	1	2
179	здесь и	2	2
180	в котором	7	2
181	не имеют	1	2
182	той же	1	2
183	же как	4	2
184	время как	1	2
185	из того	1	2
186	и он	3	2
187	в ней	7	2
188	но конечно	1	2
189	в сторону	2	2
190	по отношению	8	2
191	вступают в	2	2
192	мы сейчас	1	2
193	независимо от	1	2
194	как в	4	2
195	в своем	5	2
196	ней в	1	2
197	хотя и	2	2
198	что по	1	2
199	ни один	3	2
200	то время	1	2
201	тому же	1	2
202	при этом	2	2
203	достаточно чтобы	1	2
204	из этой	1	2
205	они в	1	2
206	всех этих	1	2
207	в виде	1	2
208	что еще	2	2
209	и вот	2	2
210	в нее	1	2
211	так и	3	2
212	но все	4	2
213	же не	1	2
214	большинстве случаев	2	2
215	ни в	2	2
216	он у	1	2
217	вовсе не	7	2
218	со своими	6	2
219	и для	2	2
