N	3gram	Tiupa_Anal_2	Dialekti
1	с точки зрения	2	12
2	сама по себе	1	8
3	в том что	6	7
4	то же время	2	4
5	можно было бы	2	4
6	по крайней мере	3	4
7	одно и то	1	4
8	и то же	1	4
9	с другой стороны	2	4
10	ничего не говорит	1	4
11	на то что	2	4
12	в то же	2	4
13	более или менее	1	3
14	в этом смысле	2	3
15	только то что	1	3
16	и в этом	4	3
17	не может быть	1	3
18	содержит в себе	3	3
19	можно сказать что	1	3
20	той или иной	3	3
21	в этом отношении	3	2
22	точно так же	1	2
23	несмотря на то	1	2
24	то и другое	1	2
25	как более или	1	2
26	с одной стороны	4	2
27	как один из	1	2
28	есть миф и	1	2
29	с той или	2	2
30	о том что	6	2
31	ни о чем	1	2
32	и даже не	1	2
33	к тому что	1	2
34	но и все	1	1
35	а между тем	1	1
36	крайней мере в	1	1
37	и не требует	1	1
38	ничего не доказывает	1	1
39	сказать что в	1	1
40	в данный момент	1	1
41	мы имеем дело	3	1
42	а не с	1	1
43	имеет место в	1	1
44	в самом деле	1	1
45	так или иначе	1	1
46	как раз и	1	1
47	самом деле не	1	1
48	до известной степени	1	1
49	сами по себе	1	1
50	почему мы должны	1	1
51	каждом из них	1	1
52	и даже в	1	1
53	с другом в	1	1
54	отнюдь не является	1	1
55	то что она	1	1
56	как в этом	1	1
57	в отношении к	1	1
58	жизнь и смерть	1	1
59	во всех этих	1	1
60	еще ничего не	1	1
61	в связи с	1	1
62	не есть миф	1	1
63	все что ни	1	1
64	не в самом	1	1
65	в первую очередь	1	1
66	а в том	1	1
67	есть не что	1	1
68	нельзя сказать что	1	1
69	форма может быть	1	1
70	а не только	2	1
71	бы это было	1	1
72	говорит не о	1	1
73	что иное как	1	1
74	ко всему этому	1	1
75	а о самом	1	1
76	в этих случаях	1	1
77	в полной мере	1	1
78	имеется в виду	1	1
79	не что иное	1	1
80	тех или иных	2	1
81	тем не менее	3	1
82	друг с другом	1	1
83	дело не в	1	1
84	всегда говорит не	1	1
85	том или ином	2	1
86	к тому же	4	1
87	то же самое	1	1
