N	2gram	Tiupa_Hudo_2	EvropaiE
1	и в	28	37
2	в пределах	1	25
3	точки зрения	2	23
4	что в	5	21
5	не только	11	18
6	с точки	2	17
7	в то	6	16
8	то же	6	15
9	хотя бы	2	15
10	отношении к	1	15
11	в своем	5	14
12	но в	2	14
13	же время	4	14
14	в качестве	4	14
15	но и	9	14
16	и не	18	14
17	в этом	13	12
18	в области	1	11
19	в том	15	11
20	так и	8	10
21	отнюдь не	2	9
22	в себе	9	9
23	только в	4	9
24	прежде всего	3	9
25	все более	1	9
26	не может	4	9
27	так же	3	9
28	т е	2	9
29	в ее	18	8
30	было бы	3	8
31	в своей	6	8
32	к тому	7	8
33	между тем	8	8
34	с одной	3	8
35	одной стороны	3	8
36	также и	1	7
37	а также	2	7
38	того что	1	7
39	так как	1	7
40	с другой	3	7
41	как и	11	7
42	может быть	8	6
43	и на	3	6
44	во всех	1	6
45	то есть	1	6
46	том что	19	6
47	того чтобы	4	6
48	вслед за	4	6
49	вовсе не	2	6
50	для того	4	6
51	и даже	1	6
52	как бы	5	6
53	с этой	1	6
54	то что	6	6
55	же как	2	5
56	столь же	3	5
57	но не	4	5
58	не в	13	5
59	тем самым	2	5
60	как мы	2	5
61	одной из	3	5
62	в виде	2	5
63	со стороны	3	5
64	от этого	1	5
65	в частности	7	5
66	и потому	1	5
67	в течение	1	5
68	в той	1	5
69	как нам	1	5
70	то в	4	4
71	мы не	1	4
72	в ней	3	4
73	независимо от	1	4
74	в самом	5	4
75	то ни	1	4
76	того или	2	4
77	несмотря на	3	4
78	чем в	1	4
79	даже в	1	4
80	и притом	1	4
81	к ней	2	4
82	в направлении	1	4
83	той или	1	4
84	бы то	1	4
85	по себе	1	4
86	можно сказать	6	4
87	именно в	2	4
88	или иной	2	4
89	как это	7	4
90	для нас	3	4
91	сказать что	2	4
92	или иного	2	4
93	в сфере	1	3
94	бы и	4	3
95	на себя	3	3
96	в общем	1	3
97	как в	5	3
98	когда он	1	3
99	и к	2	3
100	себе не	1	3
101	всего лишь	3	3
102	представляет собой	1	3
103	своем существовании	1	3
104	не будет	2	3
105	и тем	1	3
106	в них	3	3
107	во второй	2	3
108	она в	2	3
109	дело в	1	3
110	никогда не	5	3
111	потому что	2	3
112	в будущем	1	3
113	по нашему	1	3
114	во все	1	3
115	тем в	1	3
116	можно было	3	3
117	о том	12	3
118	как было	1	3
119	место в	2	3
120	что и	4	3
121	и только	2	3
122	известном смысле	1	3
123	из них	2	3
124	потребность в	2	3
125	себе в	2	3
126	тем что	6	3
127	этом отношении	1	3
128	по своим	1	3
129	говорит о	4	3
130	там где	1	3
131	ни на	1	3
132	в данном	2	3
133	не является	2	3
134	и для	2	3
135	и от	2	3
136	мира и	1	3
137	не более	2	3
138	обстоит дело	1	3
139	жизни в	7	3
140	это так	1	3
141	как на	2	3
142	в таком	1	3
143	и то	2	2
144	по преимуществу	3	2
145	с в	1	2
146	что если	1	2
147	и другая	1	2
148	не чуждо	1	2
149	не нужно	1	2
150	на них	1	2
151	между собой	1	2
152	он сам	2	2
153	к нулю	1	2
154	но как	1	2
155	точка зрения	1	2
156	в сторону	1	2
157	друг от	1	2
158	в свои	1	2
159	и чем	1	2
160	более чем	2	2
161	поскольку они	1	2
162	хотя и	1	2
163	что это	5	2
164	в этой	5	2
165	но именно	2	2
166	он не	4	2
167	и еще	1	2
168	отношений между	1	2
169	в силу	1	2
170	себя бремя	1	2
171	какой бы	1	2
172	в мире	7	2
173	и с	6	2
174	заключается в	1	2
175	с другими	3	2
176	например с	1	2
177	и рядом	1	2
178	нас к	1	2
179	в своих	1	2
180	духовной жизни	1	2
181	иначе говоря	1	2
182	в этих	3	2
183	в котором	6	2
184	одном из	1	2
185	из европейских	1	2
186	и более	1	2
187	она не	5	2
188	на язык	1	2
189	по своей	1	2
190	как будто	4	2
191	именно потому	1	2
192	что на	3	2
193	к той	2	2
194	всего в	1	2
195	только одно	1	2
196	но по	1	2
197	от друга	1	2
198	данном случае	2	2
199	на месте	1	2
200	наше внимание	1	2
201	ценность в	1	2
202	если бы	6	2
203	в будущее	1	2
204	и что	1	2
205	в значительной	1	2
206	к нему	3	2
207	во втором	2	2
208	в его	11	2
209	но с	1	2
210	его собственная	1	2
211	силы в	1	2
212	и теперь	1	2
213	если в	2	2
214	и других	1	2
215	участие в	1	2
216	в одном	3	2
217	в других	4	2
218	на уровне	1	2
219	а именно	1	2
220	как же	2	2
221	а не	14	2
222	не означает	1	2
223	долгое время	1	2
224	что все	3	2
225	вместе с	2	2
226	наряду с	5	2
227	что же	2	2
228	поскольку он	1	2
229	и таким	1	2
230	или в	3	2
231	то не	1	2
232	и все	7	2
233	но еще	2	2
234	бы в	1	2
235	еще более	1	2
236	стороны в	1	2
237	же в	1	2
238	в другой	1	2
239	а в	6	2
240	имеет в	1	2
241	между ними	2	2
242	другой стороны	1	2
243	в строе	1	2
244	жизни и	6	2
245	и эта	2	2
246	и т	4	1
247	например в	1	1
248	будут ли	1	1
249	и это	3	1
250	тех же	1	1
251	но тем	2	1
252	перед лицом	1	1
253	от своей	1	1
254	той же	2	1
255	изолированности от	1	1
256	что между	1	1
257	просветления и	1	1
258	по самой	1	1
259	ответить на	1	1
260	чтобы не	3	1
261	на руси	1	1
262	время как	1	1
263	говорить о	2	1
264	а для	2	1
265	не сразу	1	1
266	когда мы	1	1
267	в каждой	1	1
268	может дать	1	1
269	нам представляется	2	1
270	с его	5	1
271	тем как	2	1
272	бы она	1	1
273	к которой	1	1
274	существеннейшим образом	1	1
275	по отношению	7	1
276	тогда как	7	1
277	за пределы	1	1
278	стремились показать	1	1
