N	4gram	Vinokur_Ku_2	Problema
1	не говоря уже о	2	4
2	не что иное как	1	3
3	есть не что иное	1	3
4	уже с самого начала	1	2
5	можно ли сказать что	1	2
6	также и то что	1	2
7	только в том случае	1	2
8	заключается в том что	1	2
9	одной и той же	1	2
10	то во всяком случае	1	2
11	в связи с этим	1	2
12	и тем не менее	4	1
13	и с другой стороны	1	1
14	уже о том что	1	1
15	говоря уже о том	1	1
16	какой бы то ни	1	1
17	вообще и в частности	1	1
18	в том или ином	1	1
19	в то время как	1	1
20	и т д это	1	1
21	о том что в	1	1
22	в том случае если	2	1
23	так или иначе но	1	1
24	бы то ни было	1	1
25	все более и более	1	1
26	указание на то что	1	1
27	вовсе не потому что	1	1
28	в узком смысле слова	1	1
29	несмотря на то что	1	1
30	в этом случае он	1	1
31	то тем самым мы	2	1
32	не то что мы	1	1
