N	3gram	Medvedev_F_1	Marksizm
1	с точки зрения	13	13
2	не может быть	5	10
3	по отношению к	4	8
4	то же время	8	8
5	в то же	8	8
6	в связи с	2	7
7	в том что	1	6
8	может быть и	3	5
9	но в то	2	5
10	с самого начала	1	5
11	в свою очередь	6	5
12	в большинстве случаев	2	5
13	смысле этого слова	3	4
14	бы то ни	3	4
15	как если бы	2	4
16	то ни было	1	4
17	в отношении к	1	4
18	в точном смысле	1	4
19	и пр и	2	4
20	на самом деле	6	4
21	мы ни взяли	1	3
22	самом же деле	1	3
23	и не может	2	3
24	в отличие от	1	3
25	точном смысле этого	1	3
26	на самом же	1	3
27	до сих пор	6	3
28	и не в	2	3
29	с одной стороны	4	3
30	в высшей степени	1	3
31	к тому что	1	3
32	пр и пр	2	3
33	как мы видели	2	3
34	одной стороны и	4	2
35	всех без исключения	1	2
36	в противном случае	1	2
37	более или менее	6	2
38	в данную эпоху	1	2
39	того или иного	2	2
40	в зависимости от	2	2
41	но и в	1	2
42	чем же является	1	2
43	осуществляется только в	1	2
44	отнюдь не является	1	2
45	не в душе	1	2
46	в двух направлениях	1	2
47	во всяком случае	4	2
48	все более и	2	2
49	мы уже знаем	1	2
50	так и от	1	2
51	и речи о	1	2
52	до настоящего времени	2	2
53	у нас не	2	2
54	только на почве	2	2
55	точки зрения самого	1	2
56	хотя бы в	1	2
57	более и более	2	2
58	и до настоящего	1	2
59	что и до	1	1
60	в процессе борьбы	1	1
61	вполне понятно что	1	1
62	атмосфера в которой	1	1
63	через нее и	1	1
64	не перестает быть	3	1
65	его внутренний мир	1	1
66	господствует полный разрыв	1	1
67	отношении в высшей	1	1
68	не с точки	1	1
69	а вовсе не	2	1
70	и его аудиторией	1	1
71	лишена подхода к	1	1
72	как и всякое	1	1
73	не говоря уже	1	1
74	значения с его	1	1
75	со всею конкретностью	1	1
76	данной социальной группе	1	1
77	в том числе	1	1
78	громадное значение и	1	1
79	в их отношении	1	1
80	таким образом оказывается	1	1
81	гораздо большей степени	1	1
82	значений входящих в	1	1
83	в нем и	2	1
84	в идеологическом творчестве	1	1
85	в широком смысле	1	1
86	тот или иной	1	1
87	говоря уже о	1	1
88	сами по себе	2	1
89	в той же	1	1
90	лишь основные линии	1	1
91	как мы увидим	2	1
92	социологического метода в	2	1
93	в этом отношении	1	1
94	а лишь в	1	1
95	том числе и	1	1
96	в гораздо большей	1	1
97	не подлежит конечно	1	1
98	и пр он	1	1
99	лишь в процессе	1	1
100	в этом процессе	2	1
101	широком смысле слова	1	1
102	значения в пределах	1	1
103	и в данной	1	1
104	так или иначе	1	1
105	как мы знаем	1	1
106	мы полагаем что	2	1
107	во внутренней речи	1	1
108	ни было значительно	1	1
109	до конца и	1	1
110	в его исследовании	1	1
111	этом отношении в	1	1
112	всею конкретностью исторического	1	1
113	мы здесь не	1	1
114	подлежит конечно сомнению	1	1
115	сюда относятся прежде	1	1
116	оно так и	1	1
117	социального общения нет	1	1
118	формы и типы	1	1
119	по сравнению с	1	1
120	тем не менее	1	1
121	со всею настойчивостью	1	1
122	и пр все	2	1
123	в последнее время	1	1
124	структура как и	1	1
125	чтобы убедиться в	2	1
126	является неотрывным элементом	1	1
127	основные линии его	1	1
128	своего исторического существования	1	1
129	бы тонкие и	1	1
130	с другой стороны	1	1
131	в его целом	8	1
132	и в том	1	1
133	из этой реальной	1	1
134	нас не было	1	1
135	из важнейших проблем	1	1
136	в процессе усвоения	1	1
137	в этот поток	1	1
138	во всех своих	1	1
139	пр все эти	1	1
140	и в свою	1	1
141	лишь одной из	1	1
142	должно строго различать	1	1
143	какие бы тонкие	1	1
144	в данной социальной	1	1
145	так и в	4	1
146	высшей степени характерна	1	1
147	очередь является лишь	1	1
148	всего того что	1	1
149	свою очередь является	2	1
150	к нему и	1	1
151	и в идеологическом	1	1
152	но отнюдь не	1	1
153	относятся прежде всего	1	1
154	и пр чем	1	1
155	является вовсе не	1	1
156	так обстоит дело	1	1
157	не менее в	1	1
158	доброе или злое	1	1
159	но все же	1	1
160	значение в процессе	1	1
161	друг от друга	2	1
162	не сводится к	2	1
163	науки искусства морали	1	1
164	глубже и существеннее	1	1
165	превращения его в	1	1
166	ориентируется в отношении	1	1
167	только в процессе	1	1
168	нашей работы мы	1	1
169	их отношении к	1	1
170	в отрыве от	1	1
171	оно прежде всего	2	1
172	было значительно и	1	1
173	в жизни и	1	1
174	в более или	1	1
