N	3gram	Vinokur_St_1	Mirosoze
1	не может быть	5	8
2	для того чтобы	10	4
3	что и в	4	4
4	никогда не было	1	3
5	же как и	1	3
6	до сих пор	7	3
7	к тому что	1	3
8	так же как	3	3
9	и в этом	3	3
10	потому что она	1	3
11	я никогда не	1	2
12	а не в	1	2
13	также и в	1	2
14	потому что он	1	2
15	но это не	1	2
16	и никогда не	1	2
17	может быть и	2	2
18	т е в	2	2
19	у нас не	1	2
20	о том что	11	2
21	по отношению к	3	2
22	ни в чем	1	2
23	как и в	2	2
24	что это не	2	2
25	после того как	1	2
26	в том что	17	2
27	как и во	1	2
28	том что в	3	1
29	этап в развитии	1	1
30	для него не	1	1
31	а между тем	1	1
32	в которых он	1	1
33	том что он	1	1
34	с точки зрения	8	1
35	может быть результатом	1	1
36	что он не	1	1
37	но и в	2	1
38	а может быть	1	1
39	в этом отношении	7	1
40	в той мере	1	1
41	у нас нет	7	1
42	на то что	4	1
43	и не было	1	1
44	со всеми его	1	1
45	как в самом	1	1
46	но и это	1	1
47	в каком-то более	1	1
48	плоть от плоти	1	1
49	той мере в	1	1
50	смысле этого слова	1	1
51	лишь те которые	1	1
52	во втором случае	2	1
53	я не могу	1	1
54	мере в какой	2	1
55	на эту тему	4	1
56	может быть никакого	1	1
57	чем у пушкина	2	1
58	сих пор не	1	1
59	но также и	4	1
60	не верил в	1	1
61	хотя бы в	1	1
62	той или иной	1	1
63	в его собственной	2	1
64	но я не	1	1
65	ему и в	1	1
66	на самом деле	6	1
67	может не быть	1	1
68	в конце концов	1	1
69	что он в	1	1
