N	3gram	Propp_Morf_1	Myshleni
1	в том что	3	17
2	для того чтобы	2	7
3	в высшей степени	1	6
4	с самого начала	1	6
5	в собственном смысле	3	6
6	с одной стороны	1	5
7	в связи с	8	5
8	тем не менее	4	5
9	друг с другом	1	5
10	что и в	1	5
11	является то что	1	4
12	то время как	3	4
13	во всяком случае	2	4
14	в то время	3	4
15	это значит что	1	4
16	о том что	1	3
17	состоит в том	2	3
18	в этом отношении	1	3
19	независимо от того	3	3
20	с другой стороны	4	3
21	на то что	2	3
22	по своему строению	1	2
23	таким образом что	1	2
24	по отношению к	4	2
25	как мы увидим	4	2
26	то что в	2	2
27	все же в	1	2
28	от того как	1	2
29	в этом и	1	2
30	не может быть	9	2
31	собственном смысле слова	3	2
32	из которых каждый	1	2
33	с помощью этого	1	2
34	как и в	2	2
35	совершенно иное чем	1	1
36	при помощи которых	1	1
37	которые не могут	1	1
38	мы видим таким	1	1
39	могут рассматриваться как	1	1
40	мы должны будем	1	1
41	прежде всего следует	1	1
42	более или менее	2	1
43	подобно тому как	5	1
44	это нисколько не	1	1
45	какого бы то	1	1
46	самого начала в	1	1
47	о том как	1	1
48	в этом случае	8	1
49	что эти формы	1	1
50	с точки зрения	2	1
51	до сих пор	1	1
52	отношении друг к	1	1
53	самая постановка вопроса	1	1
54	со всеми другими	1	1
55	является одним из	1	1
56	бы то ни	3	1
57	к тому или	1	1
58	операции при помощи	1	1
59	с этого момента	2	1
60	точно так же	1	1
61	с такой же	1	1
62	так и здесь	1	1
63	мы увидим дальше	1	1
64	также и не	1	1
65	в данном случае	1	1
66	не потому что	1	1
67	один из них	1	1
68	то ни было	2	1
69	мы не сумеем	2	1
70	не могут быть	2	1
71	в какой степени	1	1
72	приводит к тому	1	1
73	все более и	1	1
74	мы скажем что	1	1
75	перед нами в	1	1
76	из них не	1	1
77	друг к другу	2	1
78	не представляет собой	1	1
79	и как они	1	1
80	и здесь этот	1	1
81	но это нисколько	1	1
82	помимо того что	1	1
83	это мы видим	1	1
84	между собой и	1	1
85	то мы увидим	1	1
86	мы увидим ниже	5	1
87	мы не можем	1	1
88	этих случаях нет	1	1
89	связи с этим	4	1
90	и что следовательно	1	1
91	видим таким образом	1	1
92	ни одна из	1	1
93	более и более	1	1
94	двух точек зрения	1	1
95	мы будем говорить	1	1
96	вовсе не необходимо	1	1
97	вывод который можно	1	1
98	здесь мы имеем	1	1
99	к тому что	3	1
100	что там где	1	1
101	здесь как и	1	1
102	могло бы быть	1	1
103	вслед за этим	1	1
104	мы увидим что	1	1
105	вне связи с	2	1
