N	3gram	Voloshinov_1	Tvorches
1	до сих пор	3	3
2	не может быть	3	3
3	в самом деле	2	2
4	по крайней мере	3	2
5	так же как	2	2
6	во всяком случае	3	2
7	могут быть поняты	1	2
8	так и в	1	2
9	о том что	2	2
10	в том что	1	2
11	в чем не	3	1
12	ничего не говорит	1	1
13	дело в том	1	1
14	сих пор еще	1	1
15	же как и	1	1
16	в нем и	1	1
17	от своего имени	1	1
18	в этой борьбе	1	1
19	крайней мере уже	1	1
20	а может быть	1	1
21	можно было бы	1	1
22	со всех сторон	1	1
23	в том смысле	1	1
24	в применении к	1	1
25	на наших глазах	1	1
26	в году в	1	1
27	и в этом	2	1
28	не могут быть	2	1
29	а с другой	1	1
30	той или иной	1	1
31	в связи с	1	1
32	при всей их	1	1
33	одну и ту	1	1
34	ни в чем	3	1
35	в нем нет	2	1
36	мы не можем	1	1
37	это и есть	1	1
38	хотя и с	1	1
39	с самого начала	4	1
40	но отнюдь не	2	1
41	в конечном счете	2	1
42	и только для	2	1
43	мы знаем что	1	1
44	или во всяком	1	1
45	и ту же	1	1
46	и прежде всего	1	1
47	что в них	1	1
48	в высшей степени	1	1
