N	2gram	Vinokur_St_1	Tragedij
1	и в	44	18
2	в этом	21	9
3	не только	18	8
4	и с	3	7
5	и на	1	7
6	может быть	15	7
7	как бы	4	7
8	и не	16	7
9	но в	10	6
10	и его	8	6
11	же время	4	6
12	что он	10	6
13	у него	2	6
14	то же	5	5
15	все же	8	5
16	что это	4	5
17	это не	8	5
18	как и	9	5
19	несмотря на	2	5
20	в то	9	5
21	так и	9	5
22	это очень	3	5
23	не может	8	5
24	я не	7	4
25	еще не	3	4
26	в себе	2	4
27	в целом	5	4
28	в этой	11	4
29	в нем	5	4
30	об этом	3	4
31	том что	29	4
32	что я	1	4
33	и что	4	4
34	но и	10	4
35	и даже	5	4
36	прежде всего	7	4
37	так же	5	4
38	но это	6	4
39	все это	5	4
40	что в	30	4
41	и все	2	4
42	то что	18	4
43	своего рода	3	3
44	как в	13	3
45	в своем	2	3
46	все эти	5	3
47	при этом	2	3
48	то есть	2	3
49	тем самым	2	3
50	что с	2	3
51	о чем	1	3
52	и сам	2	3
53	мог бы	1	3
54	к нему	2	3
55	в его	9	3
56	уже в	2	3
57	для него	6	3
58	никто не	4	3
59	в конце	3	3
60	как будто	4	3
61	как это	4	3
62	если б	1	2
63	вряд ли	5	2
64	в первом	2	2
65	и до	1	2
66	что эти	1	2
67	и за	3	2
68	а как	2	2
69	никогда не	5	2
70	и то	5	2
71	он был	3	2
72	столь же	4	2
73	с его	1	2
74	отношение к	2	2
75	не просто	1	2
76	так что	6	2
77	и я	3	2
78	как говорит	1	2
79	это был	1	2
80	перед нами	1	2
81	говорит что	3	2
82	впечатление что	1	2
83	в самом	7	2
84	бы и	4	2
85	по словам	4	2
86	он не	2	2
87	что она	4	2
88	но все	4	2
89	что все	2	2
90	его в	2	2
91	в глазах	1	2
92	превратилось в	1	2
93	в это	1	2
94	ни в	3	2
95	с тем	1	2
96	вопрос о	4	2
97	одном из	1	2
98	но эта	1	2
99	не в	12	2
100	что этот	2	2
101	но они	1	2
102	одна из	1	2
103	я буду	1	2
104	не имеет	4	2
105	не могут	1	2
106	к тому	1	2
107	и это	2	2
108	но при	1	2
109	в ее	4	2
110	данном случае	6	2
111	еще в	1	2
112	ничего не	2	2
113	о том	17	2
114	в глаза	1	2
115	времени в	1	2
116	что и	6	2
117	в том	36	2
118	x и	1	2
119	который в	1	2
120	по мнению	3	2
121	уже не	1	2
122	в виде	3	2
123	не так	1	2
124	в одном	1	2
125	тем что	5	2
126	чем он	1	2
127	говорит о	3	2
128	до конца	1	2
129	было в	1	2
130	в данном	14	2
131	великий писатель	1	2
132	потому что	6	2
133	состоит из	1	2
134	в частности	4	2
135	по поводу	7	2
136	в таком	3	2
137	точно так	1	2
138	а между	1	1
139	и т	30	1
140	например в	8	1
141	и др	1	1
142	самом деле	11	1
143	это и	4	1
144	на деле	1	1
145	и есть	1	1
146	на две	1	1
147	исходит из	1	1
148	в какой-то	1	1
149	должна быть	3	1
150	объясняется и	1	1
151	с прекрасным	1	1
152	и могут	1	1
153	той же	5	1
154	смотреть на	1	1
155	хотя сам	1	1
156	он заявляет	1	1
157	на себя	1	1
158	в виду	1	1
159	подчеркнуть что	2	1
160	в сцене	1	1
161	в ней	3	1
162	литературы и	2	1
163	между собой	1	1
164	быть в	2	1
165	в чем	3	1
166	во всех	8	1
167	мысль что	1	1
168	не исчерпываются	1	1
169	но не	3	1
170	отказ от	1	1
171	но как	1	1
172	всем его	1	1
173	большое значение	2	1
174	за пределы	2	1
175	уходит от	1	1
176	в настоящем	1	1
177	к сожалению	3	1
178	это самое	1	1
179	в истории	3	1
180	писателя в	2	1
181	материалом для	1	1
182	что именно	1	1
183	но лицо	1	1
184	мысль о	1	1
185	и входят	1	1
186	стиля и	1	1
187	отнесены к	1	1
188	для ее	1	1
189	то в	3	1
190	в которой	4	1
191	он в	1	1
192	бы не	2	1
193	право на	1	1
194	это тот	1	1
195	свой долг	2	1
196	имеет для	1	1
197	всего необходимо	1	1
198	№ и	1	1
199	как он	1	1
200	если он	1	1
201	ответом на	1	1
202	не могла	2	1
203	вообще не	2	1
204	по какому	1	1
205	пушкина и	13	1
206	не значит	3	1
207	о золотом	1	1
208	чем у	2	1
209	не как	1	1
210	в россии	4	1
211	содержит в	1	1
212	так часто	1	1
213	никому не	1	1
214	и по	5	1
215	таким образом	7	1
216	но без	1	1
217	факт что	1	1
218	эта книга	2	1
219	за то	3	1
220	в другом	3	1
221	на все	1	1
222	лишь в	3	1
223	это было	1	1
224	заключается в	4	1
225	обоих случаях	1	1
226	претензии на	1	1
227	русского читателя	1	1
228	что лицо	1	1
229	известно что	1	1
230	быть не	1	1
231	годунова и	1	1
232	повод для	1	1
233	в них	1	1
234	мировой литературы	1	1
235	всю жизнь	1	1
236	с дороги	1	1
237	эту тему	4	1
238	которой он	1	1
239	отвращение к	2	1
240	в развитии	1	1
241	очень важный	1	1
242	перед собой	2	1
243	но я	4	1
244	но если	4	1
245	и при	1	1
246	в своей	6	1
247	в такой	2	1
248	почти не	1	1
249	во времена	4	1
250	в котором	5	1
251	знает и	2	1
252	вся состоит	1	1
253	не столько	1	1
254	представление о	4	1
255	документ в	1	1
256	должны были	1	1
257	значение для	1	1
258	объявил себя	1	1
259	и вот	1	1
260	я скажу	1	1
261	но он	2	1
262	тем не	2	1
263	речи в	1	1
264	с такими	1	1
265	по себе	1	1
266	тому что	3	1
267	же во	1	1
268	не менее	5	1
269	вплоть до	5	1
270	на работу	1	1
271	что эта	2	1
272	она не	2	1
273	в обоих	1	1
274	считает что	1	1
275	на котором	1	1
276	того как	1	1
277	тогда и	1	1
278	он еще	1	1
279	но только	1	1
280	значение этого	1	1
281	судя по	2	1
282	его речи	1	1
283	иными словами	1	1
284	говорит в	2	1
285	и притом	1	1
286	стола и	2	1
287	по своей	2	1
288	для нас	7	1
289	не нужен	1	1
290	что на	2	1
291	в области	14	1
292	ну а	1	1
293	но все-таки	1	1
294	и далее	1	1
295	мы встречаем	1	1
296	один раз	1	1
297	xx века	1	1
298	в момент	1	1
299	могут быть	5	1
300	что оно	3	1
301	за что	4	1
302	всего что	1	1
303	что при	2	1
304	в применении	3	1
305	как мы	1	1
306	и о	1	1
307	того чтобы	11	1
308	черты его	1	1
309	не хочу	3	1
310	однако ни	2	1
311	с каким	1	1
312	жизни были	1	1
313	с самого	1	1
314	можно было	13	1
315	больше в	1	1
316	буржуазии в	1	1
317	во многом	1	1
318	когда в	1	1
319	в диалог	1	1
320	на них	1	1
321	в эпоху	2	1
322	стремление к	3	1
323	а по	1	1
324	на вопрос	4	1
325	после того	1	1
326	с того	1	1
327	и который	1	1
328	а также	2	1
329	чтобы не	1	1
330	нет это	2	1
331	все в	2	1
332	это была	1	1
333	между тем	3	1
334	нуждается в	1	1
335	отметить что	2	1
336	в форме	1	1
337	тех лет	1	1
338	того что	9	1
339	критики в	1	1
340	и дело	1	1
341	понимание этого	1	1
342	ответа на	2	1
343	только в	10	1
344	как нечто	1	1
345	с одной	3	1
346	именно на	1	1
347	первостепенное значение	1	1
348	есть в	2	1
349	дело с	2	1
350	чтобы он	1	1
351	не знать	1	1
352	создает впечатление	1	1
353	свидетельствует о	2	1
354	что писал	1	1
355	которых можно	1	1
356	одно из	2	1
357	и их	2	1
358	всяком случае	6	1
359	бориса годунова	15	1
360	могло бы	2	1
361	слова в	1	1
362	т п	9	1
363	чтобы она	1	1
364	не для	2	1
365	с этими	1	1
366	к ним	1	1
367	второй части	2	1
368	характерны для	1	1
369	для публики	1	1
370	таком виде	1	1
371	никого не	1	1
372	даже не	4	1
373	с другим	1	1
374	и низким	1	1
375	именно в	6	1
376	была и	1	1
377	что не	3	1
378	объясняется тем	1	1
379	обратиться к	1	1
380	естественно что	1	1
381	не было	4	1
382	а на	3	1
383	на этот	3	1
384	не верит	1	1
385	а не	16	1
386	именно так	1	1
387	не быть	1	1
388	в и	130	1
389	этом случае	2	1
390	себя на	1	1
391	виде в	1	1
392	более чем	2	1
393	вместе с	1	1
394	и потому	2	1
395	в духе	1	1
396	xix века	1	1
397	видит в	1	1
398	в той	6	1
399	смысле этого	2	1
400	применении к	3	1
401	слова он	1	1
402	это его	1	1
403	для понимания	1	1
404	этого слова	2	1
405	с этой	3	1
406	и от	1	1
407	это выражение	1	1
408	не является	3	1
409	тем и	1	1
410	при таком	2	1
411	только теперь	1	1
412	причем в	1	1
413	за свое	1	1
414	в результате	3	1
415	тот кто	1	1
416	в двух	3	1
417	о нем	1	1
418	это может	1	1
419	бы в	1	1
420	случае и	1	1
421	но у	1	1
422	конце концов	1	1
423	хотя бы	6	1
424	я в	1	1
425	сказал что	1	1
426	в стихах	1	1
427	гораздо больше	2	1
428	к числу	2	1
429	в период	1	1
430	совершенно не	5	1
431	при его	2	1
432	в иной	1	1
433	т е	15	1
434	недоразумение и	1	1
435	в голову	1	1
436	впечатление на	1	1
437	но еще	1	1
438	это в	4	1
439	во всяком	6	1
