N	2gram	Bakhtin_Fr_1	Vvedenie
1	и в	65	32
2	в том	16	31
3	в этом	15	30
4	том что	6	26
5	может быть	6	26
6	не только	10	22
7	для того	1	21
8	того чтобы	1	20
9	то что	3	16
10	потому что	5	15
11	так как	6	15
12	не может	3	14
13	в самом	4	13
14	в нем	13	13
15	о том	2	13
16	со стороны	1	13
17	в их	4	12
18	в общем	4	12
19	в его	9	12
20	того что	2	12
21	только в	7	12
22	и не	22	12
23	как на	1	12
24	как мы	6	11
25	в ее	3	11
26	и именно	2	11
27	что такое	1	11
28	что в	3	10
29	то же	1	9
30	и как	1	9
31	но в	14	9
32	по себе	1	9
33	как об	1	9
34	между тем	5	9
35	в той	5	9
36	это не	3	8
37	не в	4	8
38	не менее	1	8
39	с другой	3	8
40	именно в	1	8
41	самом деле	3	7
42	но не	2	7
43	все же	6	7
44	было бы	1	7
45	точки зрения	7	7
46	в применении	3	7
47	можно было	1	7
48	прежде всего	11	7
49	в большей	5	7
50	и это	2	6
51	из этих	2	6
52	как он	1	6
53	широком смысле	1	6
54	его в	7	6
55	как и	5	6
56	к истории	1	6
57	вовсе не	18	6
58	в то	1	6
59	же время	1	6
60	тем что	1	6
61	не могут	3	6
62	один из	1	6
63	этот вопрос	2	6
64	и его	10	6
65	и даже	8	6
66	до сих	4	6
67	но и	10	6
68	применении к	3	6
69	сих пор	4	6
70	все это	9	6
71	хотя бы	1	6
72	одним из	2	5
73	а как	1	5
74	в целом	2	5
75	с их	5	5
76	так например	2	5
77	об этом	1	5
78	в них	5	5
79	в которых	1	5
80	сказать что	6	5
81	могут быть	2	5
82	как например	1	5
83	уже в	1	5
84	что не	2	5
85	на этот	2	5
86	а не	1	5
87	по своему	8	5
88	в течение	1	5
89	как бы	22	5
90	другой стороны	1	5
91	есть и	1	5
92	в какой	1	5
93	связана с	5	4
94	как это	1	4
95	в чисто	2	4
96	смотреть на	1	4
97	мы имеем	1	4
98	по отношению	1	4
99	не просто	3	4
100	как уже	1	4
101	от этого	1	4
102	уже не	3	4
103	в себе	3	4
104	этот процесс	1	4
105	истории и	2	4
106	в своей	5	4
107	в разных	1	4
108	здесь нет	1	4
109	это только	1	4
110	времени и	6	4
111	еще не	6	4
112	что он	3	4
113	и ее	1	4
114	с одной	2	4
115	одно из	6	4
116	всяком случае	1	4
117	как раз	3	4
118	этом отношении	3	4
119	даже и	3	4
120	в особенности	2	4
121	одной стороны	2	4
122	и обратно	1	4
123	еще и	5	4
124	о чем	1	4
125	видит в	1	4
126	и для	2	4
127	особого рода	1	4
128	отношению к	1	4
129	во всяком	1	4
130	собственном смысле	1	3
131	в германии	2	3
132	всего того	2	3
133	в сущности	16	3
134	говорить о	1	3
135	не вполне	2	3
136	в виду	3	3
137	и на	11	3
138	и римлян	1	3
139	в чем	2	3
140	своего рода	1	3
141	хотя и	2	3
142	и к	4	3
143	все эти	10	3
144	в этой	4	3
145	в известном	1	3
146	при этом	6	3
147	отношений между	1	3
148	вообще не	1	3
149	свое время	2	3
150	на этом	1	3
151	в работе	1	3
152	на этой	3	3
153	второй половины	3	3
154	в свое	2	3
155	и уже	1	3
156	в этих	2	3
157	работы в	1	3
158	понятно что	2	3
159	и вот	2	3
160	греков и	1	3
161	есть еще	1	3
162	дело в	2	3
163	своей природе	1	3
164	связи с	4	3
165	в области	7	3
166	но все	3	3
167	в ней	6	3
168	в собственном	1	3
169	во второй	2	3
170	и вообще	3	3
171	вот почему	1	3
172	можно сказать	2	3
173	времени в	1	3
174	что с	1	3
175	к нему	3	3
176	известном смысле	1	3
177	одной из	1	3
178	до нас	3	3
179	в начале	1	3
180	и других	3	3
181	из них	4	3
182	в известной	3	3
183	в одном	5	3
184	в конце	1	3
185	что и	1	3
186	отношение к	4	3
187	в очень	1	3
188	а потому	1	3
189	именно как	1	3
190	или меньшей	4	3
191	до конца	2	3
192	говорит о	1	3
193	только по	1	3
194	половины xix	2	3
195	так называемой	1	3
196	да и	2	3
197	большей или	4	3
198	в своем	8	3
199	но с	2	3
200	к тому	2	3
201	в результате	1	3
202	культуры в	4	3
203	к этому	1	3
204	в частности	5	3
205	наших дней	1	2
206	это делает	1	2
207	и до	4	2
208	что мы	2	2
209	мы уже	12	2
210	мы не	1	2
211	которого мы	2	2
212	жизни как	3	2
213	в основу	1	2
214	которое в	2	2
215	так называемые	2	2
216	литературы и	5	2
217	целое и	1	2
218	время в	2	2
219	и всего	1	2
220	значение и	2	2
221	чем же	1	2
222	так называемая	1	2
223	его к	2	2
224	в этот	1	2
225	исторического исследования	1	2
226	о которой	1	2
227	не к	2	2
228	но дело	1	2
229	и с	3	2
230	них не	1	2
231	традиции и	1	2
232	входит в	4	2
233	на протяжении	5	2
234	действительности в	1	2
235	обычно и	1	2
236	но уже	1	2
237	о которых	1	2
238	несмотря на	2	2
239	ни с	2	2
240	она была	3	2
241	момента в	1	2
242	об особом	1	2
243	и при	1	2
244	с точки	3	2
245	мы называем	1	2
246	не столько	1	2
247	большей степени	1	2
248	мысли и	4	2
249	не могли	1	2
250	в отношении	6	2
251	нашего времени	1	2
252	определяет как	1	2
253	на котором	3	2
254	одна из	1	2
255	никогда не	6	2
256	ничего не	3	2
257	до того	1	2
258	этого термина	1	2
259	от того	2	2
260	у нас	1	2
261	к таким	1	2
262	есть только	2	2
263	возрождения и	2	2
264	лежит в	1	2
265	той или	5	2
266	рядом с	5	2
267	свое значение	1	2
268	значительной мере	2	2
269	средних веков	3	2
270	в дальнейшем	8	2
271	и сам	1	2
272	так и	10	2
273	отсюда и	1	2
274	к самой	1	2
275	известной мере	3	2
276	преимущественно в	3	2
277	и здесь	3	2
278	искусства и	6	2
279	второй половине	2	2
280	в значительной	6	2
281	по их	1	2
282	во всех	9	2
283	в языке	1	2
284	в форме	3	2
285	единого и	1	2
286	которой в	1	2
287	здесь не	1	2
288	языка на	1	2
289	и так	2	2
290	до наших	1	2
291	к какому	2	2
292	литературы с	1	2
293	литературы в	2	2
294	только на	2	2
295	от других	1	2
296	или иной	5	2
297	и чем	1	2
298	по его	3	2
299	и др	24	2
300	не было	1	2
301	философской мысли	1	2
302	в связи	1	2
303	все более	1	2
304	с конца	2	2
305	в разной	2	2
306	в конкретных	1	2
307	из которых	1	2
308	с этим	1	2
309	целом ряде	1	2
310	на рубеже	1	2
311	человеческой культуры	1	2
312	был в	1	2
313	еще раз	2	2
314	но это	3	2
315	и развития	1	2
316	которые были	1	2
317	в более	3	2
318	это уже	4	2
319	между ними	4	2
320	бы в	1	2
321	ни к	2	2
322	но зато	1	2
323	с ней	1	2
324	он и	3	2
325	жизни и	7	2
326	и другие	8	2
327	это в	4	2
328	вопрос мы	2	1
329	например в	2	1
330	судьбы не	1	1
331	с исторической	1	1
332	не остается	1	1
333	типа были	1	1
334	и объясняется	1	1
335	на самом	6	1
336	это и	1	1
337	на деле	1	1
338	в средние	4	1
339	в мировоззрении	1	1
340	сохраняет свое	1	1
341	проявляются в	1	1
342	можно говорить	3	1
343	на две	1	1
344	речь идет	1	1
345	ведь и	1	1
346	др в	2	1
347	видеть в	2	1
348	объясняется и	1	1
349	вся она	2	1
350	был и	1	1
351	отношения к	2	1
352	своеобразия и	1	1
353	и ничего	1	1
354	и новые	1	1
355	нам в	1	1
356	из дошедших	1	1
357	который был	2	1
358	и народов	1	1
359	таковы например	2	1
360	меньшей степени	5	1
361	нем все	1	1
362	в xix	1	1
363	разумеется не	1	1
364	он был	2	1
365	на них	2	1
366	в уста	1	1
367	более того	2	1
368	смысле может	1	1
369	различия между	2	1
370	предисловии к	1	1
371	в область	1	1
372	но как	3	1
373	а и	1	1
374	как в	5	1
375	этого типа	1	1
376	отличие от	5	1
377	нет и	2	1
378	или иное	1	1
379	и речи	1	1
380	форме и	2	1
381	этой системе	1	1
382	искусстве и	1	1
383	как к	1	1
384	кроме того	2	1
385	просто как	1	1
386	разного рода	3	1
387	и понимания	1	1
388	в дальнейших	1	1
389	говорит что	1	1
390	что по	1	1
391	них как	1	1
392	иными средствами	1	1
393	для которого	1	1
394	из самых	1	1
395	еще на	1	1
396	в которой	1	1
397	исследовании на	1	1
398	он в	1	1
399	действительности а	1	1
400	раз в	1	1
401	остановиться на	1	1
402	имеем в	1	1
403	тому же	1	1
404	во многих	2	1
405	на то	1	1
406	но на	3	1
407	не могла	1	1
408	на его	2	1
409	в свет	1	1
410	с традициями	2	1
411	оно было	1	1
412	в какой-то	1	1
413	это следовательно	1	1
414	перестает быть	3	1
415	же это	1	1
416	собой не	1	1
417	античного мира	1	1
418	котором мы	1	1
419	новое и	2	1
420	европейской культуры	3	1
421	ученики в	1	1
422	из него	1	1
423	его от	2	1
424	ее мы	1	1
425	которого был	1	1
426	это конечно	1	1
427	он рассматривает	1	1
428	как они	1	1
429	а затем	2	1
430	что все	1	1
431	культуры но	2	1
432	они должны	1	1
433	слова или	1	1
434	особенности в	1	1
435	литературного языка	1	1
436	зрения на	1	1
437	развития на	1	1
438	лишь в	1	1
439	продолжала жить	1	1
440	лишь на	1	1
441	ведь в	1	1
442	стоит на	1	1
443	его и	1	1
444	его у	1	1
445	она и	1	1
446	совершенно иного	1	1
447	нашего исследования	1	1
448	были в	2	1
449	необходимость в	1	1
450	необходимых условий	1	1
451	в эту	1	1
452	исторической действительности	1	1
453	особенно сильно	1	1
454	веков в	1	1
455	его нельзя	1	1
456	не выдерживает	1	1
457	во время	4	1
458	и без	2	1
459	почти не	1	1
460	смешным и	1	1
461	представление о	1	1
462	в отличие	4	1
463	того особого	1	1
464	может вызвать	1	1
465	точку зрения	1	1
466	но он	1	1
467	что было	1	1
468	языков и	1	1
469	ним в	1	1
470	более древних	1	1
471	не была	2	1
472	это особенно	1	1
473	так называемого	1	1
474	и очень	2	1
475	был уже	1	1
476	памятники античной	1	1
477	в таких	2	1
478	в цепи	1	1
479	мысли в	1	1
480	мышления и	1	1
481	нас и	1	1
482	народов в	1	1
483	уже очень	2	1
484	случае не	1	1
485	в самых	1	1
486	не могло	1	1
487	следовательно и	1	1
488	на язык	1	1
489	в самой	3	1
490	требует умения	1	1
491	вопросом об	1	1
492	этих двух	2	1
