N	3gram	Savitsky_E_1	Myshleni
1	в том что	6	21
2	с точки зрения	16	18
3	для того чтобы	5	10
4	с одной стороны	8	7
5	заключается в том	2	7
6	что мы знаем	1	6
7	в связи с	1	6
8	во всяком случае	3	6
9	не может быть	2	6
10	на то что	2	6
11	можно было бы	3	5
12	на этот вопрос	1	5
13	по сравнению с	2	5
14	из того что	2	4
15	в последнее время	1	4
16	в том числе	1	3
17	в отличие от	1	3
18	том числе и	1	3
19	в данном случае	2	3
20	смысле этого слова	1	3
21	мы видели что	1	3
22	мы не можем	1	3
23	в этом отношении	3	3
24	того что в	2	2
25	более или менее	1	2
26	в этом смысле	3	2
27	в том же	1	2
28	одной стороны и	6	2
29	то что с	1	2
30	хотя бы и	3	2
31	мы не станем	1	2
32	к тому чтобы	2	2
33	и в применении	1	2
34	в своем развитии	1	2
35	и в своем	1	2
36	само по себе	4	2
37	вовсе не в	1	2
38	друг от друга	2	2
39	друг с другом	3	2
40	только тогда когда	1	2
41	мы увидим что	1	2
42	речь идет о	1	2
43	друг к другу	1	1
44	следует оговориться что	1	1
45	что при известных	1	1
46	не может не	1	1
47	что в этом	1	1
48	в той или	3	1
49	мы хотели бы	1	1
50	в силу этого	1	1
51	этой точки зрения	5	1
52	дело в том	1	1
53	но так как	1	1
54	точки зрения этих	1	1
55	ответить на этот	1	1
56	и в качестве	1	1
57	один и тот	1	1
58	несмотря на то	1	1
59	именно потому что	1	1
60	что как бы	1	1
61	при соприкосновении с	1	1
62	и со стороны	2	1
63	представление о том	1	1
64	а также в	1	1
65	бы то ни	4	1
66	этот факт можно	1	1
67	то что в	2	1
68	именно и только	1	1
69	вместо того чтобы	1	1
70	в переводе на	1	1
71	с тем что	1	1
72	или хотя бы	2	1
73	нас к выводу	1	1
74	рано или поздно	2	1
75	во всем его	1	1
76	в этом процессе	1	1
77	то и другое	1	1
78	в том случае	1	1
79	с а затем	1	1
80	и в частности	2	1
81	не связана с	1	1
82	в применении к	3	1
83	точки зрения развития	1	1
84	быть уверенным что	1	1
85	то ни было	4	1
86	на этот раз	1	1
87	но в процессе	1	1
88	и тот же	1	1
89	так и со	1	1
90	по нашему мнению	2	1
91	и только в	2	1
92	как сказал бы	1	1
93	не могут быть	1	1
94	и тем самым	1	1
95	с другой стороны	2	1
96	так же как	5	1
97	по себе не	2	1
98	в частности в	2	1
99	мы не находим	1	1
100	мы находим у	1	1
101	том смысле что	1	1
102	в качестве орудия	2	1
103	том случае если	1	1
104	оно не может	1	1
105	связи с этим	1	1
106	дело идет о	2	1
107	как бы ни	3	1
108	при известных условиях	1	1
109	той или иной	4	1
110	можно сказать что	3	1
111	но в отношении	1	1
112	только в том	2	1
113	и с точки	1	1
114	в том смысле	1	1
115	так и по	1	1
116	которые можно было	1	1
117	параллелизм хотя бы	1	1
118	в известном смысле	3	1
119	к тому же	1	1
120	и тем более	1	1
121	в другой своей	1	1
122	мы стремились показать	1	1
123	как мы видели	2	1
