N	2gram	Medvedev_F_3	Istorich
1	и т	11	27
2	и в	27	26
3	т д	6	24
4	так же	9	18
5	т е	32	18
6	то что	8	16
7	не только	9	15
8	может быть	25	14
9	что в	8	14
10	же как	3	13
11	между двумя	1	12
12	но и	10	12
13	и пр	15	11
14	так и	21	10
15	таким образом	18	10
16	и его	19	10
17	что он	6	10
18	все же	6	9
19	его в	7	9
20	что и	2	9
21	так как	9	9
22	и не	30	9
23	то же	15	8
24	мы знаем	4	8
25	этих случаях	1	8
26	а в	1	8
27	мы имеем	1	7
28	в этом	18	7
29	он не	1	7
30	об этом	1	7
31	как и	14	7
32	в этих	3	7
33	знаем что	2	7
34	их в	3	7
35	как в	4	7
36	в качестве	1	7
37	превращается в	2	7
38	героя в	3	7
39	и то	1	6
40	еще не	6	6
41	что они	5	6
42	как он	2	6
43	мы видели	4	6
44	таким же	2	6
45	мы можем	4	6
46	могут быть	4	6
47	в дальнейшем	5	6
48	мы видим	1	6
49	потому что	7	6
50	а не	17	6
51	не может	24	6
52	вместе с	6	6
53	это и	2	5
54	мы уже	3	5
55	то это	1	5
56	но не	5	5
57	эта связь	2	5
58	и как	4	5
59	но в	6	5
60	уже не	3	5
61	и только	2	5
62	и по	1	5
63	но все	1	5
64	и с	3	5
65	это не	3	5
66	не в	12	5
67	ничего не	2	5
68	и у	1	5
69	как мы	8	5
70	и здесь	1	5
71	и что	3	5
72	в его	7	5
73	в одном	1	5
74	тем что	5	5
75	до сих	1	5
76	и др	2	5
77	сих пор	1	5
78	мы должны	2	5
79	к этому	2	5
80	в доме	1	4
81	в которых	3	4
82	не просто	1	4
83	его на	1	4
84	но он	1	4
85	три года	1	4
86	в своей	6	4
87	но эта	2	4
88	что этот	2	4
89	даже в	2	4
90	того как	1	4
91	же он	2	4
92	здесь не	2	4
93	так в	2	4
94	о том	4	4
95	и даже	2	4
96	прибавить что	1	4
97	вовсе не	28	4
98	с другой	6	4
99	а на	2	4
100	другой стороны	5	4
101	и действительно	2	3
102	из этих	2	3
103	видели что	2	3
104	только тогда	1	3
105	в одной	5	3
106	все эти	6	3
107	на то	1	3
108	и если	1	3
109	что она	2	3
110	при этом	8	3
111	на земле	2	3
112	что ни	2	3
113	те же	3	3
114	должен был	1	3
115	том что	4	3
116	и при	1	3
117	с миром	1	3
118	и более	3	3
119	как это	4	3
120	что эта	1	3
121	меня не	1	3
122	на него	1	3
123	связи с	5	3
124	в америке	1	3
125	она не	4	3
126	данном случае	4	3
127	но мы	1	3
128	в том	7	3
129	мы увидим	2	3
130	только в	8	3
131	человека с	1	3
132	переходит в	2	3
133	и других	1	3
134	не на	3	3
135	о чем	1	3
136	там где	7	3
137	что мы	1	3
138	к своему	1	3
139	в данном	6	3
140	как бы	8	3
141	по существу	1	3
142	этом случае	1	3
143	для нас	3	3
144	но это	2	3
145	же в	1	3
146	е в	1	3
147	между ними	15	3
148	является и	2	3
149	он может	2	2
150	должна быть	3	2
151	видеть в	1	2
152	как эта	1	2
153	ему в	1	2
154	случаи когда	1	2
155	или от	1	2
156	то мы	3	2
157	тех же	1	2
158	иногда и	1	2
159	в этой	2	2
160	в истории	5	2
161	исторически и	2	2
162	с этим	1	2
163	вот как	2	2
164	в своем	2	2
165	хотя и	1	2
166	увидим что	2	2
167	конечно не	4	2
168	что это	3	2
169	в целом	4	2
170	еще один	1	2
171	и тот	1	2
172	в себе	3	2
173	имеем в	1	2
174	в американских	1	2
175	в нем	15	2
176	не к	1	2
177	его от	2	2
178	на этом	2	2
179	так например	1	2
180	в одну	1	2
181	главным образом	2	2
182	лишь в	9	2
183	е к	1	2
184	или просто	1	2
185	хотя бы	6	2
186	было бы	6	2
187	известно что	1	2
188	из них	2	2
189	и тем	3	2
190	с тем	7	2
191	можно считать	1	2
192	этот материал	1	2
193	и их	5	2
194	тем не	2	2
195	все это	7	2
196	однако в	2	2
197	по себе	4	2
198	не менее	7	2
199	он приобретает	1	2
200	герою в	1	2
201	дело не	2	2
202	или другие	1	2
203	к этим	1	2
204	не могло	2	2
205	одна из	2	2
206	в области	2	2
207	от того	2	2
208	у нас	3	2
209	не могут	10	2
210	во все	1	2
211	его с	1	2
212	это происходит	1	2
213	не есть	4	2
214	формы и	3	2
215	совершенно ясно	1	2
216	и этим	1	2
217	никогда не	5	2
218	том как	2	2
219	и на	3	2
220	если бы	12	2
221	таков например	1	2
222	говорит об	1	2
223	или на	2	2
224	связь между	4	2
225	от них	1	2
226	и во	2	2
227	в форме	1	2
228	новая форма	1	2
229	того что	3	2
230	происходит в	1	2
231	в современной	1	2
232	указывает что	1	2
233	с той	1	2
234	это же	1	2
235	играет роль	1	2
236	себя в	1	2
237	так что	1	2
238	уже в	4	2
239	есть в	1	2
240	его и	3	2
241	тогда он	2	2
242	ни в	8	2
243	могло бы	1	2
244	он становится	2	2
245	в языке	2	2
246	в других	1	2
247	даже и	1	2
248	дают в	1	2
249	из таких	1	2
250	говорит о	1	2
251	совершенно одинаково	1	2
252	с помощью	8	2
253	в частности	1	2
254	он говорит	1	2
255	этого слова	2	2
256	смысле этого	2	2
257	в отдельности	1	2
258	с этой	1	2
259	же самое	3	2
260	но для	2	2
261	становится понятным	1	2
262	в связи	4	2
263	от него	2	2
264	и все	8	2
265	врагов и	1	2
266	сказать что	3	2
267	но этот	1	2
268	к другой	1	1
269	дело обстоит	1	1
270	переход от	1	1
271	полагают что	1	1
272	к другому	2	1
273	не имеют	1	1
274	все те	1	1
275	к созданию	1	1
276	в зависимости	5	1
277	входящих в	1	1
278	той же	3	1
279	есть не	1	1
280	бы уже	1	1
281	мы не	4	1
282	процесс может	1	1
283	что между	1	1
284	содержания в	1	1
285	полагать что	2	1
286	не была	1	1
287	быть определены	1	1
288	так чтобы	2	1
289	совпадает с	2	1
290	но даже	1	1
291	зависимости от	5	1
292	так называемые	2	1
293	теперь на	2	1
294	в ней	5	1
295	герой может	1	1
296	не от	2	1
297	он был	4	1
298	есть акт	1	1
299	так если	1	1
300	во всех	3	1
301	ними в	1	1
302	совершенно прав	1	1
303	своей работе	1	1
304	от его	3	1
305	то он	3	1
306	два явления	1	1
307	друг на	1	1
308	в эти	1	1
309	а и	3	1
310	себе и	1	1
311	этой категории	1	1
312	или иное	2	1
313	материал который	2	1
314	независимо от	5	1
315	что именно	5	1
316	этого развития	1	1
317	что как	1	1
318	противоречие в	1	1
319	на человека	1	1
320	ее задач	1	1
321	из огромного	1	1
322	та же	1	1
323	жизни так	1	1
324	у каждого	1	1
325	что так	1	1
326	формы оно	1	1
327	то и	1	1
328	им в	1	1
329	взаимоотношение между	1	1
330	видим и	1	1
331	говорят о	2	1
332	и те	4	1
333	не могла	1	1
334	с новым	1	1
335	жизнью и	2	1
336	вообще не	2	1
337	чтобы овладеть	1	1
338	не следует	3	1
339	уже тогда	1	1
340	случаях особенно	1	1
341	же именно	1	1
342	в нашей	1	1
343	всех этих	2	1
344	на таком	1	1
345	первоначально как	1	1
346	не как	2	1
347	дает и	1	1
348	подобно тому	4	1
349	в нее	1	1
350	одно и	1	1
351	только тот	1	1
352	исходя из	1	1
353	где нет	2	1
354	и может	1	1
355	и второй	1	1
356	а его	1	1
357	на все	2	1
358	знает что	1	1
359	может стать	3	1
360	форму и	1	1
361	его состав	1	1
362	но уже	2	1
363	он является	2	1
364	в них	3	1
365	о которых	1	1
366	на друга	1	1
367	новые формы	2	1
368	перестает быть	2	1
369	какую угодно	2	1
370	при которых	1	1
371	с такой	2	1
372	в развитии	1	1
373	такой же	2	1
374	как таковой	3	1
375	и тогда	2	1
376	еще одно	1	1
377	только тем	1	1
378	его нельзя	1	1
379	точки зрения	16	1
380	или точнее	2	1
381	могут являться	1	1
382	целом и	1	1
383	именно и	1	1
384	в котором	2	1
385	должны были	1	1
386	момент в	1	1
387	когда эти	1	1
388	друг другу	2	1
389	и эти	1	1
390	человеческое сознание	1	1
391	бы нас	1	1
392	сам он	2	1
393	тому что	3	1
394	и очень	2	1
395	нет никакого	1	1
396	а от	1	1
397	особенно ярко	1	1
398	в то	7	1
399	тогда когда	4	1
400	между жизнью	3	1
401	как таковых	1	1
402	облекается в	1	1
403	герой только	1	1
404	категорию и	1	1
405	чтобы стать	1	1
406	находятся в	2	1
407	которые и	1	1
408	это сделать	1	1
409	явление в	1	1
410	что жизнь	3	1
411	можно сказать	3	1
412	камень и	1	1
413	и является	4	1
414	же этот	1	1
