N	3gram	Propp_Isto_1	Narrotol
1	в том что	4	8
2	с одной стороны	4	7
3	о том что	3	6
4	по отношению к	3	6
5	в отличие от	2	5
6	не может быть	7	5
7	все же не	2	4
8	к тому же	1	4
9	с другой стороны	5	4
10	но все же	3	4
11	бы то ни	2	3
12	в этом отношении	1	3
13	то ни было	2	3
14	тем не менее	6	3
15	что иное как	1	2
16	мы имеем дело	1	2
17	более или менее	5	2
18	подобно тому как	1	2
19	сами по себе	1	2
20	а по своей	1	2
21	можно было бы	3	2
22	точно так же	3	2
23	в значительной степени	1	2
24	так же как	2	2
25	не что иное	1	2
26	в первом случае	1	2
27	не только в	1	2
28	на первый взгляд	2	2
29	в связи с	3	2
30	того или иного	1	2
31	в чистом виде	2	1
32	о царских детях	2	1
33	что в этом	1	1
34	никогда не было	1	1
35	все же было	1	1
36	же обстоит дело	2	1
37	нами не как	1	1
38	какой бы то	1	1
39	прежде всего в	1	1
40	дело в том	3	1
41	и в особенности	1	1
42	в этом смысле	1	1
43	ответ на него	1	1
44	то же самое	3	1
45	не мешает ему	1	1
46	же как и	1	1
47	не было и	1	1
48	до сих пор	5	1
49	до известной степени	1	1
50	ни один человек	1	1
51	только то что	1	1
52	к тому или	1	1
53	к тому чтобы	1	1
54	из них в	1	1
55	могли бы быть	2	1
56	а иногда и	1	1
57	не должен был	1	1
58	до наших дней	1	1
59	она может быть	1	1
60	может быть только	1	1
61	еще не есть	1	1
62	что это за	3	1
63	а не только	1	1
64	содержит в себе	1	1
65	дело не с	1	1
66	и тот же	2	1
67	а не событиям	1	1
68	это не так	1	1
69	связаны между собой	1	1
70	восходит к тому	1	1
71	именно это и	1	1
72	иметь в виду	1	1
73	а не как	1	1
74	имеем дело не	1	1
75	как мы увидим	2	1
76	будет сказано ниже	1	1
77	один и тот	2	1
78	по себе не	1	1
79	есть не что	1	1
80	по себе а	1	1
81	и когда он	2	1
82	в том чтобы	1	1
83	само по себе	2	1
84	и чрезвычайно важный	1	1
85	должна быть признана	1	1
86	не сливаются в	1	1
87	легко может быть	1	1
88	тех или иных	1	1
89	друг с другом	3	1
90	в соответствии с	1	1
91	пока еще не	1	1
