N	3gram	Losev_Vlad_2	Dialekti
1	и т д	1	15
2	по крайней мере	4	9
3	с точки зрения	3	8
4	это значит что	1	8
5	в том что	9	6
6	в связи с	8	4
7	только то что	1	4
8	то же время	3	4
9	о том что	3	4
10	только тогда когда	1	4
11	что иное как	1	3
12	не может не	1	3
13	в самом деле	1	3
14	в то же	3	3
15	может быть и	1	3
16	то время как	1	3
17	сам по себе	2	3
18	не что иное	1	3
19	содержит в себе	4	3
20	по себе не	1	3
21	не может быть	1	3
22	в то время	6	3
23	можно сказать что	1	3
24	может быть в	1	3
25	крайней мере в	1	2
26	более или менее	3	2
27	до сих пор	1	2
28	говоря уже о	2	2
29	и в частности	1	2
30	что это за	1	2
31	в данном случае	2	2
32	не только в	2	2
33	так как это	2	2
34	тем не менее	6	2
35	или по крайней	2	2
36	так или иначе	3	2
37	или как он	1	2
38	во всяком случае	6	2
39	само по себе	2	2
40	с самого начала	1	2
41	что в нем	1	2
42	и можно сказать	1	2
43	но это не	1	2
44	и прежде всего	1	2
45	не говоря уже	2	2
46	и то что	5	1
47	что несмотря на	1	1
48	тех пор пока	1	1
49	от всего прочего	1	1
50	и часто даже	1	1
51	так же и	1	1
52	ни в каких	2	1
53	равно как и	1	1
54	мы уже сказали	1	1
55	это нисколько не	2	1
56	в этом смысле	1	1
57	но это конечно	1	1
58	то что с	1	1
59	во что бы	1	1
60	не было и	1	1
61	он сам а	1	1
62	и в то	1	1
63	то в чем	1	1
64	бы то ни	1	1
65	в этом отношении	1	1
66	в частности к	1	1
67	точно так же	3	1
68	а в конце	1	1
69	кроме того и	2	1
70	вместе с тем	1	1
71	не то что	2	1
72	в это время	4	1
73	что бы то	1	1
74	в них нет	1	1
75	не в том	3	1
76	в подлинном смысле	1	1
77	в конце концов	3	1
78	мы имеем не	1	1
79	не содержит в	1	1
80	в том как	1	1
81	то ни стало	1	1
82	только тогда и	1	1
83	то что можно	1	1
84	у вас в	1	1
85	мы будем говорить	2	1
86	как и вообще	1	1
87	в последнее время	2	1
88	время может быть	1	1
89	не окажется ни	1	1
90	из этих последних	1	1
91	только в очень	1	1
92	них нет ничего	1	1
93	и в том	1	1
94	с ним в	1	1
95	в свое время	1	1
96	всего прочего и	1	1
97	по себе как	1	1
98	и как бы	1	1
99	заключается в том	2	1
100	связи с этим	1	1
101	в себе ровно	1	1
102	не забудем что	1	1
103	к выводу что	1	1
104	в разной степени	1	1
105	но все же	1	1
106	несмотря на все	2	1
107	но даже и	1	1
108	за то что	1	1
109	до тех пор	1	1
110	ни тем более	1	1
111	тогда и возможно	1	1
112	как мы уже	1	1
113	думать так как	1	1
114	это не только	1	1
115	и в нем	1	1
116	том что он	2	1
117	так и из	1	1
118	во всех своих	1	1
119	к тому же	1	1
120	и все его	1	1
121	времена и сроки	1	1
