N	3gram	Bakhtin_Fr_1	Psycholo
1	в том что	6	17
2	для того чтобы	1	13
3	в самом деле	1	11
4	с точки зрения	3	10
5	не может быть	1	8
6	на самом деле	2	5
7	до сих пор	4	5
8	в этом отношении	3	5
9	том что он	1	3
10	сами по себе	1	3
11	никогда не может	1	3
12	в отношении к	1	3
13	и не может	1	2
14	на этот вопрос	2	2
15	все более и	1	2
16	во всяком случае	1	2
17	и в том	2	2
18	то же время	1	2
19	с другой стороны	1	2
20	в то же	1	2
21	более и более	1	2
22	мы видим что	1	2
23	и может быть	1	1
24	а между тем	1	1
25	в чем же	1	1
26	времен и народов	1	1
27	в ней и	1	1
28	как об особом	1	1
29	имеем в виду	1	1
30	может быть отнесена	1	1
31	и в полном	1	1
32	так как именно	1	1
33	идет не о	1	1
34	между тем в	1	1
35	имеет в виду	1	1
36	леонардо да винчи	2	1
37	но и на	1	1
38	человек как бы	1	1
39	в отличие от	4	1
40	но и в	2	1
41	на что не	1	1
42	или еще более	1	1
43	и в других	2	1
44	основе его лежит	1	1
45	в основе своей	2	1
46	то или иное	1	1
47	в наши дни	1	1
48	то что было	1	1
49	речь идет не	1	1
50	и в частности	2	1
51	потому что он	1	1
52	в узком смысле	2	1
53	чтобы убедиться в	1	1
54	в основе его	2	1
55	при таком подходе	2	1
56	лежит в основе	1	1
57	ни к какому	2	1
58	с одной стороны	2	1
59	и в чем	1	1
60	ни на что	1	1
61	но при этом	1	1
62	всего могут быть	1	1
63	по своему существу	2	1
64	они принадлежат к	1	1
65	не могут быть	1	1
66	и ничего не	1	1
67	в связи с	1	1
68	но в основе	1	1
69	не отделено от	1	1
70	беда в том	1	1
71	в свое время	2	1
72	бросается в глаза	1	1
73	до наших дней	1	1
74	друг с другом	1	1
75	то есть с	1	1
76	всех времен и	1	1
77	то что мы	1	1
78	всего того что	2	1
79	мы имеем в	1	1
80	и вообще не	1	1
81	при этом что	1	1
82	нужно сказать что	4	1
83	выходит за пределы	3	1
84	и в искусстве	1	1
85	именно потому что	1	1
86	можно сказать что	1	1
87	друг от друга	1	1
88	и говорит что	1	1
89	не потому что	1	1
90	быть отнесена к	1	1
91	мы встречаемся с	1	1
92	в сущности имеет	1	1
93	в ее состав	1	1
94	так как он	1	1
95	и так в	1	1
