N	3gram	Nazirov_Vr_1	Problema
1	тем не менее	1	18
2	на то что	1	8
3	в этом смысле	1	6
4	о том что	1	5
5	в том что	2	5
6	точно так же	1	4
7	в конце концов	1	4
8	в связи с	3	4
9	в литературе и	1	4
10	в то же	4	4
11	с точки зрения	2	3
12	до сих пор	1	3
13	что в нем	1	3
14	может быть и	1	3
15	во всяком случае	1	3
16	и о том	2	3
17	не только не	1	3
18	с другой стороны	1	3
19	о том как	1	2
20	по крайней мере	1	2
21	и то что	1	2
22	и что в	2	2
23	так же как	1	2
24	на этот раз	1	2
25	и в этом	1	2
26	не может быть	2	2
27	имел в виду	3	2
28	и в самом	1	2
29	а между тем	1	1
30	есть еще один	1	1
31	и это было	1	1
32	то же только	1	1
33	мыслей и чувств	1	1
34	бы его в	1	1
35	в том же	1	1
36	на первый план	1	1
37	а следовательно и	1	1
38	и в то	1	1
39	факт остается фактом	1	1
40	в этом отношении	1	1
41	всего то что	1	1
42	чтобы он стал	1	1
43	записках из подполья	1	1
44	одно и то	1	1
45	в это время	1	1
46	как раз в	2	1
47	в этой сцене	1	1
48	в полтаве пушкина	1	1
49	но в то	2	1
50	тем что он	1	1
51	на первый взгляд	1	1
52	и то же	1	1
53	в известном смысле	1	1
54	или по крайней	1	1
55	связи с этим	1	1
56	не было бы	1	1
57	преступление и наказание	1	1
58	что в этой	1	1
59	заключается в том	1	1
60	в то время	1	1
61	чуть было не	1	1
62	это не просто	1	1
63	это то что	1	1
64	и что он	1	1
65	не только от	1	1
