N	2gram	Tiupa_Hudo_1	Istorich
1	и в	19	26
2	так же	2	18
3	то что	4	16
4	не только	16	15
5	может быть	14	14
6	что в	6	14
7	же как	1	13
8	между двумя	2	12
9	но и	10	12
10	в лесу	1	12
11	и пр	1	11
12	так и	11	10
13	таким образом	3	10
14	и его	12	10
15	что он	3	10
16	его в	2	9
17	что и	2	9
18	так как	1	9
19	и не	15	9
20	то же	10	8
21	этих случаях	1	8
22	а в	12	8
23	мы имеем	6	7
24	в этом	11	7
25	он не	4	7
26	об этом	2	7
27	как и	2	7
28	в этих	3	7
29	их в	3	7
30	нас к	1	7
31	как в	2	7
32	мы рассмотрим	1	7
33	в качестве	24	7
34	превращается в	2	7
35	героя в	1	7
36	и то	4	6
37	еще не	3	6
38	что они	1	6
39	не всегда	1	6
40	могут быть	4	6
41	к нему	3	6
42	мы видим	1	6
43	потому что	3	6
44	а не	9	6
45	не может	7	6
46	вместе с	1	6
47	это и	1	5
48	но не	11	5
49	и как	3	5
50	но в	7	5
51	уже не	4	5
52	в силу	1	5
53	и по	2	5
54	в другом	3	5
55	это не	2	5
56	не в	7	5
57	точно так	1	5
58	как мы	1	5
59	и здесь	1	5
60	и что	3	5
61	в его	9	5
62	с ними	1	5
63	в одном	2	5
64	у него	1	5
65	тем что	1	5
66	и др	2	5
67	из которых	1	5
68	тогда как	13	4
69	но он	3	4
70	в своей	5	4
71	даже в	3	4
72	представляют собой	1	4
73	здесь не	2	4
74	так в	4	4
75	о том	2	4
76	и даже	1	4
77	которых можно	1	4
78	дает ему	1	4
79	вовсе не	2	4
80	с другой	7	4
81	такое же	1	4
82	а на	5	4
83	а по	1	4
84	все что	1	4
85	другой стороны	5	4
86	например в	3	3
87	что иное	1	3
88	из этих	3	3
89	в одной	1	3
90	можно предположить	1	3
91	перед нами	1	3
92	все эти	2	3
93	одном случае	1	3
94	в лес	1	3
95	на то	1	3
96	на его	1	3
97	что она	2	3
98	при этом	13	3
99	становится его	1	3
100	он должен	3	3
101	на земле	1	3
102	а затем	1	3
103	те же	1	3
104	должен был	1	3
105	том что	8	3
106	от своего	2	3
107	и более	2	3
108	как это	5	3
109	не имеет	1	3
110	на котором	1	3
111	в русской	3	3
112	связи с	1	3
113	иное как	1	3
114	но мы	1	3
115	а также	5	3
116	в другой	1	3
117	в том	18	3
118	только в	5	3
119	или же	1	3
120	человека с	3	3
121	а именно	2	3
122	не на	3	3
123	о чем	2	3
124	к своему	1	3
125	в данном	4	3
126	как бы	9	3
127	многих других	1	3
128	этом случае	1	3
129	или в	2	3
130	из своего	1	3
131	же в	1	3
132	между ними	4	3
133	на смену	1	3
134	не что	1	3
135	и другие	2	3
136	начинается с	1	2
137	живое существо	1	2
138	он показывает	1	2
139	и есть	1	2
140	по его	1	2
141	а как	1	2
142	собой в	1	2
143	за это	1	2
144	к ним	1	2
145	вступают в	1	2
146	отношение к	5	2
147	в этой	2	2
148	в истории	1	2
149	в своем	2	2
150	хотя и	3	2
151	говорит что	2	2
152	сливается с	1	2
153	что это	1	2
154	в целом	3	2
155	представляет собой	10	2
156	право на	2	2
157	еще один	2	2
158	в себе	9	2
159	имеем в	3	2
160	в нем	5	2
161	содержит в	1	2
162	на этом	1	2
163	здесь мы	1	2
164	лишь в	4	2
165	было бы	1	2
166	из них	1	2
167	и тем	2	2
168	он же	1	2
169	таких случаях	2	2
170	тем не	3	2
171	все это	2	2
172	однако в	4	2
173	и наоборот	1	2
174	по себе	2	2
175	случае мы	1	2
176	не менее	3	2
177	в таких	1	2
178	дело не	2	2
179	не по	1	2
180	не могло	2	2
181	одна из	2	2
182	по своей	7	2
183	в тексте	9	2
184	в области	6	2
185	у нас	1	2
186	не могут	1	2
187	это происходит	1	2
188	не есть	1	2
189	никогда не	2	2
190	и на	2	2
191	если бы	3	2
192	после того	1	2
193	в форме	4	2
194	новая форма	1	2
195	того что	4	2
196	происходит в	1	2
197	с той	1	2
198	на которой	1	2
199	себя в	7	2
200	так что	1	2
201	есть в	2	2
202	не дает	1	2
203	ни в	5	2
204	у нее	1	2
205	с этими	1	2
206	не случайно	3	2
207	не говорит	1	2
208	в особенности	1	2
209	говорит о	1	2
210	со мной	1	2
211	его как	1	2
212	в частности	13	2
213	он уже	1	2
214	он говорит	1	2
215	этого слова	2	2
216	такого рода	10	2
217	ты в	1	2
218	с этой	1	2
219	же самое	1	2
220	но для	1	2
221	в связи	1	2
222	от него	1	2
223	на языке	2	2
224	сказать что	4	2
225	на это	1	2
226	в роли	3	2
227	говоря о	3	1
228	дело обстоит	1	1
229	данной ему	1	1
230	говорилось выше	1	1
231	к другому	1	1
232	из его	1	1
233	к нашим	1	1
234	др в	1	1
235	отношений которые	1	1
236	которая при	1	1
237	той же	1	1
238	специально для	1	1
239	есть не	1	1
240	содержания в	1	1
241	не была	1	1
242	совпадает с	2	1
243	но она	2	1
244	принадлежит к	3	1
245	не вполне	2	1
246	этом так	1	1
247	предстает как	1	1
248	пребывания в	1	1
249	на них	1	1
250	в широком	1	1
251	в различных	1	1
252	в чем	2	1
253	во всех	3	1
254	как правило	2	1
255	иных случаях	1	1
256	от его	1	1
257	но как	2	1
258	здесь также	1	1
259	не все	2	1
260	если в	1	1
261	или иное	1	1
262	и я	1	1
263	как говорит	3	1
264	данного типа	1	1
265	как к	2	1
266	достигается при	1	1
267	и к	3	1
268	имеет в	1	1
269	к чему	1	1
270	отношение как	1	1
271	привести к	1	1
272	жизни так	1	1
273	у каждого	1	1
274	большей части	2	1
275	говорят о	1	1
276	и те	1	1
277	ее как	1	1
278	не могла	1	1
279	но на	1	1
