N	3gram	Ircho_Kome_2	FransuaR
1	в то же	3	6
2	то же время	3	6
3	с точки зрения	1	5
4	на протяжении всего	1	5
5	не только в	1	5
6	но и в	1	4
7	до сих пор	2	4
8	не может быть	1	4
9	и во всех	1	3
10	с одной стороны	2	3
11	до нас дошли	1	3
12	о том что	4	3
13	с другой стороны	1	3
14	протяжении всего средневековья	1	2
15	и его современников	2	2
16	и в то	1	2
17	так и на	1	2
18	по сравнению с	1	2
19	во всяком случае	2	2
20	но все же	1	2
21	как мы видели	1	2
22	во всех других	1	2
23	на площадях и	1	1
24	только потому что	2	1
25	другой стороны он	1	1
26	потому что в	1	1
27	а затем и	2	1
28	по отношению к	3	1
29	одной из этих	1	1
30	в том же	1	1
31	оружием в руках	1	1
32	усиливается еще тем	1	1
33	тех случаях когда	1	1
34	в одной из	2	1
35	большинстве случаев не	1	1
36	и та же	1	1
37	в первую очередь	3	1
38	то что в	1	1
39	что в нем	1	1
40	ни с кем	1	1
41	и ближайших потомков	1	1
42	можно привести еще	1	1
43	еще тем что	1	1
44	ближе всего к	1	1
45	едой и питьем	1	1
46	и в литературе	1	1
47	таким образом и	1	1
48	в один из	1	1
49	в чем же	1	1
50	так и в	1	1
51	друг с другом	2	1
52	его современников и	1	1
53	и в силу	2	1
54	площадях и улицах	1	1
55	в загробное царство	1	1
56	одна и та	1	1
57	в целом ряде	1	1
58	дошедшие до нас	1	1
59	в тех случаях	1	1
60	того или иного	1	1
61	в наше время	1	1
62	всяком случае в	1	1
63	в тех же	1	1
64	они и в	1	1
65	мы можем сказать	1	1
66	можем сказать что	1	1
67	современников и ближайших	1	1
68	он выступает против	1	1
69	но не менее	1	1
70	во второй половине	1	1
71	в большинстве случаев	1	1
72	после того как	2	1
73	для того чтобы	4	1
74	в том что	5	1
75	легла в основу	1	1
76	за пиршественным столом	1	1
