N	2gram	Savitsky_E_1	Psycholo
1	то что	6	44
2	и в	37	33
3	в этом	12	28
4	и что	2	25
5	как бы	6	25
6	потому что	3	24
7	для того	6	23
8	том что	6	22
9	того чтобы	6	22
10	может быть	6	22
11	что в	21	21
12	в том	11	21
13	о том	3	20
14	и мы	3	15
15	как это	4	14
16	что это	2	13
17	таким образом	2	13
18	то есть	6	13
19	так же	9	13
20	и не	14	13
21	сказать что	4	13
22	в самом	4	12
23	было бы	8	12
24	к тому	8	12
25	и все	2	12
26	если мы	1	12
27	так как	7	12
28	он не	2	11
29	что все	2	11
30	на то	6	10
31	если бы	2	10
32	в его	2	10
33	не может	9	10
34	то же	15	9
35	в этой	2	9
36	и если	2	9
37	по себе	4	9
38	как будто	2	8
39	для этого	1	8
40	вместе с	2	8
41	в каком	4	8
42	в своем	14	7
43	не только	18	7
44	в нем	1	7
45	и только	3	7
46	когда он	3	7
47	для нас	4	7
48	и т	1	6
49	в ней	4	6
50	все эти	1	6
51	в себе	9	6
52	точки зрения	23	6
53	что эта	1	6
54	тому что	1	6
55	в самой	1	6
56	когда мы	1	6
57	мы видим	2	6
58	а не	2	6
59	что мы	1	6
60	мы должны	2	6
61	как на	3	6
62	мы не	4	5
63	и на	6	5
64	с этим	2	5
65	все же	1	5
66	целый ряд	2	5
67	и как	2	5
68	как и	7	5
69	никогда не	3	5
70	и его	1	5
71	и это	1	5
72	мы будем	1	5
73	казалось бы	1	5
74	с ним	1	5
75	заключается в	2	5
76	в какой	2	5
77	что для	1	5
78	вовсе не	6	5
79	мы можем	3	5
80	связь с	1	5
81	той же	1	4
82	с совершенно	1	4
83	говорит о	3	4
84	что автор	1	4
85	мы совершенно	1	4
86	не будет	3	4
87	с тем	3	4
88	слова и	1	4
89	в своей	8	4
90	с точки	17	4
91	одна из	1	4
92	а в	2	4
93	с другом	3	4
94	у нас	1	4
95	как мы	5	4
96	и о	1	4
97	можно было	3	4
98	об этом	1	4
99	в порядке	2	4
100	того что	7	4
101	в двух	1	4
102	этот вопрос	2	4
103	только в	9	4
104	в жизни	1	4
105	при помощи	2	4
106	и других	2	4
107	но совершенно	1	4
108	из них	3	4
109	что не	1	4
110	в частности	5	4
111	друг с	3	4
112	с этой	6	4
113	жизни и	2	4
114	ее в	3	4
115	это в	1	4
116	в таком	3	4
117	речь идет	1	3
118	например в	1	3
119	же как	5	3
120	идет о	3	3
121	и до	1	3
122	и этот	2	3
123	что если	2	3
