1	у нас	3	3
2	все это	1	2
3	в ней	4	2
4	и не	23	2
5	не то	1	2
6	и в	11	1
7	все же	4	1
8	на самом	1	1
9	не только	31	1
10	далеко не	1	1
11	таким образом	1	1
12	об этом	6	1
13	в данном	11	1
14	а не	13	1
15	и о	3	1
16	прежде всего	4	1
17	свести к	1	1
18	не о	2	1
19	в пределах	2	1
20	в книге	1	1
21	отнюдь не	2	1
22	и на	5	1
23	так и	5	1
24	в речи	4	1
25	нас по	1	1
26	к ней	1	1
27	и потому	1	1
28	между ними	2	1
29	одной из	1	1
30	говорить не	1	1
31	никак не	2	1
32	во всяком	2	1
33	и ее	3	1
34	не вполне	2	1
35	как будто	3	1
36	было и	2	1
37	крайней мере	1	1
38	еще не	4	1
39	не было	3	1
40	в значительной	1	1
41	совершенно не	1	1
42	с другой	2	1
43	в своей	5	1
44	о художественной	1	1
45	а о	2	1
46	значительной степени	1	1
47	всяком случае	2	1
48	о них	3	1
49	до конца	2	1
50	будто бы	1	1
51	тем более	1	1
52	в области	2	1
53	не все	1	1
54	по крайней	1	1
55	что в	3	1
56	также не	2	1
57	другой стороны	2	1
