N	2gram	Voloshinov_2	OGranits
1	и в	19	13
2	и его	16	12
3	абстрактного объективизма	17	10
4	прежде всего	7	9
5	может быть	28	8
6	не может	18	8
7	и не	19	8
8	и т.п	10	7
9	в его	5	7
10	и их	4	7
11	и пр	25	7
12	точки зрения	17	7
13	социального общения	3	6
14	только в	8	6
15	как бы	19	6
16	не только	13	6
17	то что	4	6
18	мы должны	1	6
19	таким образом	14	6
20	языка и	15	5
21	в материале	2	5
22	и т.д	4	5
23	все же	5	5
24	и наконец	1	5
25	но ведь	3	5
26	метода в	1	5
27	с точки	13	5
28	в процессе	18	5
29	хотя бы	6	5
30	и эта	2	5
31	мы не	2	4
32	социальной группы	6	4
33	слов и	3	4
34	еще и	1	4
35	на фоне	1	4
36	но в	7	4
37	вопроса о	1	4
38	мы можем	6	4
39	то же	16	4
40	лишь в	14	4
41	интонация в	1	4
42	в своей	3	4
43	было бы	4	4
44	все это	1	4
45	только и	1	4
46	в двух	3	4
47	не является	8	4
48	вполне понятно	4	4
49	в каждом	1	4
50	связана с	2	3
51	и то	3	3
52	в ее	3	3
53	самом деле	9	3
54	в пределах	10	3
55	так и	10	3
56	понятно что	1	3
57	говорить о	1	3
58	в их	5	3
59	по отношению	8	3
60	за пределы	3	3
61	только путем	2	3
62	экспрессивной интонации	2	3
63	с этим	3	3
64	в которой	1	3
65	в себе	4	3
66	к единству	1	3
67	языка как	9	3
68	к одному	1	3
69	не как	3	3
70	в одном	1	3
71	так как	3	3
72	одно и	3	3
73	здесь мы	3	3
74	но и	10	3
75	слово в	3	3
76	как системы	2	3
77	как и	9	3
78	точку зрения	2	3
79	что же	1	3
80	не в	10	3
81	да и	3	3
82	есть прежде	1	3
83	но для	2	3
84	и для	7	3
85	никогда не	7	3
86	и все	6	3
87	монологическое высказывание	11	3
88	превращается в	1	3
89	отношению к	8	3
90	не столько	1	3
91	что в	2	3
92	смысле слова	5	2
93	для себя	4	2
94	социального мирка	1	2
95	в жизненной	4	2
96	и др	1	2
97	жизненной речи	3	2
98	пытается в	1	2
99	зависимости от	2	2
100	только его	1	2
101	роль в	1	2
102	конечно в	3	2
103	мы уже	6	2
104	подойти к	1	2
105	человеческой речи	1	2
106	является уже	1	2
107	если бы	11	2
108	языковых форм	3	2
109	изолированное монологическое	3	2
110	предметного значения	1	2
111	и стиль	1	2
112	что иное	1	2
113	иное как	2	2
114	не что	1	2
115	к предмету	1	2
116	с самого	5	2
117	грамматики и	1	2
118	в ней	3	2
119	ее в	1	2
120	этого социального	1	2
121	мы понимаем	1	2
122	помимо этого	1	2
123	высказывание и	2	2
124	между тем	6	2
125	организации в	1	2
126	лишь путем	1	2
127	нуждается в	1	2
128	в языке	7	2
129	лингвистики в	1	2
130	во всей	1	2
131	каждый элемент	1	2
132	что они	2	2
133	идеологического наполнения	1	2
134	чем же	3	2
135	и следовательно	6	2
136	его на	1	2
137	как в	1	2
138	в данном	5	2
139	в этом	15	2
140	в лингвистике	1	2
141	о социальной	1	2
142	в том	7	2
143	мы видим	1	2
144	тот же	1	2
145	с ними	4	2
146	в действительности	1	2
147	или иного	2	2
148	от этого	2	2
149	в этот	1	2
150	в целом	1	2
151	и тем	4	2
152	же слово	2	2
153	все эти	3	2
154	с одной	3	2
155	учение о	3	2
156	уже в	2	2
157	мы получим	1	2
158	кажется что	1	2
159	в нем	11	2
160	связанные с	1	2
161	при этом	9	2
162	и социально	1	2
163	для него	9	2
164	в другом	3	2
165	говорить об	1	2
166	социологический метод	1	2
167	вовсе не	11	2
168	в зависимости	2	2
169	о языке	1	2
170	эта динамика	2	2
171	общения и	2	2
172	тем что	2	2
173	в них	1	2
174	связанных с	1	2
175	этой проблемы	1	2
176	литературного языка	1	2
177	с другой	3	2
178	а как	4	2
179	в самом	6	2
180	входит в	1	2
181	того или	2	2
182	может стать	2	2
183	она является	3	2
184	истории языка	3	2
185	жизненного высказывания	1	2
186	одной стороны	3	2
187	соответствии с	1	2
188	литературное произведение	1	2
189	более того	6	2
190	не на	2	2
191	а не	9	2
192	другой стороны	1	2
193	там где	2	2
194	несмотря на	1	2
195	в связи	7	2
196	том что	10	2
197	нормативно-тождественных форм	1	2
198	с помощью	6	2
199	от своего	2	2
200	разрыв между	2	2
201	языком как	1	2
