N	2gram	Bakhtin_Fr_4	Psycholo
1	то что	4	32
2	и в	29	31
3	в том	7	30
4	то есть	21	26
5	что в	1	23
6	может быть	2	22
7	таким образом	20	20
8	при помощи	1	20
9	при этом	3	19
10	так как	7	18
11	не может	2	17
12	как и	12	16
13	том что	3	16
14	и не	16	16
15	точки зрения	4	15
16	только в	2	14
17	не только	10	13
18	что и	1	13
19	мы не	1	12
20	так же	7	12
21	в этом	11	12
22	с таким	2	11
23	в самом	1	11
24	в сущности	6	10
25	на то	1	10
26	того что	3	10
27	потому что	1	10
28	самом деле	1	9
29	ни в	2	9
30	как в	2	9
31	и что	1	8
32	всякий раз	1	8
33	никогда не	2	8
34	что мы	1	8
35	все это	4	8
36	сказать что	5	7
37	того чтобы	3	7
38	и его	8	7
39	о том	2	7
40	есть в	2	7
41	тому как	3	7
42	что он	4	7
43	что это	5	6
44	целый ряд	1	6
45	что она	1	6
46	для того	3	6
47	если бы	1	6
48	в его	8	6
49	вовсе не	9	6
50	и даже	3	6
51	одной стороны	2	6
52	до конца	5	6
53	и есть	4	5
54	то же	10	5
55	время как	1	5
56	в ее	3	5
57	с одной	2	5
58	в целом	1	5
59	подобно тому	3	5
60	в то	10	5
61	как будто	2	5
62	утверждать что	1	5
63	то время	2	5
64	для нас	1	5
65	с другой	4	5
66	мы видим	3	5
67	был бы	1	5
68	художественной формы	1	5
69	как бы	8	5
70	все же	3	5
71	и для	2	5
72	для выражения	1	5
73	формы и	2	5
74	и все	13	5
75	другой стороны	3	5
76	же как	1	4
77	в котором	2	4
78	в которой	4	4
79	в виду	2	4
80	у него	5	4
81	со всеми	1	4
82	отличие от	1	4
83	в себе	3	4
84	и если	1	4
85	что я	2	4
86	только из	1	4
87	совершенно правильно	1	4
88	у нас	1	4
89	к тому	2	4
90	те же	1	4
91	со стороны	2	4
92	прежде всего	8	4
93	все время	3	4
94	один из	4	4
95	мы увидим	2	4
96	для всех	1	4
97	и у	2	4
98	мы можем	3	4
99	там где	3	4
100	и так	3	4
101	этого слова	1	4
102	с этой	1	4
103	и о	5	4
104	в результате	4	4
105	чтобы понять	1	4
106	в этих	2	4
107	и другие	2	4
108	в своих	2	4
109	к этому	2	4
110	смысле слова	1	3
111	это и	5	3
112	что эти	1	3
113	должна быть	1	3
114	той же	3	3
115	эпохи в	1	3
116	но не	2	3
117	конечном счете	1	3
118	с этим	1	3
119	стороны и	1	3
120	в своем	3	3
121	хотя и	2	3
122	что по	1	3
123	и к	2	3
124	но в	12	3
125	уже в	2	3
126	в этой	13	3
127	им в	2	3
128	его и	2	3
129	свой особый	1	3
130	тому же	1	3
131	в силу	1	3
132	и вот	3	3
133	и по	5	3
134	не будет	1	3
135	в слове	2	3
136	мы знаем	1	3
137	в своей	5	3
138	в отличие	1	3
139	случае в	1	3
140	что эта	1	3
141	таким расчетом	1	3
142	во всем	1	3
143	что на	1	3
144	у меня	2	3
145	и это	2	3
146	но только	2	3
147	что все	1	3
148	роль в	3	3
149	так и	11	3
150	что у	3	3
151	но к	1	3
152	но мы	2	3
153	он не	3	3
154	ее от	1	3
155	в конечном	1	3
156	в частности	3	3
157	дело с	1	3
158	только на	1	3
159	и других	3	3
160	в конце	9	3
161	от того	1	3
