N	2gram	Bakhtin_Pr_1	VelikijI
1	великого инквизитора	2	36
2	и не	31	20
3	и в	29	16
4	так как	6	9
5	то что	15	9
6	еще не	5	8
7	в истории	2	8
8	что они	1	7
9	а не	22	7
10	и потому	6	7
11	не есть	2	6
12	на себя	2	5
13	но и	14	5
14	того что	1	5
15	хотя и	1	5
16	в мире	6	5
17	все это	6	5
18	как бы	19	5
19	и есть	2	4
20	во мне	1	4
21	в его	24	4
22	в этом	22	4
23	что он	8	4
24	потому что	8	4
25	в нем	19	4
26	так и	7	4
27	что все	1	4
28	что не	1	4
29	как и	12	4
30	что мы	1	4
31	в котором	2	4
32	в ней	2	4
33	и все	1	4
34	о смысле	1	4
35	все что	3	4
36	от этого	1	3
37	этого мира	6	3
38	и что	2	3
39	должна быть	5	3
40	хотя бы	2	3
41	то это	1	3
42	как не	8	3
43	лишь в	1	3
44	с его	9	3
45	во всех	1	3
46	что и	4	3
47	в том	8	3
48	тот же	2	3
49	но в	7	3
50	бы и	4	3
51	по этому	1	3
52	все эти	9	3
53	за ним	3	3
54	в конце	6	3
55	их в	4	3
56	тех которые	1	3
57	в своей	8	3
58	и мы	1	3
59	в жизни	2	3
60	ни в	3	3
61	в них	3	3
62	не было	4	3
63	должно быть	4	3
64	если не	1	3
65	в первый	1	3
66	что я	1	3
67	не в	7	3
68	любовь к	1	3
69	тому что	3	3
70	этих трех	1	3
71	но это	4	3
72	не имеет	1	3
73	никогда не	3	3
74	личности и	1	3
75	превращается в	4	3
76	и для	4	3
77	к тому	1	3
78	жизни и	2	3
79	что в	8	3
80	людей в	1	3
81	оно не	3	3
82	и это	5	2
83	того чтобы	1	2
84	лишь из	1	2
85	и сам	2	2
86	и т	4	2
87	можно было	2	2
88	и за	1	2
89	его не	1	2
90	мы не	1	2
91	и новые	1	2
92	с ним	5	2
93	и над	1	2
94	дороги и	1	2
95	ее и	1	2
96	и во	2	2
97	между тем	5	2
98	ивана карамазова	4	2
99	нет и	1	2
100	которые не	1	2
101	его к	2	2
102	только в	10	2
103	в себя	3	2
104	путь которым	1	2
105	конечно не	2	2
106	уже не	13	2
107	не только	15	2
108	на этих	1	2
109	вера в	1	2
110	его и	2	2
111	не так	1	2
112	для него	18	2
113	не могли	1	2
114	и никогда	1	2
115	вот почему	1	2
116	тем что	4	2
117	не будет	1	2
118	это не	9	2
119	т д	1	2
120	истории и	1	2
121	а с	1	2
122	и люди	1	2
123	прежде всего	7	2
124	для них	1	2
125	свободе и	1	2
126	все равно	1	2
127	один из	2	2
128	для их	1	2
129	мира в	5	2
130	и последнее	1	2
131	этому пути	1	2
132	не могут	6	2
133	является в	1	2
134	мир и	5	2
135	что было	4	2
136	личность как	1	2
137	одна из	3	2
138	том что	7	2
139	у байрона	1	2
140	в форме	7	2
141	они и	1	2
142	ее в	1	2
143	инквизитора и	1	2
144	не создает	1	2
145	а в	7	2
146	но не	9	2
147	в духе	3	2
148	могут быть	6	2
149	чтобы сделать	1	2
150	всего в	1	2
151	во всяком	5	2
152	в вечность	2	1
153	от этой	1	1
154	если б	2	1
155	любви а	1	1
156	эта новая	1	1
157	как мы	4	1
158	в виду	1	1
159	для себя	2	1
160	в ее	1	1
161	ни стало	1	1
162	упорно и	1	1
163	и говорит	1	1
164	и до	3	1
165	роль в	1	1
166	и самое	3	1
167	сама идея	1	1
168	то же	14	1
169	и могут	2	1
170	их и	1	1
171	это он	1	1
172	в результате	4	1
173	по сравнению	1	1
174	вопрос о	2	1
175	самой жизни	1	1
176	не была	1	1
177	и переживаний	1	1
178	который был	1	1
179	только это	1	1
180	находится в	2	1
181	я не	3	1
182	и ее	2	1
183	свой предмет	1	1
184	же что	5	1
185	зависимости от	5	1
186	в их	3	1
187	и на	7	1
188	бы то	2	1
189	оно ни	2	1
190	жизни с	1	1
191	и единый	1	1
192	все в	3	1
193	что оно	2	1
194	к нему	6	1
195	своим предметом	1	1
196	но как	3	1
197	ее от	1	1
198	от них	2	1
199	сознания не	4	1
200	менее всего	6	1
201	а потому	2	1
202	тогда как	1	1
203	себе и	3	1
204	бы в	3	1
205	крайней мере	1	1
206	и чем	1	1
207	что бы	1	1
208	во что	2	1
209	сложное и	1	1
210	и ложь	1	1
211	его на	2	1
212	как в	6	1
213	и полное	1	1
214	в своем	8	1
215	известном смысле	1	1
216	свобода его	1	1
217	все же	9	1
218	но с	3	1
219	могли бы	2	1
220	мы видим	2	1
221	и создал	1	1
222	был таким	1	1
223	мы увидим	1	1
224	ли он	1	1
225	все новые	1	1
226	и так	1	1
227	это очень	1	1
228	духа в	1	1
229	со своей	1	1
230	в самом	10	1
231	к свободе	1	1
232	у них	1	1
233	в которой	2	1
234	что это	1	1
235	бы ни	1	1
236	в целом	6	1
237	тоже не	2	1
238	этот третий	1	1
239	в этой	4	1
240	в известном	1	1
241	же и	2	1
242	не знающего	1	1
243	он делает	1	1
244	вот в	1	1
245	я в	1	1
246	уже в	3	1
247	то и	2	1
248	и если	1	1
249	только слово	1	1
250	слова не	1	1
251	или даже	2	1
252	это отрицание	1	1
253	перестает быть	4	1
254	человеческого духа	2	1
255	искать в	2	1
256	и навсегда	1	1
257	и вот	1	1
258	вовсе не	7	1
259	не для	1	1
260	отношение к	2	1
261	раскрыто и	1	1
262	но что	1	1
263	бытия и	1	1
264	у него	5	1
265	и по	1	1
266	на этом	1	1
267	переход к	1	1
268	ее на	1	1
269	человека в	4	1
270	бы это	1	1
271	для того	1	1
272	то ни	2	1
273	в едином	4	1
274	в платоновском	1	1
275	в состоянии	1	1
276	и с	4	1
277	ней и	1	1
278	было не	1	1
279	а его	2	1
280	не надо	1	1
281	и менее	1	1
282	с другой	3	1
283	художественный образ	2	1
284	хоть и	3	1
285	его личности	1	1
286	лишь на	3	1
287	и быть	1	1
288	к миру	1	1
289	бытия в	3	1
290	весь мир	1	1
291	нового времени	3	1
292	сделать их	1	1
293	она и	1	1
294	на которых	1	1
295	ничем не	1	1
296	не всегда	1	1
297	далее и	1	1
298	и уже	2	1
299	жизнь в	1	1
300	между собою	1	1
301	него не	2	1
302	в речах	1	1
303	в бытии	1	1
304	в одно	1	1
305	иван карамазов	1	1
306	платоновском смысле	1	1
307	нет этих	1	1
308	места в	1	1
309	где есть	1	1
310	него в	2	1
311	таким же	3	1
312	так же	6	1
313	духа своего	1	1
314	личности если	1	1
315	в человеке	3	1
316	над ним	1	1
317	у нас	1	1
318	в которых	2	1
319	в изображении	2	1
320	он говорит	1	1
321	если оно	1	1
322	сравнению с	1	1
323	последняя цель	1	1
324	ведет к	1	1
325	личное начало	1	1
326	в одном	10	1
327	выбора в	1	1
328	в мир	3	1
329	у самого	1	1
330	по крайней	1	1
331	свобода и	1	1
332	и религиозном	1	1
333	и великого	1	1
334	мира с	1	1
335	этот мир	3	1
336	и всех	1	1
337	этого слова	1	1
338	с этой	2	1
339	одинаково не	1	1
340	раз и	4	1
341	на пути	2	1
342	и нет	2	1
343	как можно	2	1
344	проявляется и	1	1
345	другом но	1	1
346	ничего кроме	1	1
347	к ним	1	1
348	и другое	1	1
349	о мире	6	1
350	на котором	3	1
351	сознании и	2	1
352	и именно	1	1
353	не существует	1	1
354	и от	2	1
355	карамазова и	3	1
356	найти в	1	1
357	и всегда	1	1
358	мира и	7	1
359	ничего не	5	1
360	человек и	2	1
361	того как	1	1
362	жизни не	2	1
363	всего можно	1	1
364	лишь как	7	1
365	может быть	24	1
366	пути и	1	1
367	конце концов	5	1
368	более всего	1	1
369	будто бы	1	1
370	духа а	1	1
371	это слово	1	1
372	вот что	1	1
373	не утверждение	1	1
374	на него	3	1
375	в сознании	2	1
376	уже и	2	1
377	может и	1	1
378	о своем	3	1
379	этих черт	2	1
380	другой стороны	3	1
381	и конечная	1	1
382	идея в	1	1
383	я ничего	1	1
384	но все	5	1
385	и идеи	2	1
386	есть и	2	1
387	и могли	1	1
388	людей но	1	1
389	есть то	3	1
390	к этому	1	1
391	его с	1	1
392	личность не	1	1
393	в искусстве	1	1
394	и другие	1	1
395	в своих	3	1
396	образ в	2	1
397	в процессе	4	1
398	и эта	1	1
399	это в	1	1
400	в противоположность	2	1
401	себя и	2	1
402	она не	7	1
403	они не	4	1
