N	2gram	Bakhtin_Fr_3	DiskursI
1	в качестве	1	34
2	не только	13	28
3	в том	8	23
4	а не	5	22
5	то есть	18	20
6	том что	4	19
7	представляет собой	1	17
8	может быть	9	17
9	как и	11	16
10	и в	40	16
11	в этом	15	15
12	еще не	3	14
13	но и	11	14
14	при этом	3	13
15	и т.п	10	12
16	по своей	1	11
17	но не	2	11
18	прежде всего	16	11
19	и не	13	11
20	как в	3	10
21	далеко не	2	10
22	с другой	2	10
23	по отношению	3	9
24	в нем	5	9
25	не может	3	9
26	с одной	1	9
27	в частности	3	9
28	отношению к	2	9
29	отнюдь не	1	8
30	но в	8	8
31	своего рода	2	8
32	о том	4	8
33	так и	3	8
34	а также	4	8
35	не было	5	7
36	в себе	3	7
37	то же	7	7
38	не в	1	7
39	в основе	5	7
40	роль в	4	7
41	в его	13	7
42	только в	3	7
43	в своем	7	6
44	речевые жанры	1	6
45	и как	3	6
46	ни к	1	6
47	и на	8	5
48	во всех	6	5
49	отличие от	3	5
50	в котором	2	5
51	в их	4	5
52	в отличие	3	5
53	в себя	1	5
54	в эпоху	8	5
55	или иной	2	5
56	можно сказать	2	5
57	в данном	4	5
58	как бы	3	5
59	а в	3	5
60	то что	5	5
61	в своей	6	5
62	и о	4	4
63	с его	3	4
64	отношение к	8	4
65	в истории	4	4
66	и к	3	4
67	в целом	2	4
68	претендует на	1	4
69	на его	2	4
70	не как	1	4
71	лишь в	2	4
72	в них	9	4
73	потому что	2	4
74	внимание на	1	4
75	же время	6	4
76	между тем	3	4
77	во втором	1	4
78	одной из	2	4
79	что он	2	4
80	для него	5	4
81	в особенности	5	4
82	что не	1	4
83	связи с	6	4
84	такого рода	3	4
85	что в	12	4
86	также и	4	3
87	того же	2	3
88	и потому	4	3
89	в первом	1	3
90	во мне	1	3
91	той или	2	3
92	в одной	1	3
93	с этим	2	3
94	перед нами	1	3
95	в самом	6	3
96	т.п но	1	3
97	заключается в	1	3
98	это не	2	3
99	точки зрения	2	3
100	в своих	5	3
101	по себе	1	3
102	в то	6	3
103	речевыми жанрами	1	3
104	он мог	1	3
105	таким образом	10	3
106	должны быть	2	3
107	они и	2	3
108	в строгом	1	3
109	свою очередь	1	3
110	в ее	3	3
111	в произведении	1	3
112	времени и	2	3
113	не с	1	3
114	еще в	3	3
115	и даже	4	3
116	имея в	1	3
117	что и	3	3
118	существенную роль	1	3
119	хотя бы	2	3
120	из них	4	3
121	тем что	3	3
122	именно в	2	3
123	себе не	1	3
124	мира в	1	3
125	для обозначения	1	3
126	тому как	1	3
127	того что	1	3
128	один из	4	3
129	все же	2	3
130	литературного произведения	1	3
131	в свою	1	3
132	сказать что	3	3
133	другой стороны	1	3
134	отношения к	1	2
135	одним из	2	2
136	например в	2	2
