N	2gram	Vygotskiy__3	OGranits
1	и в	38	13
2	и его	6	12
3	может быть	19	8
4	не может	7	8
5	и не	10	8
6	в его	5	7
7	и их	1	7
8	точки зрения	16	7
9	только в	4	6
10	как бы	14	6
11	не только	12	6
12	то что	35	6
13	мы должны	1	6
14	таким образом	12	6
15	художественного произведения	1	5
16	все же	8	5
17	и наконец	2	5
18	в поэзии	1	5
19	в музыке	1	5
20	с точки	9	5
21	хотя бы	2	5
22	и эта	1	5
23	мы не	5	4
24	но мы	2	4
25	слов и	2	4
26	еще и	2	4
27	но в	3	4
28	мы можем	7	4
29	то же	10	4
30	в своей	5	4
31	было бы	12	4
32	все это	3	4
33	в двух	9	4
34	не является	1	4
35	и то	8	3
36	в ее	7	3
37	самом деле	21	3
38	так и	1	3
39	понятно что	1	3
40	в их	1	3
41	с этим	8	3
42	в которой	5	3
43	ни один	1	3
44	в себе	4	3
45	не как	1	3
46	в одном	8	3
47	так как	6	3
48	одно и	3	3
49	здесь мы	4	3
50	но и	5	3
51	как и	8	3
52	и уже	2	3
53	со всей	3	3
54	что же	2	3
55	не в	12	3
56	поэтического произведения	1	3
57	и для	4	3
58	никогда не	4	3
59	и все	10	3
60	превращается в	1	3
61	не столько	1	3
62	что в	20	3
63	ничего общего	1	3
64	данном случае	2	2
65	зависимости от	1	2
66	и может	2	2
67	роль в	1	2
68	на две	1	2
69	и этот	3	2
70	конечно в	3	2
71	мы уже	7	2
72	те же	1	2
73	есть не	1	2
74	мог бы	1	2
75	подойти к	1	2
76	не исчерпывается	1	2
77	если бы	14	2
78	и стиль	1	2
79	с самого	6	2
80	себе что	1	2
81	в ней	15	2
82	ее в	4	2
83	в чем	1	2
84	мы понимаем	1	2
85	между тем	7	2
86	в общем	2	2
87	что они	4	2
88	вслед за	1	2
89	и следовательно	2	2
90	материалом для	2	2
91	случае и	1	2
92	как в	4	2
93	в которую	2	2
94	в данном	2	2
95	в этом	13	2
96	в полном	2	2
97	в том	25	2
98	мы видим	12	2
99	тот же	3	2
100	в действительности	1	2
101	или иного	1	2
102	от этого	1	2
103	которое мы	3	2
104	в целом	4	2
105	и тем	3	2
106	же слово	1	2
107	все эти	4	2
108	с одной	6	2
109	думать что	2	2
110	мы получим	1	2
111	кажется что	1	2
112	в нем	4	2
113	при этом	4	2
114	для него	2	2
115	в другом	5	2
116	вовсе не	8	2
117	в зависимости	1	2
118	тем что	3	2
119	в них	3	2
120	с другой	7	2
121	всей своей	1	2
122	в самом	25	2
123	того или	1	2
124	одной стороны	5	2
125	он только	1	2
126	а не	7	2
127	другой стороны	5	2
128	там где	6	2
129	не мог	4	2
130	несмотря на	5	2
131	том что	14	2
132	от своего	2	2
133	и при	1	2
134	и ее	2	2
135	так же	2	2
136	который мы	3	2
137	в течение	4	2
138	в тех	4	2
139	с этой	2	2
140	художественное произведение	1	2
141	с историей	1	2
142	что эта	4	2
143	самого начала	6	2
144	не имеет	6	2
145	собственно говоря	1	2
146	от всех	1	2
147	бы в	3	2
148	а в	7	2
149	и к	3	2
150	имеет место	2	2
151	в своих	4	2
152	каждое слово	1	2
153	к тому	6	2
154	ну что	1	1
155	обычно в	1	1
156	и это	8	1
157	одним из	1	1
158	же как	1	1
159	зависимость от	1	1
160	себя как	2	1
161	в виду	4	1
162	того же	3	1
163	в некоторых	1	1
164	шансов на	1	1
165	как известно	1	1
166	на основе	1	1
167	что до	1	1
168	словами и	1	1
169	к поэтическому	1	1
170	это и	1	1
171	в собственном	1	1
172	и есть	1	1
173	нам кажется	1	1
174	в себя	1	1
175	и до	1	1
176	не имеют	2	1
177	едва ли	3	1
178	можно было	1	1
179	в несколько	1	1
180	здесь нет	1	1
181	мы имеем	1	1
182	когда в	4	1
183	даже у	2	1
184	к тем	3	1
185	остается только	1	1
186	и о	3	1
187	мы в	2	1
188	до такой	3	1
189	стиля в	1	1
190	достаточной мере	1	1
191	для этого	2	1
192	из одного	3	1
193	нам удалось	2	1
194	между единичным	1	1
195	по мере	1	1
196	на себя	1	1
197	с ее	2	1
198	и который	2	1
199	часто и	1	1
200	событий и	1	1
201	то это	2	1
202	словесного искусства	1	1
203	и он	1	1
204	в каждой	1	1
205	внимание на	2	1
206	любопытный и	1	1
207	и что	18	1
208	утверждаю что	1	1
209	поэтическому произведению	1	1
210	что существуют	1	1
211	не имеем	1	1
212	еще не	1	1
213	поэтическое произведение	1	1
214	столь же	2	1
215	время в	5	1
216	времени в	1	1
217	не могу	2	1
218	в конечном	1	1
219	произведения его	1	1
220	то мы	1	1
221	на самом	2	1
222	совсем не	3	1
223	но не	1	1
224	а у	2	1
225	мысль что	4	1
226	применяется к	1	1
227	природы и	1	1
228	отношение к	1	1
229	тут же	1	1
230	нет и	1	1
231	разница в	1	1
232	в другой	1	1
