N	2gram	Propp_Morf_1	Psycholo
1	то что	8	44
2	и в	13	33
3	в этом	14	28
4	и что	2	25
5	как бы	3	25
6	потому что	3	24
7	для того	2	23
8	том что	4	22
9	того чтобы	3	22
10	может быть	52	22
11	что в	8	21
12	в том	6	21
13	о том	2	20
14	что он	4	20
15	только что	2	15
16	как это	3	14
17	что это	1	13
18	таким образом	21	13
19	так же	3	13
20	и не	12	13
21	сказать что	2	13
22	самом деле	4	12
23	было бы	3	12
24	к тому	4	12
25	и все	1	12
26	если мы	5	12
27	так как	16	12
28	он не	3	11
29	говорит что	1	10
30	на то	2	10
31	что она	2	10
32	если бы	2	10
33	в его	1	10
34	не может	14	10
35	то же	7	9
36	в этой	2	9
37	как раз	1	9
38	как будто	2	8
39	совершенно ясно	1	8
40	в рассказе	1	8
41	в каком	2	8
42	показать что	4	7
43	не только	4	7
44	так что	1	7
45	для нас	2	7
46	и т	41	6
47	на самом	4	6
48	в сущности	3	6
49	что они	2	6
50	перед нами	10	6
51	все эти	2	6
52	в себе	1	6
53	и вот	1	6
54	во время	6	6
55	точки зрения	2	6
56	но он	1	6
57	что эта	2	6
58	тому что	4	6
59	когда мы	1	6
60	же самое	1	6
61	это не	6	6
62	мы видим	13	6
63	у него	1	6
64	а не	11	6
65	что мы	2	6
66	мы должны	3	6
67	как на	1	6
68	это и	2	5
69	мы уже	1	5
70	мы не	8	5
71	в целом	3	5
72	и на	1	5
73	с этим	11	5
74	все же	7	5
75	целый ряд	3	5
76	и как	5	5
77	и может	1	5
78	ясно что	5	5
79	как и	3	5
80	нисколько не	1	5
81	самого начала	1	5
82	и его	1	5
83	с самого	1	5
84	и совершенно	1	5
85	мы будем	3	5
86	в какой	3	5
87	вовсе не	4	5
88	мы можем	2	5
89	из этого	1	5
90	и есть	2	4
91	в которой	3	4
92	могла бы	4	4
93	не будет	1	4
94	это было	3	4
95	с тем	2	4
96	этот материал	1	4
97	в своей	1	4
98	как все	1	4
99	заставляет его	2	4
100	с точки	2	4
101	одна из	4	4
102	на него	3	4
103	а в	7	4
104	с другом	1	4
105	у нас	2	4
106	так например	3	4
107	как мы	6	4
108	можно было	2	4
109	даны в	1	4
110	об этом	4	4
111	того что	3	4
112	этот вопрос	2	4
113	только в	2	4
114	себя в	1	4
115	при помощи	9	4
