N	3gram	Propp_Isto_7	Dialekti
1	и т д	16	23
2	это значит что	1	21
3	с точки зрения	1	14
4	тем не менее	4	10
5	т д и	1	6
6	не может быть	3	6
7	в самом деле	1	5
8	о том что	5	5
9	то это значит	1	4
10	ничем не отличается	1	4
11	не отличается от	1	4
12	то время как	2	4
13	т е в	2	4
14	в то время	2	4
15	сама по себе	1	4
16	с одной стороны	4	3
17	в том что	4	3
18	как и в	2	3
19	хотя и не	1	2
20	он не может	1	2
21	точно так же	2	2
22	с тех пор	1	2
23	с этой точки	3	2
24	тем более не	1	2
25	в зависимости от	1	2
26	не говорит о	1	2
27	так же как	4	2
28	с другой стороны	8	2
29	что это не	2	2
30	этой точки зрения	3	2
31	исходит от отца	1	2
32	мы не можем	2	2
33	что это значит?	1	2
34	к тому что	1	2
35	таким образом что	1	1
36	в чистом виде	1	1
37	тому что она	1	1
38	и в особенности	1	1
39	животных и т	1	1
40	то же самое	1	1
41	вы говорите что	1	1
42	же как и	1	1
43	до сих пор	2	1
44	друг на друга	1	1
45	и та же	1	1
46	ничего не говорится	1	1
47	есть и в	1	1
48	а иногда и	1	1
49	представление об этих	1	1
50	речь может идти	2	1
51	только потому что	1	1
52	не может выйти	1	1
53	и что в	1	1
54	а так как	1	1
55	в данном случае	3	1
56	и что он	1	1
57	они должны быть	1	1
58	в мифе о	1	1
59	не имеет своего	1	1
60	ничего не может	1	1
61	одна и та	1	1
62	тот кто хочет	1	1
63	но так как	1	1
64	или ничем не	1	1
65	только если не	1	1
66	более или менее	1	1
67	во всем этом	1	1
68	д и наконец	1	1
69	что у него	4	1
70	одна из форм	1	1
71	а не от	1	1
72	и становится им	1	1
73	но все эти	1	1
74	бы то ни	1	1
75	то ни было	1	1
76	с этой стороны	3	1
77	мы имеем в	4	1
78	не может и	1	1
79	в связи с	1	1
80	ни за что	1	1
81	все это не	1	1
82	совершенно достаточно чтобы	1	1
83	что и в	2	1
