N	3gram	Voloshinov_1	Formalny
1	с точки зрения	5	13
2	то же время	1	8
3	в то же	1	8
4	более или менее	1	6
5	на самом деле	1	6
6	не может быть	4	5
7	по отношению к	3	4
8	с одной стороны	2	4
9	прежде всего в	1	3
10	формальный метод в	1	3
11	в своей статье	1	3
12	может быть и	1	3
13	нет и не	1	2
14	только и может	1	2
15	а вовсе не	1	2
16	и наконец в	2	2
17	художественного произведения и	1	2
18	и не может	1	2
19	в зависимости от	2	2
20	мы полагаем что	1	2
21	с позитивизмом и	1	2
22	но в то	1	2
23	в связи с	1	2
24	в связи со	1	2
25	того или иного	2	2
26	и в их	1	2
27	мы не можем	1	2
28	вполне понятно что	3	1
29	литературного произведения как	1	1
30	в изобразительных искусствах	1	1
31	в произведении как	1	1
32	во всей полноте	1	1
33	состоит в том	1	1
34	в чем же	1	1
35	и его аудиторией	1	1
36	ничего общего с	2	1
37	с этим же	1	1
38	на основе такого	1	1
39	должно было бы	1	1
40	из одного материала	1	1
41	можно говорить о	1	1
42	в том что	2	1
43	которой только и	1	1
44	и историей литературы	1	1
45	в этом отношении	1	1
46	связи со всей	1	1
47	перевести его на	1	1
48	представителей формального метода	1	1
49	лишь в процессе	1	1
50	конструкции поэтического произведения	1	1
51	с этой точки	1	1
52	история литературы в	1	1
53	даны только в	1	1
54	одного материала в	1	1
55	в данном случае	2	1
56	а также и	1	1
57	в отличие от	1	1
58	в нашу задачу	1	1
59	и как бы	1	1
60	в последнее время	1	1
61	а не как	1	1
62	в эстетике и	1	1
63	это конечно не	1	1
64	борьба с позитивизмом	1	1
65	это и не	1	1
66	с другой стороны	2	1
67	в которой только	1	1
68	таким образом лишь	1	1
69	так же как	1	1
70	все то что	1	1
71	роковую роль в	1	1
72	между тем как	1	1
73	теории поэтического языка	1	1
74	этой точки зрения	1	1
75	во всем своем	1	1
76	reductio ad absurdum	1	1
77	в данную эпоху	1	1
78	до тех пор	4	1
79	его на язык	1	1
80	та или иная	1	1
81	в каждом элементе	1	1
82	таким образом входит	1	1
83	зависимости от этого	2	1
84	хотя бы в	1	1
85	с самого начала	2	1
86	нужно сказать что	1	1
87	время в ней	1	1
88	существует как бы	1	1
89	и превращения его	1	1
90	не только на	1	1
91	идеологический состав содержания	1	1
92	превращения его в	1	1
93	к тому что	1	1
94	становления идеологического кругозора	1	1
95	тех или иных	1	1
96	в предисловии к	1	1
97	тому что он	1	1
98	тем не менее	1	1
99	элементов входящих в	1	1
100	в последнем счете	1	1
101	выходит за пределы	1	1
102	основ формалистической поэтики	1	1
103	материала в другой	1	1
