N	2gram	Medvedev_F_1	RusskieA
1	и в	24	36
2	не только	7	22
3	том что	1	19
4	что в	4	19
5	а н	3	18
6	в и	1	17
7	в том	6	17
8	т е	34	17
9	но и	7	16
10	так как	1	15
11	и другие	1	13
12	п в	1	13
13	в этом	15	12
14	и т	12	10
15	и на	8	10
16	в этот	1	10
17	это не	2	10
18	как и	11	10
19	как мы	5	10
20	вместе с	2	10
21	потому что	1	10
22	т д	8	9
23	а в	6	9
24	состоит в	1	8
25	и по	1	8
26	с тем	2	8
27	у нас	5	8
28	один из	3	8
29	мы увидим	4	8
30	из них	1	8
31	может быть	14	8
32	как это	6	8
33	е в	1	8
34	что они	1	7
35	так и	18	7
36	между тем	2	7
37	что и	2	7
38	и других	3	7
39	мы не	3	6
40	в виде	1	6
41	так например	3	6
42	таким образом	13	6
43	при этом	5	6
44	не имеет	1	6
45	с этого	1	6
46	уже не	2	6
47	в них	3	6
48	и не	20	6
49	все это	9	6
50	для нас	1	6
51	то что	8	6
52	иногда и	1	5
53	как в	8	5
54	все же	3	5
55	при изучении	1	5
56	как бы	6	5
57	в первый	1	4
58	еще не	6	4
59	во всех	5	4
60	в россии	3	4
61	входит в	6	4
62	их на	2	4
63	в г	1	4
64	из этих	1	4
65	в их	11	4
66	тому что	1	4
67	одна из	2	4
68	в русском	1	4
69	связи с	3	4
70	что на	1	4
71	к тому	3	4
72	его с	2	4
73	так в	1	4
74	еще в	2	4
75	и что	2	4
76	и их	10	4
77	а с	1	4
78	и др	5	4
79	того что	5	4
80	по существу	2	4
81	но это	3	4
82	в связи	4	4
83	не может	16	4
84	только в	2	4
85	к этому	1	4
86	своего рода	1	3
87	если в	1	3
88	в своем	11	3
89	не можем	2	3
90	думать что	3	3
91	и те	2	3
92	в основном	3	3
93	на этом	1	3
94	то же	10	3
95	но все	2	3
96	для них	1	3
97	далеко не	1	3
98	н веселовского	3	3
99	несмотря на	1	3
100	в этих	1	3
101	точки зрения	16	3
102	к тем	1	3
103	таким же	2	3
104	с точки	13	3
105	тем не	1	3
106	не менее	11	3
107	ничего не	2	3
108	к таким	1	3
109	приводит к	2	3
110	не с	2	3
111	настоящее время	10	3
112	или на	2	3
113	его труд	1	3
114	а также	1	3
115	от них	1	3
116	только на	5	3
117	слова в	1	3
118	в одном	2	3
119	и обряды	1	3
120	в области	3	3
121	и из	1	3
122	так называемой	1	3
123	так же	4	3
124	в это	1	3
125	этого слова	3	3
126	в настоящее	10	3
127	и к	4	3
128	в свою	8	3
129	ко времени	2	3
130	можно говорить	1	2
131	научное значение	1	2
132	к материалу	1	2
133	например в	1	2
134	между двумя	1	2
135	на западе	4	2
136	на себя	1	2
137	в самих	1	2
138	они были	2	2
139	это время	1	2
140	в ней	10	2
141	на самом	7	2
142	но не	3	2
143	значение и	3	2
144	тогда как	1	2
145	обряды и	1	2
146	отнюдь не	6	2
147	независимо от	4	2
148	с этим	2	2
149	хотя и	1	2
150	и как	3	2
151	но в	5	2
152	так на	1	2
153	та же	1	2
154	в целом	6	2
155	все эти	6	2
156	в нашем	2	2
157	и до	5	2
158	как он	1	2
159	в нем	14	2
160	всех этих	3	2
161	не значит	1	2
162	в силу	1	2
163	его от	1	2
164	в году	2	2
165	в каждом	3	2
166	главным образом	4	2
167	и с	8	2
168	на этой	1	2
169	в жизни	3	2
170	такой же	1	2
171	этому же	1	2
172	и более	2	2
173	для этого	4	2
174	этой работы	2	2
175	она не	6	2
176	у него	1	2
177	но даже	1	2
178	и здесь	6	2
179	могут быть	1	2
180	они и	1	2
181	ничего общего	1	2
182	как они	1	2
183	значения и	2	2
184	свою очередь	6	2
185	ни одно	1	2
186	в более	1	2
187	мы наблюдаем	1	2
188	что у	1	2
189	в образе	1	2
190	подойти к	1	2
191	что от	1	2
192	с ним	2	2
193	на все	3	2
194	в различных	2	2
195	должно было	1	2
196	связь между	1	2
197	в его	23	2
198	в свете	1	2
199	к ней	2	2
200	значит что	1	2
201	но ни	1	2
202	мы попытаемся	1	2
203	так что	1	2
204	в большинстве	3	2
205	борьбы с	1	2
206	они могли	1	2
207	за счет	1	2
208	его и	2	2
209	и нового	1	2
210	но что	1	2
211	не было	3	2
212	в особенности	3	2
213	не были	1	2
214	но есть	2	2
215	с ней	1	2
216	и пр	17	2
217	до конца	7	2
218	не на	2	2
219	а не	10	2
220	и непосредственно	3	2
221	его как	3	2
222	большинстве случаев	2	2
223	в изучении	1	2
224	в частности	4	2
225	и потому	9	2
226	там где	1	2
227	быть и	4	2
228	направления в	6	2
229	между прочим	1	2
230	между собой	1	2
231	к вопросу	1	2
232	мы видим	1	2
233	и для	1	2
234	или в	1	2
235	когда он	3	2
236	этого времени	1	2
237	обычно не	1	2
238	в отдельности	1	2
239	в своих	2	2
240	нас не	2	2
241	и методы	2	1
242	ту же	1	1
243	и развитие	2	1
244	также и	1	1
245	же как	2	1
246	чтобы не	2	1
247	в объяснении	1	1
248	мы здесь	1	1
249	самом деле	6	1
250	тех же	2	1
251	зависимости от	3	1
252	в первом	1	1
253	из самых	1	1
254	по преимуществу	1	1
255	и ее	10	1
256	противном случае	1	1
257	оно было	2	1
258	должна быть	7	1
259	мы уже	1	1
260	что если	1	1
261	не приходится	2	1
262	которую мы	1	1
263	не во	1	1
264	вопрос о	2	1
265	время от	1	1
266	этом не	1	1
267	происходило в	1	1
268	говорить о	1	1
269	чем их	1	1
270	ему в	1	1
271	направлением в	1	1
272	направление в	3	1
273	же что	1	1
274	кто же	1	1
275	значения это	1	1
276	в каждой	1	1
277	в отличие	1	1
278	ней как	1	1
279	не был	1	1
280	всего этого	2	1
281	в чем	1	1
282	совершенно по-новому	1	1
283	не имеющий	1	1
284	с его	4	1
285	на основе	6	1
286	а только	2	1
287	необходимо еще	1	1
288	целом ряде	2	1
289	по отношению	4	1
290	в общем	3	1
291	отличие от	1	1
292	в истории	4	1
293	в м	1	1
294	и соответствующих	1	1
295	эта связь	2	1
296	его на	1	1
297	общего с	1	1
298	определить в	1	1
299	к новому	2	1
300	что касается	1	1
301	однако не	2	1
302	в противном	1	1
303	перед нами	1	1
304	целый ряд	3	1
305	с понятием	1	1
306	и наконец	3	1
307	увидим что	1	1
308	основное в	1	1
309	от этого	2	1
310	значения как	1	1
311	в которой	4	1
312	еще далеко	1	1
313	в себе	3	1
314	на то	1	1
315	наблюдаем в	1	1
316	в двери	1	1
317	что было	2	1
318	он не	3	1
319	он должен	3	1
320	не как	4	1
321	ее своей	1	1
322	эта же	2	1
323	которое как	1	1
324	по-видимому не	1	1
325	влиянием в	1	1
326	значение в	3	1
327	и определить	1	1
328	его в	3	1
329	уже знаем	1	1
330	на почве	13	1
331	должен был	1	1
332	и тем	1	1
333	ни в	2	1
334	нет в	1	1
335	в этой	6	1
336	этот поток	1	1
337	он и	1	1
338	мы видели	2	1
339	форма и	1	1
340	значение как	1	1
341	смысл и	1	1
342	что между	1	1
343	еще менее	1	1
344	и без	1	1
345	место в	7	1
346	не столько	1	1
347	дальнейшее развитие	1	1
348	весь ход	1	1
349	но эта	2	1
350	такую же	1	1
351	и эти	1	1
352	как поэтический	1	1
353	они сами	1	1
354	всех их	1	1
355	существует независимо	1	1
356	иной раз	1	1
357	виду что	2	1
358	в то	9	1
359	не о	3	1
360	для каждого	1	1
361	здесь на	1	1
362	не по	3	1
363	было не	1	1
364	в основе	3	1
365	к изучению	1	1
366	но вместе	1	1
367	следовательно и	2	1
368	и всегда	1	1
369	место во	1	1
370	видим что	1	1
371	прежде чем	2	1
372	и его	10	1
373	к этим	1	1
374	и сама	1	1
375	весь этот	1	1
376	этом отношении	1	1
377	этот не	1	1
378	тем это	1	1
379	в духе	1	1
380	вопросу об	1	1
381	следует еще	1	1
382	и всех	1	1
383	те кто	1	1
384	должны быть	5	1
385	содержанием и	1	1
386	более широкой	1	1
387	что некоторые	1	1
388	они становятся	2	1
389	поэзии как	1	1
390	если же	2	1
391	широкой и	1	1
392	и это	2	1
393	они должны	1	1
394	необходимо изучить	1	1
395	так называемым	2	1
396	основываясь на	1	1
397	и о	1	1
398	творчества а	1	1
399	и сами	1	1
400	данном случае	1	1
401	только при	1	1
402	на природу	1	1
403	однако эта	1	1
404	слова а	1	1
405	если они	1	1
406	здесь он	1	1
407	было в	1	1
408	каждого из	2	1
409	что также	1	1
410	и каждый	1	1
411	связанных с	1	1
412	во второй	1	1
413	и определяется	1	1
414	которого они	1	1
415	жизнь и	3	1
416	если бы	4	1
417	но здесь	1	1
418	же происходит	3	1
419	что каждый	1	1
420	и просто	1	1
421	можно сказать	1	1
422	они ничего	1	1
423	их отличиях	1	1
424	к нему	1	1
425	не могло	5	1
426	и во	1	1
427	во всей	2	1
428	в форме	1	1
429	наконец в	3	1
430	что бы	5	1
431	с а	1	1
432	вопросов и	1	1
433	было бы	6	1
434	значения их	1	1
435	не так	2	1
436	как из	1	1
437	на которой	1	1
438	в отрыве	1	1
439	совсем не	1	1
440	что он	3	1
441	и действительно	1	1
442	например на	1	1
443	на всякой	1	1
444	очень много	1	1
445	который в	1	1
446	бы ни	5	1
447	жизни как	1	1
448	точка зрения	2	1
449	том чтобы	2	1
450	с которыми	1	1
451	изображения не	1	1
452	же но	1	1
453	же в	3	1
454	это значение	1	1
455	не дает	2	1
456	е на	1	1
457	только одно	1	1
458	не связанных	2	1
459	всяком случае	4	1
460	т п	4	1
461	и должна	2	1
462	с этими	1	1
463	не могут	1	1
464	от того	2	1
465	же деле	1	1
466	к самым	1	1
467	формах в	1	1
468	влияние на	3	1
469	как у	1	1
470	что дело	1	1
471	к которому	2	1
472	были не	1	1
473	этой роли	1	1
474	исторического развития	1	1
475	что не	1	1
476	что для	1	1
477	чем только	1	1
478	связано с	1	1
479	и самый	2	1
480	однако и	1	1
481	сколько в	1	1
482	возвращаясь к	1	1
483	мы остановимся	1	1
484	пр и	2	1
485	или с	1	1
486	под влиянием	2	1
487	мы знаем	1	1
488	и распоряжается	1	1
489	и теми	1	1
490	представления о	1	1
491	деле это	1	1
492	нет он	2	1
493	представить себе	1	1
494	из которых	1	1
495	в пределах	6	1
496	по своему	1	1
497	в данном	1	1
498	по поводу	1	1
499	видя в	1	1
500	не дают	1	1
501	наряду с	1	1
502	в той	1	1
503	и смысла	1	1
504	проблем не	1	1
505	в первой	1	1
506	как средство	1	1
507	может считаться	1	1
508	есть и	1	1
509	поэтому они	1	1
510	самом же	1	1
511	но для	3	1
512	кроме того	1	1
513	не является	1	1
514	только одна	1	1
515	форм и	6	1
516	при таком	4	1
517	всем этим	2	1
518	думает что	1	1
519	в двух	1	1
520	в отдельных	1	1
521	и все	6	1
522	только с	1	1
523	зрения в	1	1
524	его жизнь	1	1
525	или вообще	1	1
526	у разных	1	1
527	этих сборников	1	1
528	и различные	1	1
529	его значение	1	1
530	согласиться с	1	1
531	цель и	1	1
532	между ними	3	1
533	не знает	1	1
534	сказать что	1	1
535	только как	2	1
536	отношению к	4	1
537	оно не	4	1
538	в работах	1	1
539	это та	2	1
540	и состоит	1	1
541	ли они	1	1
542	жизни и	7	1
543	также не	1	1
544	они не	3	1
545	как на	4	1
546	во всяком	4	1
