N	3gram	Medvedev_F_1	Problemy
1	с точки зрения	13	13
2	в этом смысле	1	10
3	то же время	8	9
4	в то же	8	9
5	по отношению к	4	8
6	в его целом	8	6
7	в том что	1	6
8	и в этом	2	5
9	в зависимости от	2	5
10	но в то	2	5
11	на самом деле	6	4
12	между тем как	1	4
13	а не как	1	4
14	не может быть	5	4
15	как раз и	1	3
16	же время не	1	3
17	и т п	4	3
18	то что было	1	3
19	сами по себе	2	3
20	дело идет о	2	3
21	все то что	1	3
22	в этом отношении	1	3
23	во всяком случае	4	3
24	с другой стороны	1	3
25	то же что	1	3
26	романа в его	1	3
27	но все же	1	2
28	и до конца	3	2
29	до сих пор	6	2
30	и не может	2	2
31	в лучшем случае	3	2
32	и в то	1	2
33	хотя бы и	1	2
34	в той же	1	2
35	бы то ни	3	2
36	мира в его	1	2
37	начала и до	2	2
38	т е в	1	2
39	в данном случае	1	2
40	в целом ряде	2	2
41	к нему и	1	2
42	с начала и	2	2
43	в большинстве случаев	2	2
44	и входит в	1	2
45	исторический очерк и	1	1
46	все в нем	1	1
47	вполне понятно что	1	1
48	он должен быть	1	1
49	же как и	1	1
50	то ни стало	2	1
51	быть прежде всего	1	1
52	а вовсе не	2	1
53	в свою очередь	6	1
54	и наконец в	2	1
55	в нем и	2	1
56	как и всякое	1	1
57	tertium non datur	1	1
58	же время и	1	1
59	одна из возможных	1	1
60	в том и	1	1
61	в своей работе	2	1
62	их а не	1	1
63	художественной структуры как	1	1
64	во что бы	2	1
65	как если бы	2	1
66	в своей книге	2	1
67	они вовсе не	1	1
68	на минуту не	1	1
69	что было дано	1	1
70	не было как	1	1
71	ни на минуту	1	1
72	точки зрения ее	1	1
73	резко отличается от	1	1
74	несмотря на их	1	1
75	в своей изолированности	1	1
76	лишь на почве	1	1
77	в нем как	1	1
78	в противном случае	1	1
79	раз и навсегда	1	1
80	в художественную структуру	1	1
81	так и в	4	1
82	мышления о мире	1	1
83	может быть и	3	1
84	раз и входит	1	1
85	и в частности	2	1
86	что бы то	2	1
87	в своем творчестве	1	1
88	тем фоном на	1	1
89	все это в	1	1
90	мы полагаем что	2	1
91	более того она	1	1
92	чтобы убедиться в	2	1
93	кругозор в его	1	1
94	так же как	1	1
95	то ни было	1	1
96	не теряя своей	1	1
97	в высшей степени	1	1
98	другой стороны со	1	1
99	войти в художественную	1	1
100	тех или иных	1	1
101	бы ни были	2	1
102	прежде всего чисто	1	1
103	зависимости от того	1	1
104	мы увидим дальше	1	1
105	как один из	1	1
106	не столько в	1	1
107	и в пределах	1	1
108	оно ни принимало	1	1
109	и потому не	1	1
110	создается впечатление что	1	1
111	до настоящего времени	2	1
112	самом деле это	1	1
113	именно в том	1	1
114	по себе не	1	1
115	этой точки зрения	1	1
116	от различных художественных	1	1
117	того или иного	2	1
118	более или менее	6	1
119	один из возможных	1	1
120	по сравнению с	1	1
121	заключается в том	1	1
122	свое значение не	1	1
123	и нисколько не	1	1
124	та или иная	1	1
125	нам важно лишь	1	1
126	вовсе не как	1	1
127	фоном на котором	1	1
128	с самого начала	1	1
129	не только не	2	1
130	в одном месте	1	1
131	нужно сказать что	1	1
132	как бы ни	3	1
133	но все эти	1	1
134	художественного произведения и	2	1
135	может показаться что	1	1
136	лишь одною из	2	1
137	выходит за пределы	1	1
138	в художественном произведении	2	1
139	но не для	1	1
140	в настоящее время	10	1
141	как одна из	1	1
142	к тому что	1	1
143	или же в	1	1
144	было дано в	1	1
145	и пр каждый	1	1
146	самый художественный замысел	1	1
147	сама по себе	2	1
148	тому что он	1	1
149	может быть дана	1	1
150	и всякое иное	1	1
151	в отношении к	1	1
152	стороны со стороны	1	1
153	лишь как момент	1	1
154	различны в зависимости	1	1
155	что и в	1	1
156	и т д	8	1
157	как мы видели	2	1
