N	3gram	Vygotskiy__4	Problema
1	и т д	2	10
2	то же самое	6	9
3	для того чтобы	19	8
4	на то что	6	8
5	сам по себе	2	7
6	ничего общего с	1	7
7	в этом смысле	1	6
8	в таком случае	1	6
9	то что мы	3	6
10	о том что	10	5
11	в том что	12	5
12	точно так же	3	4
13	на самом деле	5	4
14	только то что	1	4
15	в конце концов	3	4
16	то есть в	1	4
17	в то же	1	4
18	сама по себе	3	4
19	мы никогда не	3	3
20	дело в том	1	3
21	так же и	1	3
22	и если мы	2	3
23	с точки зрения	4	3
24	до сих пор	3	3
25	именно то что	1	3
26	сами по себе	3	3
27	что в нем	5	3
28	в каком случае	1	3
29	то что он	3	3
30	во всяком случае	3	3
31	ни в каком	1	3
32	то что в	3	3
33	не только не	2	3
34	можно сказать что	1	3
35	с другой стороны	2	3
36	о том как	2	2
37	что иное как	1	2
38	в самом деле	7	2
39	так или иначе	1	2
40	мы вовсе не	1	2
41	а может быть	1	2
42	потому что тут	1	2
43	так как он	1	2
44	если мы хотим	1	2
45	и что в	3	2
46	так же как	3	2
47	а не только	1	2
48	а также и	1	2
49	и в этом	3	2
50	во всех этих	2	2
51	что мы выше	1	2
52	нисколько не больше	2	2
53	тем что в	1	2
54	не может быть	1	2
55	имел в виду	1	2
56	вовсе не для	1	2
57	тем и другим	1	2
58	с тем что	1	2
59	и в самом	2	2
60	или вернее сказать	1	2
61	что может быть	2	2
62	что мы получаем	1	2
63	взятые сами по	1	2
64	не что иное	1	2
65	можно было бы	4	2
66	общего с тем	1	2
67	подобно тому как	1	2
68	выходить за пределы	1	2
69	я не понимаю	1	1
70	таким образом что	2	1
71	представьте себе что	1	1
72	и может быть	4	1
73	и все время	1	1
74	этот закон и	1	1
75	сводится к тому	2	1
76	вместе с тем	2	1
77	все дело в	1	1
78	мы выше назвали	1	1
79	и к тому	1	1
80	даже больше того	1	1
81	но все дело	1	1
82	он может быть	1	1
83	также и в	1	1
84	нет никакой возможности	2	1
85	внимание на то	2	1
86	точки к другой	1	1
87	мы указали только	1	1
88	одной точки к	1	1
89	и даже больше	1	1
90	начала и конца	1	1
91	том что это	1	1
92	тому что в	1	1
93	никогда не можем	1	1
94	и в то	1	1
95	и уже одно	1	1
96	что все эти	1	1
97	и т п	3	1
98	в сущности говоря	2	1
99	в отдельности а	1	1
100	кажется как бы	1	1
101	по себе может	1	1
102	только в самом	1	1
103	д все это	1	1
104	не то что	3	1
105	из них не	1	1
106	свой смысл и	1	1
107	в это время	2	1
108	как раз в	4	1
109	того чтобы мы	1	1
110	все это в	1	1
111	то время как	2	1
112	и для этого	1	1
113	в этой сцене	1	1
114	только с одним	1	1
115	же как и	1	1
116	если бы мы	2	1
117	один из них	1	1
118	не только в	1	1
119	и с точки	1	1
120	представляет из себя	1	1
121	на первый взгляд	1	1
122	так как это	3	1
123	и никак не	1	1
124	в этой пьесе	1	1
125	действительности и что	1	1
126	ничего подобного в	1	1
127	превращает их в	2	1
128	от одной точки	1	1
129	перед нами в	1	1
130	за последние десятилетия	1	1
131	они указывают на	1	1
132	несет в себе	3	1
133	бы то ни	1	1
134	не для того	3	1
135	вовсе не то	1	1
136	и так как	1	1
137	а не в	1	1
138	и только что	2	1
139	самое и в	1	1
140	же самое и	2	1
141	уже одно это	1	1
142	есть не просто	1	1
143	вовсе не из	1	1
144	но и вообще	1	1
145	не было бы	1	1
146	а то что	1	1
147	решающую роль играет	1	1
148	т д все	1	1
149	таким образом в	2	1
150	взятый сам по	1	1
151	указали только на	1	1
152	к такого рода	1	1
153	потому что все	1	1
154	что в этой	2	1
155	заключается в том	3	1
156	в то время	2	1
157	может быть это	2	1
158	в том чтобы	3	1
159	между тем и	1	1
160	ни одна из	1	1
161	то есть как	1	1
162	мы будем говорить	1	1
163	и в результате	1	1
164	и все прочее	1	1
165	как мы уже	1	1
166	к тому что	5	1
167	но вместо этого	1	1
168	это не просто	3	1
169	это то что	1	1
170	в том и	1	1
171	и что он	2	1
172	мы встречаемся с	1	1
173	смысл и свое	1	1
174	и ни на	1	1
175	никак не может	2	1
176	все необходимые для	1	1
177	и не весь	1	1
178	к тому же	2	1
179	говорит нам о	1	1
180	и так до	1	1
