N	2gram	Voloshinov_1	FransuaR
1	и в	38	45
2	то есть	4	25
3	и т.п	21	16
4	и не	14	15
5	в этом	10	14
6	но в	5	14
7	не только	27	14
8	во всех	6	13
9	и его	7	13
10	в его	6	13
11	как бы	28	12
12	что в	1	12
13	то же	14	11
14	в своем	1	11
15	в то	9	11
16	в романе	1	11
17	в нем	4	10
18	и с	5	10
19	как и	10	10
20	в том	2	10
21	но и	13	10
22	прежде всего	21	10
23	же время	7	9
24	в ней	8	8
25	таким образом	7	8
26	с миром	1	8
27	в самой	1	8
28	как мы	9	8
29	мира и	1	8
30	жизни и	3	8
31	вовсе не	2	8
32	так же	4	8
33	также и	2	7
34	с его	7	7
35	мы видели	5	7
36	том что	3	7
37	не в	6	7
38	потому что	5	7
39	что и	3	7
40	в конце	6	7
41	и все	4	7
42	все это	4	7
43	здесь не	2	6
44	в этой	6	6
45	он не	2	6
46	всех этих	1	6
47	весь мир	1	6
48	мысли и	1	6
49	того чтобы	7	6
50	связи с	3	6
51	так и	6	6
52	что он	2	6
53	так как	7	6
54	для того	9	6
55	одним из	1	5
56	например в	1	5
57	самом деле	4	5
58	на самом	3	5
59	это и	1	5
60	и на	6	5
61	хотя и	3	5
62	и как	9	5
63	и к	4	5
64	в себя	1	5
65	все эти	2	5
66	на этом	1	5
67	форм и	1	5
68	его в	4	5
69	страха и	1	5
70	с ним	2	5
71	этом отношении	2	5
72	мы видим	3	5
73	одной из	2	5
74	человека с	2	5
75	и их	5	5
76	как раз	1	5
77	в связи	2	5
78	не может	12	5
79	но это	2	5
80	от всех	1	5
81	же как	1	4
82	мы уже	10	4
83	той же	5	4
84	его не	2	4
85	мы не	9	4
86	и о	1	4
87	в сущности	1	4
88	но не	2	4
89	в общем	1	4
90	перед нами	3	4
91	кроме того	2	4
92	в самом	4	4
93	тому же	2	4
94	первой части	1	4
95	по своему	3	4
96	об этом	3	4
97	зрения на	2	4
98	не мог	3	4
99	точки зрения	10	4
100	в их	1	4
101	в основе	2	4
102	у него	1	4
103	и это	7	4
104	можно было	4	4
105	здесь как	1	4
106	ничего не	8	4
107	и здесь	3	4
108	о том	4	4
109	и во	1	4
110	связаны с	4	4
111	только в	6	4
112	в первой	2	4
113	с этим	2	4
114	и даже	3	4
115	здесь в	1	4
116	сказать что	3	4
117	а не	6	4
118	его как	1	4
119	как это	5	4
120	и от	7	4
121	бы в	5	4
122	все они	1	4
123	а в	5	4
124	ведь и	2	3
125	хлеб и	1	3
126	того же	1	3
127	и он	2	3
128	из этих	1	3
129	как в	2	3
130	в одной	1	3
131	роль играет	2	3
132	как он	1	3
133	вообще не	1	3
134	связанные с	2	3
135	и вот	3	3
136	на площади	1	3
137	связанных с	3	3
138	здесь нет	1	3
139	говорить в	2	3
140	ни в	1	3
141	до сих	1	3
142	в своей	2	3
143	в которых	2	3
144	не менее	1	3
145	и вино	1	3
146	но они	1	3
147	здесь же	1	3
148	тела и	1	3
149	от того	3	3
150	от их	2	3
151	с полной	1	3
152	в другом	1	3
153	этой жизни	1	3
154	и внутреннее	1	3
155	жизни он	1	3
156	нуждается в	2	3
157	это не	3	3
158	именно в	1	3
159	того что	4	3
160	и одновременно	1	3
161	словом и	3	3
162	для всех	2	3
163	есть в	1	3
164	для него	3	3
165	в одном	3	3
166	не было	2	3
167	еще и	2	3
168	о чем	1	3
169	там где	1	3
170	связь с	2	3
171	вместе с	5	3
172	от страха	1	3
173	в течение	1	3
174	сих пор	2	3
175	и для	3	3
176	с помощью	6	3
177	и ни	2	3
178	на этот	1	3
179	и другие	1	3
180	но вернемся	1	2
181	можно говорить	1	2
182	чтобы не	1	2
183	и есть	1	2
184	с точки	5	2
185	и до	1	2
186	и больше	2	2
187	мы говорили	2	2
188	говорить о	1	2
189	всего сказанного	1	2
190	в целом	4	2
191	слово на	1	2
192	в чем	1	2
193	в сторону	1	2
194	нет и	3	2
195	относится к	2	2
196	в истории	1	2
197	независимо от	5	2
198	все же	7	2
199	когда он	1	2
200	и наконец	5	2
201	может послужить	1	2
202	от этого	1	2
203	не будем	1	2
204	что это	4	2
205	он в	1	2
206	еще один	1	2
207	роль в	3	2
208	и если	1	2
209	при этом	9	2
210	перестает быть	1	2
211	происходит как	2	2
212	он должен	3	2
213	в начале	3	2
214	так например	1	2
215	том же	1	2
216	конечно в	1	2
217	на все	1	2
218	лишь в	4	2
219	с которой	1	2
220	было бы	7	2
221	для них	2	2
222	с тем	8	2
223	несмотря на	2	2
224	когда в	1	2
225	в г	1	2
226	во второй	3	2
227	и без	4	2
228	нельзя было	1	2
229	но эта	2	2
230	точку зрения	3	2
231	в отношении	2	2
232	что эта	1	2
233	если в	1	2
234	на него	4	2
235	слова но	3	2
236	видим что	2	2
237	не могут	1	2
238	и слова	1	2
239	к тому	4	2
240	должен быть	2	2
241	если мы	4	2
242	говорили что	1	2
243	и что	1	2
244	еще в	1	2
245	и вообще	2	2
246	же самое	5	2
247	вот это	1	2
248	другом месте	1	2
249	и т.д	21	2
250	и та	1	2
251	но мы	2	2
252	как ее	1	2
253	можно сказать	4	2
254	в значительной	2	2
255	на всех	1	2
256	к нему	2	2
257	между тем	3	2
258	этих слов	3	2
259	сказанного нами	1	2
260	всякого рода	1	2
261	ли он	2	2
262	уже говорили	1	2
263	в эти	1	2
264	в качестве	4	2
265	в большинстве	1	2
266	значение и	1	2
267	большинстве случаев	1	2
268	роль и	1	2
269	мы можем	7	2
270	может быть	13	2
271	заметить что	2	2
272	в особенности	1	2
273	превращается в	1	2
274	один из	4	2
275	и выражений	1	2
276	на эту	1	2
277	человеческой культуры	1	2
278	здесь только	1	2
279	и слово	3	2
280	в одно	1	2
281	конечно не	3	2
282	слова и	5	2
283	своей жизни	5	2
284	на улице	1	2
285	чтобы его	1	2
286	хотя бы	18	2
287	то что	8	2
288	к этому	2	2
289	с новыми	1	1
290	вряд ли	3	1
291	также что	1	1
292	принимает форму	1	1
293	не остается	1	1
294	он может	1	1
295	него почти	1	1
296	просто но	1	1
297	выражения как	2	1
298	раньше в	1	1
299	то в	1	1
300	тем же	3	1
301	не имеют	1	1
302	в какой-то	2	1
303	и этот	1	1
304	нечто что	1	1
305	есть не	2	1
306	для выражения	1	1
307	нуждаются в	2	1
308	которую мы	1	1
309	та же	3	1
310	это торжество	1	1
311	нам в	3	1
312	ясной и	1	1
313	на эти	2	1
314	в трудовой	1	1
315	только благодаря	2	1
316	время только	1	1
317	в ход	1	1
318	не совсем	1	1
319	в числе	1	1
320	жизни это	2	1
321	и официальной	1	1
322	чем больше	1	1
323	защиты от	1	1
324	но чем	1	1
325	столь же	1	1
326	людей это	1	1
327	служит для	1	1
328	природу в	1	1
329	есть такие	1	1
330	тем как	1	1
331	с реальной	1	1
332	то мы	3	1
333	и всего	2	1
334	видели что	3	1
335	но как	2	1
336	же на	1	1
337	одном и	1	1
338	двух еще	1	1
339	этот тон	1	1
340	конечном счете	1	1
341	не просто	2	1
342	значение имеет	1	1
343	шаг к	1	1
344	за пределы	1	1
345	где бы	1	1
346	мы обязаны	1	1
347	характер и	1	1
348	более чем	1	1
349	если она	1	1
350	его со	1	1
351	и где	1	1
352	понять и	1	1
353	целый ряд	3	1
354	и внутреннюю	1	1
355	связанный с	2	1
356	далее из	1	1
357	где все	1	1
358	интонацией с	2	1
359	сливается с	1	1
360	бы и	2	1
361	формы в	1	1
362	бы не	2	1
363	всей своей	1	1
364	тем он	1	1
365	сословия и	1	1
366	общественного человека	1	1
367	в себе	9	1
368	другом случае	1	1
369	самым существенным	1	1
370	на иной	1	1
371	были связаны	1	1
372	какую роль	3	1
373	на то	1	1
374	человек не	2	1
375	в наших	1	1
376	так сказать	4	1
377	и положения	1	1
378	это связано	1	1
379	время и	1	1
380	он ни	1	1
381	а скорее	1	1
382	о которой	1	1
383	которой не	1	1
384	эту задачу	1	1
385	не как	1	1
386	котором мы	1	1
387	характер в	1	1
388	но вместе	1	1
389	одной и	2	1
390	оно также	1	1
391	смысле как	1	1
392	в основу	1	1
393	но все	4	1
394	человека в	2	1
395	значительной степени	2	1
396	а затем	1	1
397	и характер	1	1
398	целое как	1	1
399	в мире	2	1
400	и неизбежно	1	1
401	и внутренняя	3	1
402	мог он	1	1
403	речью и	1	1
404	было в	4	1
405	дома и	1	1
406	бы нам	2	1
407	нас есть	1	1
408	должен был	1	1
409	чаще всего	3	1
410	в жизни	2	1
411	и находит	1	1
412	солнце и	1	1
413	этом мы	3	1
414	но уже	1	1
415	его было	1	1
416	одна и	1	1
417	как таковой	3	1
418	и того	1	1
419	между ними	3	1
420	нужно было	2	1
421	его нельзя	1	1
422	с ума	1	1
423	в котором	3	1
424	бы к	1	1
425	жизни с	1	1
426	что я	1	1
427	должны были	2	1
428	и той	5	1
429	в поэме	1	1
430	которые в	2	1
431	обращение к	1	1
432	тем не	1	1
433	их в	3	1
434	для большей	1	1
435	на его	5	1
436	не должно	2	1
437	что этот	1	1
438	превратилось в	1	1
439	и вся	1	1
440	тому что	5	1
441	раз и	1	1
442	без него	1	1
443	теми или	1	1
444	своих высказываний	2	1
445	вложена в	1	1
446	заимствованных из	1	1
447	бытом и	1	1
448	одну особенность	1	1
449	граница между	1	1
450	наконец и	1	1
451	тогда когда	1	1
452	того как	1	1
453	одна из	1	1
454	ее с	2	1
455	своего героя	2	1
456	в процессе	6	1
457	это всегда	1	1
458	путь развития	1	1
459	мы все	1	1
460	этого конечно	1	1
461	принадлежит к	1	1
462	следовательно и	1	1
463	никогда не	7	1
464	и всегда	1	1
465	слово и	3	1
466	людей так	1	1
467	при всем	2	1
468	находясь в	1	1
469	и выражение	1	1
470	в дни	1	1
471	связанное с	1	1
472	связь и	3	1
473	на природу	1	1
474	же этот	1	1
475	это слово	2	1
476	же он	1	1
477	свидетельствуют о	1	1
478	как будто	1	1
479	образом здесь	1	1
480	в области	5	1
481	и социального	3	1
482	может показаться	3	1
483	к той	1	1
484	у нас	4	1
485	еще говорить	1	1
486	все то	2	1
487	и такие	1	1
488	это конечно	1	1
489	как только	4	1
490	той или	3	1
491	для его	1	1
492	в наши	1	1
493	участвуют в	1	1
494	что при	1	1
495	и потому	2	1
496	из ее	1	1
497	не поймем	2	1
498	и самое	1	1
499	свою очередь	4	1
500	и сами	1	1
501	это только	1	1
502	ведь они	1	1
503	без всякого	1	1
504	в организации	1	1
505	какую громадную	1	1
506	в произведении	1	1
507	никак не	1	1
508	в дальнейшем	2	1
509	и когда	2	1
510	и сам	2	1
511	что у	3	1
512	те же	4	1
513	времени и	2	1
514	еще не	3	1
515	к самой	1	1
516	в скрытой	1	1
517	понятно что	1	1
518	поэтому в	1	1
519	если бы	4	1
520	собой и	1	1
521	для этого	1	1
522	будет уже	1	1
523	значительно позже	1	1
524	движения и	1	1
525	именно потому	1	1
526	на вопрос	1	1
527	и поэтому	3	1
528	другими словами	7	1
529	или на	1	1
530	мысли мы	1	1
531	все его	1	1
532	в конечном	1	1
533	связь между	2	1
534	на протяжении	1	1
535	которой мы	4	1
536	определяется чисто	1	1
537	в форме	6	1
538	смысла этого	1	1
539	в знак	1	1
540	тем более	1	1
541	в середине	2	1
542	трудового процесса	2	1
543	слов и	7	1
544	скрытой форме	1	1
545	которой должен	1	1
546	большое количество	1	1
547	тот же	2	1
548	которым мы	1	1
549	с ними	1	1
550	от всего	1	1
551	верно но	1	1
552	и является	5	1
553	внешней стороне	1	1
554	на несколько	1	1
555	между этими	1	1
556	но то	1	1
557	не будет	3	1
558	себя в	4	1
559	и звоном	1	1
560	можно как	1	1
561	построения и	3	1
562	это ни	1	1
563	времени когда	1	1
564	не можем	1	1
565	и политической	1	1
566	к правильному	1	1
567	только тогда	2	1
568	свидетельствует о	1	1
569	является не	1	1
570	речи без	1	1
571	в душе	2	1
572	из них	3	1
573	его и	3	1
574	себе в	2	1
575	или иными	1	1
576	руки и	1	1
577	можно с	1	1
578	не о	1	1
579	друг друга	2	1
580	точнее говоря	1	1
581	никакого отношения	1	1
582	и тему	1	1
583	и будет	1	1
584	тем что	2	1
585	к одной	1	1
586	когда во	1	1
587	иное как	2	1
588	нами не	1	1
589	или иной	4	1
590	за ними	2	1
591	теперь нам	1	1
592	к которому	1	1
593	что иное	2	1
594	души и	1	1
595	что для	1	1
596	связано с	2	1
597	и пр	4	1
598	не знает	3	1
599	и труд	1	1
600	представления о	1	1
601	и своим	1	1
602	в комнате	1	1
603	же точно	1	1
604	громадную роль	1	1
605	для человека	1	1
606	со своими	1	1
607	сейчас же	1	1
608	и том	1	1
609	если не	3	1
610	должна была	2	1
611	именно поэтому	1	1
612	но оно	1	1
613	так называемой	4	1
614	в частности	3	1
615	людей было	1	1
616	ни на	3	1
617	из трех	2	1
618	в предыдущей	2	1
619	этот мотив	1	1
620	поэтому если	1	1
621	человек должен	1	1
622	к своему	4	1
623	должен будет	1	1
624	в той	5	1
625	мы сразу	1	1
626	которые по	1	1
627	да и	4	1
628	нового мира	1	1
629	в человеческом	1	1
630	понимать как	1	1
631	не дана	1	1
632	этого слова	3	1
633	ему в	1	1
634	еще раз	1	1
635	где-то между	1	1
636	общественной жизни	10	1
637	в так	2	1
638	это выражение	2	1
639	стоит только	1	1
640	говорить что	1	1
641	которые были	1	1
642	которого она	1	1
643	и общественной	1	1
644	в более	1	1
645	на самой	1	1
646	это уже	1	1
647	одного и	1	1
648	всегда будет	1	1
649	не существует	4	1
650	борьбы человека	1	1
651	еще более	2	1
652	вопросом о	1	1
653	вполне понятно	1	1
654	и порядок	1	1
655	но зато	1	1
656	на языке	1	1
657	они завершают	1	1
658	вслед за	1	1
659	в слова	1	1
660	но вот	3	1
661	человека не	4	1
662	причем они	1	1
663	мы сможем	2	1
664	от лица	2	1
665	слово в	2	1
666	в свою	6	1
667	и эта	3	1
668	и при	2	1
669	речи и	6	1
670	за столом	2	1
671	не что	4	1
672	только о	1	1
673	в виде	1	1
674	важно для	1	1
675	но еще	1	1
676	в таком	1	1
677	социального положения	1	1
