N	2gram	Savitsky_E_1	Tvorches
1	и в	37	20
2	и т	1	13
3	не только	18	13
4	т д	1	11
5	никогда не	3	11
6	как бы	6	11
7	таким образом	2	10
8	в то	16	10
9	в его	2	10
10	и его	1	9
11	и не	14	9
12	при этом	1	8
13	и с	2	8
14	в том	11	8
15	может быть	6	8
16	в этом	12	8
17	прежде всего	9	8
18	но и	14	8
19	то же	15	7
20	представление о	2	7
21	же время	14	7
22	наряду с	2	7
23	потому что	3	7
24	не может	9	7
25	что в	21	7
26	как и	7	6
27	в своей	8	6
28	так и	10	6
29	именно в	4	6
30	а не	2	6
31	например в	1	5
32	и на	6	5
33	но не	5	5
34	все же	1	5
35	в этой	2	5
36	и сам	1	5
37	в мире	2	5
38	то есть	6	5
39	о том	3	5
40	и даже	6	5
41	но это	1	5
42	так же	9	5
43	мы не	4	4
44	все эти	1	4
45	отнюдь не	9	4
46	как в	3	4
47	хотя и	2	4
48	когда он	3	4
49	но в	14	4
50	не в	5	4
51	на его	1	4
52	в принципе	1	4
53	об этом	1	4
54	соответствии с	1	4
55	если бы	2	4
56	тем самым	5	4
57	по нашему	3	4
58	в известной	3	4
59	мы видим	2	4
60	а в	2	4
61	нашему мнению	2	4
62	в соответствии	1	4
63	если не	1	4
64	и потому	5	4
65	и от	3	4
66	том что	6	4
67	же как	5	3
68	и отчасти	2	3
69	на западе	1	3
70	он сам	2	3
71	по отношению	1	3
72	тогда как	1	3
73	в одной	1	3
74	в себе	9	3
75	в нем	1	3
76	он не	2	3
77	а затем	1	3
78	и мы	3	3
79	в самом	4	3
80	в котором	2	3
81	в их	11	3
82	место в	3	3
83	в которых	3	3
84	тем что	3	3
85	одна из	1	3
86	казалось бы	1	3
87	и это	1	3
88	быть может	1	3
89	с ним	1	3
90	любви к	1	3
91	между тем	8	3
92	этот вопрос	2	3
93	уже не	1	3
94	в начале	1	3
95	для него	1	3
96	в современном	1	3
97	так как	7	3
98	то что	6	3
99	что не	1	3
100	xx века	1	3
101	вместе с	2	3
102	с этой	6	3
103	нет ничего	1	3
104	один из	1	3
105	не является	3	3
106	по самой	1	3
107	жизни в	3	3
108	одной из	5	3
109	в своих	2	3
110	в таком	3	3
111	как известно	1	2
112	по преимуществу	2	2
113	говорить о	1	2
114	этот факт	3	2
115	в ее	8	2
116	во многом	2	2
117	в истории	2	2
118	и поэтому	2	2
119	и наконец	2	2
120	имеет в	2	2
121	в этот	1	2
122	тому же	1	2
123	во многих	4	2
124	и если	2	2
125	и по	5	2
126	том же	1	2
127	при помощи	2	2
128	такой же	2	2
129	и еще	2	2
130	в такой	1	2
131	в отличие	1	2
132	одном из	2	2
133	не менее	1	2
134	в процессе	4	2
135	другой стороны	2	2
136	что на	2	2
137	у нас	1	2
138	и далее	1	2
139	могут быть	2	2
140	ли не	1	2
141	как по	1	2
142	сводится к	1	2
143	и что	2	2
144	что его	1	2
