N	3gram	Bakhtin_Fr_2	TeoriaLi
1	по отношению к	1	8
2	в том что	1	6
3	то же время	6	6
4	в то же	6	6
5	того или иного	1	5
6	с другой стороны	3	3
7	можно сказать что	2	3
8	так и его	1	2
9	с точки зрения	5	2
10	при этом что	1	2
11	но он не	1	2
12	с одной стороны	3	2
13	лишь в самом	1	2
14	не только не	1	2
15	не может быть	4	2
16	как и в	1	2
17	но прежде всего	3	1
18	к однозначности и	1	1
19	типа так в	1	1
20	дело в том	1	1
21	имеем в виду	2	1
22	подобно тому как	2	1
23	в настоящее время	1	1
24	один из характернейших	1	1
25	серьезного отношения к	1	1
26	в этом случае	1	1
27	в одной из	1	1
28	и теперь в	1	1
29	в целом ряде	1	1
30	и в то	2	1
31	ни в коем	1	1
32	не входит в	1	1
33	только то что	2	1
34	в коем случае	1	1
35	именно в этом	1	1
36	до известной степени	1	1
37	в значительной степени	2	1
38	содержит в себе	2	1
39	в художественном произведении	1	1
40	таким образом и	1	1
41	в области художественного	1	1
42	отношения к миру	1	1
43	не могут быть	1	1
44	шире и глубже	1	1
45	в первую очередь	1	1
46	подчеркнуть при этом	1	1
47	о том что	3	1
48	включает в себя	2	1
49	же время эти	1	1
50	и прежде всего	1	1
51	но в то	3	1
52	мы имеем в	1	1
53	в большинстве случаев	1	1
54	для того чтобы	1	1
55	о мире и	3	1
