N	2gram	Voloshinov_1	Psycholo
1	и в	12	38
2	то что	5	35
3	все время	6	30
4	в том	6	25
5	в самом	4	25
6	самом деле	3	21
7	что в	2	20
8	может быть	14	19
9	и что	2	18
10	что она	1	16
11	точки зрения	14	16
12	в ней	6	15
13	то есть	1	15
14	том что	5	14
15	если бы	9	14
16	как бы	13	14
17	в этом	4	13
18	и мы	1	13
19	совершенно ясно	1	13
20	не только	4	12
21	таким образом	12	12
22	было бы	1	12
23	не в	4	12
24	мы увидим	1	12
25	то же	5	10
26	что это	1	10
27	и не	10	10
28	же самое	2	10
29	и все	2	10
30	увидим что	1	9
31	с точки	2	9
32	того чтобы	1	9
33	в двух	1	9
34	и то	2	8
35	все же	4	8
36	как и	5	8
37	в одном	1	8
38	и это	1	8
39	вовсе не	1	8
40	перед нами	1	8
41	для нас	7	8
42	из этого	3	8
43	показать что	1	7
44	мы уже	1	7
45	с другой	4	7
46	мы можем	2	7
47	не может	16	7
48	все то	1	7
49	как мы	1	7
50	в ее	1	7
51	между тем	3	7
52	а не	5	7
53	и на	4	6
54	как это	2	6
55	он не	2	6
56	мы видели	1	6
57	в котором	3	6
58	она не	2	6
59	самого начала	1	6
60	и его	13	6
61	к тому	1	6
62	с самого	1	6
63	ясно что	3	6
64	и здесь	2	6
65	о том	3	6
66	второй план	1	6
67	с одной	2	6
68	если мы	1	6
69	так как	9	6
70	до сих	3	6
71	там где	2	6
72	должна быть	5	5
73	мы не	3	5
74	в своем	2	5
75	на этом	1	5
76	в другом	1	5
77	несмотря на	1	5
78	в своей	3	5
79	в поэтической	1	5
80	в его	2	5
81	в какой	2	5
82	но и	3	5
83	одной стороны	2	5
84	вместе с	2	5
85	сих пор	3	5
86	другой стороны	2	5
87	время как	1	4
88	во всех	1	4
89	не то	1	4
90	что они	1	4
91	как в	5	4
92	когда он	3	4
93	в целом	1	4
94	все эти	3	4
95	в себе	3	4
96	в нем	6	4
97	при этом	6	4
98	здесь мы	1	4
99	смысл и	2	4
100	но если	1	4
101	из него	2	4
102	никогда не	5	4
103	как будто	1	4
104	мы все	4	4
105	и совершенно	2	4
106	в виду	5	4
107	образом мы	1	4
108	что и	2	4
109	только в	6	4
110	конечно не	3	4
111	не можем	1	4
112	при помощи	1	4
113	у него	1	4
114	того что	3	4
115	мы могли	1	4
116	и для	3	4
117	в свою	1	4
118	сказать что	7	4
119	едва ли	2	3
120	и значение	2	3
121	и к	4	3
122	но в	5	3
123	та же	1	3
124	не к	3	3
125	одно и	2	3
126	что все	1	3
127	конечно в	2	3
128	его в	4	3
129	и тем	1	3
130	ни в	3	3
131	в них	3	3
132	далеко не	1	3
133	со всей	1	3
134	в такой	3	3
135	она в	1	3
136	место в	2	3
137	с уверенностью	1	3
138	бы не	2	3
139	в то	2	3
140	весь этот	1	3
141	в основе	1	3
142	как только	2	3
143	на это	2	3
144	и о	1	3
145	из двух	1	3
146	и которые	1	3
147	наряду с	1	3
148	из одного	1	3
149	и только	1	3
150	здесь не	3	3
151	тот же	1	3
152	дано в	1	3
153	не так	2	3
154	к ним	2	3
155	что не	4	3
156	так называемой	3	3
157	это только	1	3
158	как если	4	3
159	только для	1	3
160	но это	2	3
161	все это	3	3
162	она должна	1	3
163	такой степени	1	3
164	к этому	2	3
165	как на	2	3
166	в таком	1	3
167	от этой	2	2
168	например в	1	2
169	на самом	4	2
170	по преимуществу	1	2
171	не имеют	1	2
172	и больше	1	2
173	совпадает с	2	2
174	степени не	1	2
175	между собой	2	2
176	на их	1	2
177	столь же	1	2
178	в общем	1	2
179	отнюдь не	5	2
180	в истории	1	2
181	в одной	1	2
182	что именно	1	2
183	как к	3	2
184	более и	1	2
185	и наконец	3	2
186	лучшем случае	1	2
187	думать что	1	2
188	по самому	1	2
189	и вот	1	2
190	и по	3	2
191	не совпадает	1	2
192	и дает	2	2
193	она стала	1	2
194	из нее	1	2
195	и уже	3	2
196	такой же	2	2
197	автора и	2	2
198	места в	1	2
199	и ее	3	2
200	признать что	1	2
201	и более	3	2
202	том и	1	2
203	в этих	2	2
204	можем сказать	2	2
205	все более	1	2
206	она могла	1	2
207	в русской	1	2
208	ничего не	2	2
209	у нас	1	2
210	можем мы	1	2
211	не могут	1	2
212	когда мы	1	2
213	что оно	1	2
214	с ее	1	2
215	свою очередь	1	2
216	данном случае	2	2
217	бы действительно	1	2
218	только то	1	2
219	действия и	2	2
220	то время	1	2
221	по аналогии	1	2
222	мы в	2	2
223	для этого	1	2
224	с ним	3	2
225	и та	2	2
226	но мы	2	2
227	и который	1	2
228	аналогии с	1	2
229	и во	1	2
230	что поэт	2	2
231	слов и	1	2
232	и следовательно	5	2
233	что здесь	1	2
234	поэтического стиля	1	2
235	по мнению	1	2
236	нам удалось	1	2
237	это же	1	2
238	все они	2	2
239	в качестве	1	2
240	есть в	1	2
241	уже не	4	2
242	или не	3	2
243	в виде	1	2
244	одно из	1	2
245	для него	3	2
246	всяком случае	1	2
247	но что	2	2
248	для художественного	1	2
249	на примере	2	2
250	как же	2	2
251	а с	1	2
252	говорит о	1	2
253	до конца	2	2
254	уверенностью сказать	1	2
255	стиле и	1	2
256	к его	2	2
257	хотя бы	5	2
258	в данном	2	2
259	есть только	1	2
260	с этой	2	2
261	при таком	1	2
262	не должна	3	2
263	так же	3	2
264	его к	2	2
265	нам не	1	2
266	в лучшем	1	2
267	была бы	2	2
268	имеет место	2	2
269	и другие	2	2
270	они не	1	2
271	во всяком	1	2
272	а между	1	1
273	же как	1	1
274	именно эта	1	1
275	чтобы не	1	1
276	художественного произведения	7	1
277	и потому	2	1
278	словами и	2	1
279	это и	1	1
280	вразрез с	1	1
281	относятся к	1	1
282	нам кажется	1	1
283	из его	1	1
284	и самое	2	1
285	самому существу	1	1
286	высшей степени	1	1
287	в зависимости	2	1
288	что мы	5	1
289	к художественному	1	1
290	мы имеем	2	1
291	что уже	1	1
292	стиля в	1	1
293	он как	1	1
294	и стиль	1	1
295	невозможно указать	1	1
296	на себя	1	1
297	и такой	1	1
298	что можно	1	1
299	и он	1	1
300	не остается	2	1
301	быть понято	1	1
302	еще не	3	1
303	заключена в	1	1
304	свои права	1	1
305	является просто	1	1
306	в чем	2	1
307	с его	2	1
308	то мы	1	1
309	но конечно	2	1
310	но не	2	1
311	на основе	1	1
312	отношение к	4	1
313	в свои	1	1
314	один и	1	1
315	стал бы	1	1
316	относится к	2	1
317	его это	1	1
318	они ни	2	1
319	независимо от	2	1
320	с чисто	2	1
321	она как	1	1
322	все остальные	1	1
323	кроме того	2	1
324	хотя и	1	1
325	же те	1	1
326	имеет в	3	1
327	более или	1	1
328	о самом	1	1
329	то в	1	1
330	в себя	2	1
331	ситуации в	1	1
332	и тот	1	1
333	зависимости от	4	1
334	было дано	1	1
335	имеем в	2	1
336	и те	2	1
337	дальше и	1	1
338	образом для	1	1
339	к герою	3	1
340	на одну	1	1
341	не как	1	1
342	однако он	1	1
343	в корне	2	1
344	часто автор	1	1
345	подобно тому	1	1
346	но все	2	1
347	и с	3	1
348	с другими	2	1
349	для нее	1	1
350	это не	2	1
351	деле в	1	1
352	отражение в	1	1
353	в жизни	5	1
354	кажется что	1	1
355	для них	1	1
356	но уже	1	1
357	в интонациях	1	1
358	в высшей	1	1
359	все равно	1	1
360	мы обычно	1	1
361	в слове	1	1
362	не ради	1	1
363	о чем	1	1
364	двух направлениях	3	1
365	и было	1	1
366	должно быть	1	1
367	обратимся к	1	1
368	и тогда	1	1
369	еще раз	2	1
370	и становится	1	1
371	или менее	1	1
372	мы попытаемся	1	1
373	о ком	2	1
374	из общего	3	1
375	нас не	1	1
376	это делает	1	1
377	ему событие	1	1
378	что до	1	1
379	бы мы	3	1
380	но эта	1	1
381	не заключена	1	1
382	и почти	1	1
383	и вообще	3	1
384	неодушевленные предметы	1	1
385	намека на	1	1
386	с окружающей	3	1
387	случае мы	1	1
388	и вся	1	1
389	одна сторона	1	1
390	поэтического произведения	3	1
391	человек и	1	1
392	с которой	1	1
393	дает ложное	1	1
394	как о	1	1
395	и форму	1	1
396	дело в	4	1
397	здесь на	1	1
398	и притом	2	1
399	на него	2	1
400	героев и	2	1
401	это мы	1	1
402	этими словами	1	1
403	поэтическое произведение	5	1
404	этих двух	2	1
405	направлениях и	1	1
406	итоги нашему	1	1
407	бы по	1	1
408	поэтической формы	1	1
409	с таким	1	1
410	этом отношении	1	1
411	представлять себе	1	1
412	в стиле	1	1
413	конечно только	1	1
414	и оно	1	1
415	выросла из	1	1
416	подвести итоги	1	1
417	в окончательном	1	1
