N	2gram	Voloshinov_1	VeschiIm
1	не есть	1	49
2	не может	12	33
3	не только	27	31
4	может быть	13	29
5	и не	14	28
6	и в	38	26
7	вещи и	1	24
8	то что	8	24
9	и есть	1	23
10	а не	6	20
11	не просто	2	18
12	что я	1	16
13	и следовательно	5	15
14	только в	6	14
15	по себе	1	13
16	и что	1	13
17	того что	4	13
18	и то	3	12
19	есть не	2	12
20	все же	7	12
21	в себя	1	12
22	что это	4	12
23	было бы	7	12
24	но и	13	12
25	сказать что	3	12
26	таким образом	7	11
27	что же	8	11
28	и больше	2	10
29	то же	14	10
30	в ней	8	10
31	не значит	1	10
32	как бы	28	10
33	что такое	4	10
34	потому что	5	10
35	вещи как	1	10
36	уже не	4	10
37	что мы	11	10
38	в самом	4	9
39	и с	5	9
40	в том	2	9
41	еще и	2	9
42	прежде всего	21	9
43	есть явление	1	9
44	что иное	2	8
45	иное как	2	8
46	в себе	9	8
47	на то	1	8
48	и это	7	8
49	ничего не	8	8
50	но это	2	8
51	не что	4	8
52	также и	2	7
53	говорить о	1	7
54	если она	1	7
55	в этом	10	7
56	не будет	3	7
57	его в	4	7
58	с другими	2	7
59	том что	3	7
60	в то	9	7
61	что оно	3	7
62	как с	2	7
63	себя в	4	7
64	и их	5	7
65	так как	7	7
66	как раз	1	7
67	и пр	4	7
68	от всего	1	7
69	совершенно не	3	7
70	со стороны	1	6
71	и как	9	6
72	но в	5	6
73	бы и	2	6
74	одно и	4	6
75	бытие и	1	6
76	точки зрения	10	6
77	но если	1	6
78	по крайней	1	6
79	необходимо чтобы	3	6
80	с ним	2	6
81	ее не	1	6
82	она не	1	6
83	можно было	4	6
84	ясно что	2	6
85	должно быть	2	6
86	крайней мере	1	6
87	так что	1	6
88	если мы	4	6
89	для него	3	6
90	но что	3	6
91	относится к	2	6
92	когда мы	6	6
93	в результате	1	6
94	жизни и	3	6
95	что в	1	6
96	того же	1	5
97	это и	1	5
98	и до	1	5
99	ведь и	2	5
100	в сущности	1	5
101	на себя	1	5
102	в чем	1	5
103	но не	2	5
104	отнюдь не	10	5
105	как к	1	5
