N	3gram	Propp_Isto_7	Dialekti
1	и т д	16	15
2	с точки зрения	1	8
3	это значит что	1	8
4	сама по себе	1	7
5	в том что	4	6
6	и та же	1	4
7	в связи с	1	4
8	одна и та	1	4
9	о том что	5	4
10	с другой стороны	8	4
11	и может быть	1	3
12	в самом деле	1	3
13	то время как	2	3
14	т е в	2	3
15	не может быть	3	3
16	в то время	2	3
17	мы уже знаем	3	3
18	не в состоянии	1	2
19	а потом уже	1	2
20	более или менее	1	2
21	т д и	1	2
22	до сих пор	2	2
23	в зависимости от	1	2
24	и т п	1	2
25	и все в	1	2
26	с тех пор	1	2
27	в данном случае	3	2
28	не только в	5	2
29	так как это	1	2
30	тем не менее	4	2
31	но это не	2	2
32	в нем и	1	2
33	то же самое	1	2
34	нуждается ни в	1	1
35	уже знаем что	2	1
36	и не стоит	1	1
37	только потому что	1	1
38	все это ведет	1	1
39	жениться на ней	1	1
40	то это значит	1	1
41	мере того как	1	1
42	весь миф о	1	1
43	что это значит?	1	1
44	ни в каких	1	1
45	по мере того	1	1
46	уже не в	1	1
47	о том как	1	1
48	же как и	1	1
49	не нуждается ни	1	1
50	это искусство и	1	1
51	и то и	1	1
52	в чем бы	1	1
53	связанные с этим	1	1
54	бы то ни	1	1
55	но и в	2	1
56	том что именно	1	1
57	точно так же	2	1
58	есть и в	1	1
59	и что не	1	1
60	то и другое	1	1
61	вместе с тем	1	1
62	ту или иную	1	1
63	что они имеют	1	1
64	так же как	4	1
65	сих пор мы	1	1
66	с одной стороны	4	1
67	на первый взгляд	4	1
68	он мог бы	1	1
69	но мы уже	1	1
70	в некоторых случаях	1	1
71	еще яснее это	1	1
72	все же не	1	1
73	есть и такие	1	1
74	данном случае в	1	1
75	надо сказать что	1	1
76	все это не	1	1
77	не имеет значения	1	1
78	и от этого	1	1
79	все новые и	1	1
80	образом связана с	1	1
81	но дело не	1	1
82	что и в	2	1
83	вопрос о том	1	1
84	но все же	2	1
85	не только на	1	1
86	но все эти	1	1
87	как мы уже	1	1
88	к тому что	1	1
89	дело не в	3	1
90	она не может	1	1
91	т д в	2	1
92	новые и новые	1	1
93	ли он в	1	1
94	не в этом	1	1
95	независимо от того	1	1
