N	2gram	Nazirov_Tv_1	Myshleni
1	в том	7	33
2	том что	11	27
3	то что	8	20
4	в этом	6	19
5	того что	3	17
6	мышления и	1	16
7	не только	7	15
8	и в	21	15
9	таким образом	5	14
10	что в	12	14
11	что он	6	12
12	в самом	3	11
13	в процессе	1	11
14	в целом	4	10
15	было бы	1	10
16	но и	3	10
17	в сущности	1	9
18	в своем	4	9
19	о том	6	9
20	связи с	1	9
21	может быть	5	9
22	не может	4	9
23	заключается в	1	8
24	не в	2	8
25	никогда не	3	8
26	казалось бы	1	8
27	так и	2	8
28	и что	1	8
29	он не	8	7
30	по себе	1	7
31	к тому	2	7
32	тот же	2	7
33	с одной	1	7
34	потому что	5	7
35	мы знаем	1	7
36	одной стороны	1	7
37	как бы	17	7
38	и не	7	7
39	как известно	1	6
40	самом деле	2	6
41	мы уже	1	6
42	по отношению	1	6
43	в этой	5	6
44	в истории	1	6
45	мы должны	1	6
46	и к	1	6
47	что это	1	6
48	как он	1	6
49	как и	12	6
50	в отношении	1	6
51	что эта	1	6
52	в виду	2	6
53	развития в	1	6
54	но в	7	6
55	по этому	1	6
56	если мы	1	6
57	мы находим	2	6
58	вовсе не	5	6
59	с другой	3	6
60	к которому	1	6
61	на этот	1	6
62	в частности	2	6
63	вместе с	2	6
64	как это	1	6
65	в связи	1	6
66	сказать что	2	6
67	на деле	2	5
68	то же	13	5
69	мышления как	1	5
70	от внешней	1	5
71	говорит что	2	5
72	уже в	3	5
73	приводит к	2	5
74	показал что	1	5
75	это не	4	5
76	что с	1	5
77	во всей	2	5
78	и даже	3	5
79	связь между	1	5
80	социальной среды	1	5
81	этот вопрос	1	5
82	и их	1	5
83	представление о	3	5
84	с помощью	1	5
85	отношению к	1	5
86	связана с	1	4
87	переход от	1	4
88	хотя бы	5	4
89	что его	2	4
90	с его	11	4
91	конечном счете	4	4
92	как в	8	4
93	все же	5	4
94	в которой	3	4
95	что все	3	4
96	в них	1	4
97	в своей	4	4
98	с развитием	1	4
99	к этому	2	4
100	даже в	3	4
101	не имеет	1	4
102	и его	6	4
103	что оно	1	4
104	и с	3	4
105	в конечном	4	4
106	так как	3	4
107	только в	5	4
108	который в	3	4
109	в качестве	2	4
110	для всех	1	4
111	при помощи	2	4
112	как раз	1	4
113	а с	1	4
114	прежде всего	4	4
115	так же	3	4
116	возникает из	1	4
117	все это	10	4
118	а в	6	4
119	человека и	4	3
120	на самом	3	3
121	этой теории	1	3
122	и до	1	3
123	для которого	1	3
124	действительности и	2	3
125	мы имеем	1	3
126	рассматривается как	1	3
127	и ее	1	3
128	что можно	1	3
129	он сам	6	3
130	с этим	1	3
131	что как	2	3
132	когда он	2	3
133	бы и	1	3
134	он в	1	3
135	все эти	1	3
136	но на	1	3
137	что она	2	3
138	при этом	7	3
139	что у	1	3
140	и по	3	3
141	об этом	2	3
142	о которых	1	3
143	личности не	2	3
144	во время	1	3
145	но эта	1	3
146	для этого	1	3
147	контакт с	1	3
