N	3gram	Losev_Dial_1	FransuaR
1	то же время	4	9
2	в то же	4	9
3	в конце концов	3	4
4	с точки зрения	12	3
5	но в то	1	3
6	в том что	7	3
7	дело в том	1	2
8	более или менее	3	2
9	но все это	2	2
10	в этом отношении	2	2
11	можно было бы	4	2
12	те и другие	1	2
13	таким образом и	1	2
14	и есть то	1	2
15	никто не может	1	2
16	реальном пространстве и	1	2
17	и есть закон	1	1
18	и может быть	1	1
19	что иное как	1	1
20	потому что он	3	1
21	не отвлеченная мысль	1	1
22	в чем же	1	1
23	их очень много	1	1
24	пространстве и о	1	1
25	на самом деле	2	1
26	есть прежде всего	1	1
27	что он есть	1	1
28	то же самое	1	1
29	мы уже знаем	1	1
30	со всеми ее	1	1
31	мы находим в	2	1
32	уже знаем что	1	1
33	сам по себе	6	1
34	по себе и	2	1
35	мысли в нем	1	1
36	на самом же	1	1
37	что в нем	3	1
38	все это я	1	1
39	что все это	1	1
40	но от этого	1	1
41	и не в	1	1
42	одно от другого	1	1
43	на небе и	1	1
44	не что иное	1	1
45	содержит в себе	3	1
46	все эти бесконечные	1	1
47	время как бы	1	1
48	имеет ничего общего	3	1
49	и в отношении	1	1
50	и в этом	3	1
51	это та же	1	1
52	о том что	2	1
53	в связи с	1	1
54	это не есть	1	1
55	и даже больше	2	1
56	есть не что	1	1
57	не есть нечто	1	1
58	вместе с ним	1	1
59	во всяком случае	2	1
60	это и есть	2	1
61	содержат в себе	2	1
62	ничего общего с	3	1
63	с самого начала	1	1
64	к тому же	1	1
65	самом же деле	1	1
66	друг от друга	1	1
67	заметить что в	1	1
68	в этом смысле	3	1
69	отвлеченная мысль о	1	1
70	так что в	1	1
71	никакого отношения к	1	1
72	том или ином	1	1
73	не знаем но	1	1
74	не имеет ничего	3	1
