N	4gram	Propp_Isto_6	Dialekti
1	одно и то же	1	4
2	с одной стороны и	1	2
3	и с другой стороны	1	2
4	и то и другое	1	2
5	и т д но	1	2
6	как один из видов	1	2
7	и тем не менее	1	1
8	до сих пор не	1	1
9	и т д если	1	1
10	не потому что он	1	1
11	же можно сказать о	1	1
12	мы уже знаем что	2	1
13	не что иное как	1	1
14	и т д все	1	1
15	то же можно сказать	1	1
16	в то время как	3	1
17	и т д в	1	1
18	это не значит что	1	1
19	то это значит что	1	1
20	же можно сказать что	1	1
21	но мы уже знаем	2	1
22	что миф не есть	1	1
23	все больше и больше	2	1
24	есть не что иное	1	1
25	убежден в том что	1	1
