N	3gram	Nazirov_Tr_1	FransuaR
1	в том что	2	6
2	в отличие от	2	4
3	в известной мере	1	3
4	в применении к	1	3
5	в своей книге	1	2
6	и в частности	2	2
7	так и в	3	2
8	но все же	2	2
9	а между тем	1	1
10	в чем же	1	1
11	одно из самых	1	1
12	в самом деле	1	1
13	в xix веке	1	1
14	том что он	1	1
15	имеет в виду	1	1
16	и не может	1	1
17	совершенно в духе	1	1
18	в этой борьбе	1	1
19	но и на	1	1
20	но несмотря на	1	1
21	это как бы	1	1
22	но в то	2	1
23	он перестает быть	1	1
24	в xx веке	1	1
25	но при этом	1	1
26	по нашему мнению	1	1
27	не могут быть	1	1
28	прежде всего необходимо	1	1
29	в связи с	1	1
30	в жизнь и	1	1
31	во всяком случае	1	1
32	на деле же	1	1
33	что при таком	1	1
34	не может быть	1	1
35	бросается в глаза	2	1
36	он и в	1	1
37	то же время	5	1
38	по-видимому не было	1	1
39	в одном из	1	1
40	сохраняет свое значение	1	1
41	в то же	5	1
42	это не просто	1	1
43	в какой-то мере	1	1
44	xii и xiii	1	1
45	необходимо подчеркнуть что	1	1
