N	2gram	Losev_Dial_2	Hudozhes
1	в мире	2	23
2	и не	30	16
3	не только	19	15
4	и в	19	15
5	в том	14	15
6	может быть	20	13
7	в частности	2	13
8	при этом	4	12
9	и его	5	12
10	а в	4	12
11	но не	6	11
12	в этом	8	11
13	в себе	15	11
14	я в	1	11
15	то же	12	10
16	как бы	14	10
17	так и	10	10
18	а не	16	10
19	но и	12	10
20	точки зрения	12	9
21	в его	1	9
22	себя в	2	8
23	в душе	7	8
24	я и	2	7
25	отличие от	1	7
26	но в	2	7
27	в принципе	1	7
28	в то	6	7
29	или иной	1	7
30	с другой	5	7
31	в искусстве	2	7
32	том что	10	6
33	не в	8	6
34	в основе	1	6
35	же время	5	6
36	по своей	4	6
37	в ее	4	6
38	приводит к	1	6
39	в состав	1	6
40	не сводится	1	6
41	не может	9	6
42	что в	7	6
43	в их	2	5
44	более или	2	5
45	в самом	5	5
46	то что	14	5
47	не предполагает	1	5
48	ни в	10	5
49	могут быть	4	5
50	той или	4	5
51	с ее	2	5
52	можно сказать	5	5
53	того что	6	5
54	и одновременно	1	5
55	только в	5	5
56	уже не	3	5
57	другой стороны	4	5
58	или менее	2	5
59	в нем	10	5
60	и то	7	4
61	мы имеем	3	4
62	говорить о	5	4
63	еще не	4	4
64	а только	3	4
65	и как	10	4
66	он не	4	4
67	без исключения	1	4
68	в другом	4	4
69	и тем	1	4
70	в этих	3	4
71	в своей	8	4
72	личности в	8	4
73	между тем	2	4
74	во времени	4	4
75	к которому	1	4
76	прежде всего	8	4
77	не знает	1	4
78	как это	7	4
79	например в	2	4
80	к тому	2	4
81	сказать что	10	4
82	того же	1	3
83	перед лицом	1	3
84	и ее	1	3
85	в целом	1	3
86	что можно	1	3
87	в виду	5	3
88	субъекта и	4	3
89	в акте	2	3
90	и к	7	3
91	или иного	1	3
92	в противоположность	2	3
93	в которой	2	3
94	порядок в	1	3
95	одно и	4	3
96	его в	3	3
97	это не	10	3
98	этом смысле	1	3
99	как и	10	3
100	одного и	1	3
101	с точки	8	3
102	все прочие	1	3
103	но он	4	3
104	тем не	2	3
105	их в	2	3
106	не менее	3	3
107	как раз	5	3
108	потому что	14	3
109	не будет	2	3
110	мог бы	1	3
111	к его	1	3
112	и что	5	3
113	того или	2	3
114	что он	6	3
115	к нему	4	3
116	во всей	1	3
117	человека с	1	3
118	или иным	2	3
119	в области	2	3
120	далеко не	1	3
121	не на	2	3
122	человеческой жизни	2	3
123	была бы	3	3
124	по своему	5	3
125	о чем	3	3
126	в данном	3	3
127	в той	3	3
128	таким образом	4	3
129	личности и	6	3
130	в таком	4	3
131	таком случае	3	2
132	человека и	2	2
133	и это	5	2
134	это и	3	2
135	идет о	1	2
136	между двумя	1	2
137	по преимуществу	1	2
138	субъект и	1	2
139	но она	1	2
140	я не	6	2
141	этого термина	1	2
142	личности с	1	2
143	во мне	4	2
144	проявляет себя	1	2
145	и на	1	2
146	в чем	3	2
147	но как	5	2
148	свою жизнь	1	2
149	не все	1	2
150	за пределы	4	2
151	сама по	7	2
152	в своем	4	2
153	образом и	1	2
154	все эти	2	2
155	всей своей	1	2
156	в этой	3	2
157	с их	1	2
158	но на	1	2
159	не как	2	2
160	в силу	5	2
161	силу своей	2	2
162	на этом	2	2
163	об этом	3	2
164	времени и	9	2
165	времени в	2	2
166	по себе	18	2
167	в них	1	2
168	несмотря на	2	2
169	и более	3	2
170	том и	1	2
171	вовсе не	13	2
172	даже в	3	2
173	тому что	2	2
174	дело не	2	2
175	одна из	1	2
176	и притом	7	2
177	оно не	1	2
178	и о	1	2
179	здесь не	1	2
180	тем или	2	2
181	к жизни	1	2
182	или в	2	2
183	в порядке	1	2
184	о том	5	2
185	в глаза	1	2
186	на всех	1	2
187	я думаю	1	2
188	именно в	2	2
189	а именно	5	2
190	говорит в	1	2
191	в литературе	1	2
192	жизнь личности	2	2
193	мире и	2	2
194	с одной	2	2
195	есть в	2	2
196	и др	1	2
197	или даже	1	2
198	одно из	4	2
199	и прежде	2	2
200	в одном	4	2
201	в пространстве	1	2
202	для меня	1	2
203	при всей	1	2
204	у него	1	2
205	случае не	1	2
206	на почве	1	2
207	или иначе	2	2
208	себя и	1	2
209	в художественной	1	2
210	превращается в	1	2
211	одной стороны	1	2
212	начиная с	1	2
213	так же	2	2
214	и потому	5	2
215	как в	2	2
216	личности как	1	2
217	из которых	1	2
218	искусства но	1	2
219	так или	2	2
220	было и	1	2
221	и по	4	2
222	во всех	2	2
223	речь идет	1	2
224	реализуется в	1	2
225	мира и	1	2
226	совершенно иной	1	2
227	собственно говоря	2	2
228	тем более	1	2
229	с ним	4	2
230	к внутреннему	1	2
231	из этого	1	2
232	только о	2	2
233	говоря о	1	1
234	личности а	2	1
235	неотделима от	1	1
236	также и	2	1
237	в сфере	2	1
238	же как	3	1
239	чтобы не	6	1
240	себе этот	1	1
241	в самостоятельный	1	1
242	же по	1	1
243	и есть	4	1
244	то в	1	1
245	достоевского в	1	1
246	душе моей	1	1
247	вещей в	1	1
248	действительности и	1	1
249	в зависимости	2	1
250	уже по	1	1
251	миф это	1	1
252	есть не	7	1
253	принадлежит только	1	1
254	жизни по	1	1
255	не во	2	1
256	случае это	1	1
257	не была	1	1
258	от своих	2	1
259	в сущности	2	1
260	время что	1	1
261	что иное	3	1
262	как я	2	1
263	никогда не	9	1
264	зависимости от	2	1
265	быть осуществлено	1	1
266	не что	3	1
267	в обычной	1	1
268	проявляется в	1	1
269	говорил о	1	1
270	момент в	2	1
271	думаю что	3	1
272	видимая и	1	1
273	не от	1	1
274	на них	1	1
275	как субъекта	1	1
276	иное как	3	1
277	стороны не	1	1
278	нечто в	1	1
279	время в	1	1
280	бы то	1	1
281	в различных	1	1
282	мире без	1	1
283	с собою	1	1
284	себе и	3	1
285	быть так	1	1
286	времени то	2	1
287	а слова	1	1
288	или иное	4	1
289	что они	6	1
290	отнюдь не	6	1
291	и я	2	1
292	в истории	2	1
293	мере в	2	1
294	человеческая личность	1	1
295	такова же	1	1
296	что касается	1	1
297	перед нами	2	1
298	что по	2	1
299	есть жизнь	2	1
300	тем же	2	1
301	не мне	1	1
302	от этого	3	1
303	совершенно иными	1	1
304	искусство и	3	1
305	или иную	1	1
306	только то	4	1
307	к чему	1	1
308	из мифа	1	1
309	перестанет быть	1	1
310	и идет	1	1
311	из жизни	1	1
312	бы и	2	1
313	что это	10	1
314	за это	1	1
315	а говорит	1	1
316	жизни так	1	1
317	из этих	1	1
318	я сейчас	1	1
319	этом что	1	1
320	но без	3	1
321	раз в	2	1
322	для настоящей	1	1
323	во многих	1	1
324	на то	1	1
325	не могла	1	1
326	что одна	1	1
327	на его	2	1
328	образ его	1	1
329	что она	14	1
330	к искусству	1	1
331	время и	2	1
332	бесконечно и	1	1
333	одному из	1	1
334	все это	4	1
335	тем и	1	1
336	свою собственную	1	1
337	в узком	2	1
338	мир как	1	1
339	содержит в	4	1
340	на земле	1	1
341	свое время	1	1
342	будет без	1	1
343	подобно тому	1	1
344	явлений жизни	1	1
345	когда на	1	1
346	является не	1	1
347	форма в	1	1
348	себя самой	1	1
349	но самое	1	1
350	не бывает	1	1
351	именно это	1	1
352	сейчас только	1	1
353	по его	1	1
354	то ни	1	1
355	что все	1	1
356	теми которые	1	1
357	все их	1	1
358	это было	3	1
359	его личности	2	1
360	было бы	3	1
361	и где	3	1
362	зрения и	1	1
363	лишь на	1	1
364	весь мир	1	1
365	личность в	2	1
366	делает его	1	1
367	в жизни	2	1
368	только лишь	2	1
369	мира где	1	1
370	и страшно	1	1
371	перейдем к	1	1
372	раз оказывается	1	1
373	он от	1	1
374	и становится	1	1
375	или точнее	3	1
376	в котором	1	1
377	еще нет	1	1
378	оно живет	1	1
379	себе а	1	1
380	какой-то иной	1	1
381	нейтральное к	1	1
382	от его	1	1
383	и другого	1	1
384	есть его	1	1
385	друг другу	1	1
386	по крайней	9	1
387	и меньше	1	1
388	без его	1	1
389	в прошлом	1	1
390	в конце	2	1
391	не должно	2	1
392	нас к	1	1
393	мифологическое сознание	1	1
394	быть без	2	1
395	виду что	2	1
396	исторического бытия	1	1
397	но для	1	1
