N	4gram	Medvedev_F_3	Problemy
1	в то же время	7	10
2	бы то ни было	4	3
3	то же время не	1	3
4	чего бы то ни	1	2
5	сводится к тому чтобы	1	2
6	мы можем сказать что	1	2
7	в такой же степени	1	2
8	и в то же	2	2
9	дело в том что	1	1
10	одних и тех же	1	1
11	одного и того же	1	1
12	на самом деле все	1	1
13	в том или ином	1	1
14	и во всяком случае	2	1
15	они на самом деле	1	1
16	под эту категорию и	1	1
17	не может и не	1	1
18	в одних и тех	1	1
19	во всяком случае в	2	1
20	смысле этого слова в	1	1
21	все более и более	1	1
22	и по отношению к	1	1
23	какого бы то ни	1	1
