N	2gram	Vygotskiy__5	FransuaR
1	и в	16	56
2	в его	11	18
3	таким образом	19	17
4	все эти	4	15
5	в этом	25	14
6	в том	18	13
7	так и	7	13
8	он был	1	12
9	в то	5	12
10	и его	3	12
11	то же	8	11
12	в них	2	11
13	в этих	3	11
14	и т.п	1	11
15	до конца	3	11
16	как бы	5	11
17	мы уже	1	10
18	еще не	4	10
19	в самом	4	9
20	и не	12	9
21	только в	10	9
22	но и	6	9
23	в сущности	13	8
24	во всех	2	8
25	не только	16	8
26	в нем	7	8
27	и с	3	8
28	и их	4	8
29	и даже	2	8
30	до сих	3	8
31	по своему	3	8
32	сих пор	3	8
33	все это	2	8
34	том что	15	8
35	и на	6	7
36	уже говорили	1	7
37	как мы	10	7
38	у него	6	7
39	в частности	3	7
40	той же	4	6
41	в ее	1	6
42	в этой	6	6
43	но в	6	6
44	на его	2	6
45	точки зрения	18	6
46	языка и	6	6
47	вовсе не	2	6
48	мы видим	4	6
49	связи с	3	6
50	связаны с	1	6
51	прежде всего	3	6
52	в той	6	6
53	и все	1	6
54	потому что	21	6
55	одним из	2	5
56	с ее	1	5
57	с его	1	5
58	но не	10	5
59	в пределах	4	5
60	он не	8	5
61	так сказать	1	5
62	мы видели	3	5
63	такой же	4	5
64	в отношении	9	5
65	в процессе	13	5
66	никогда не	5	5
67	в области	12	5
68	один из	1	5
69	не было	1	5
70	как и	8	5
71	в результате	4	5
72	что в	16	5
73	и другие	2	5
74	они не	3	5
75	ту же	2	4
76	например в	1	4
77	и потому	2	4
78	но по	1	4
79	в ней	2	4
80	за пределы	4	4
81	и к	2	4
82	в которой	5	4
83	что это	1	4
84	в себе	1	4
85	при этом	4	4
86	и понятий	3	4
87	их в	2	4
88	что все	6	4
89	и ее	1	4
90	и более	3	4
91	того чтобы	17	4
92	по своей	3	4
93	во всем	2	4
94	форм и	2	4
95	в духе	1	4
96	в совершенно	2	4
97	и которые	1	4
98	и других	1	4
99	о том	8	4
100	язык в	1	4
101	в ту	1	4
102	с одной	3	4
103	в качестве	4	4
104	так как	16	4
105	в основе	8	4
106	в свете	4	4
107	в своих	2	4
108	в их	3	3
109	связи и	2	3
110	в своем	5	3
111	перед нами	1	3
112	кроме того	1	3
113	и наконец	1	3
114	главным образом	1	3
115	и самый	1	3
116	не в	6	3
117	но он	7	3
118	языков и	1	3
119	казалось бы	4	3
120	можно видеть	1	3
121	в форме	1	3
122	другом месте	4	3
123	рядом с	1	3
124	здесь мы	1	3
125	и о	1	3
126	в другом	6	3
127	и здесь	2	3
128	и т.д	4	3
129	все его	1	3
130	между тем	3	3
131	письменной и	2	3
132	слов и	2	3
133	как например	1	3
134	одной из	3	3
135	так что	4	3
136	мы находим	1	3
137	что и	3	3
138	может быть	9	3
139	здесь в	1	3
140	к которому	4	3
141	еще и	3	3
142	что для	2	3
143	более того	1	3
144	не на	3	3
145	сказать что	13	3
146	там где	1	3
147	с помощью	10	3
148	связь с	1	3
149	к его	3	3
150	образом и	1	3
151	на эту	1	3
152	в первой	2	3
153	в систему	1	3
154	в связи	1	3
155	бы в	4	3
156	в большей	1	3
157	то что	26	3
158	речи и	6	3
159	том числе	1	3
160	также и	1	2
161	связь этих	1	2
162	и то	4	2
163	самом деле	3	2
164	на самом	1	2
165	что эти	2	2
166	их и	2	2
167	для своего	1	2
168	мы не	3	2
169	к началу	4	2
170	и явлений	1	2
171	первый план	1	2
172	конечно в	1	2
173	бы то	1	2
174	с другой	4	2
175	значение и	1	2
176	что они	5	2
177	в центре	2	2
178	как к	1	2
179	все остальные	1	2
180	когда он	2	2
181	целый ряд	1	2
182	и как	3	2
183	в действительности	3	2
184	в нашем	1	2
185	еще один	1	2
186	с их	4	2
187	и те	1	2
188	что она	2	2
189	в виде	1	2
190	не как	1	2
191	всех областях	1	2
192	его в	2	2
193	в речевом	2	2
194	отражение в	1	2
195	ни в	1	2
196	из нее	5	2
197	с тем	3	2
198	в слове	1	2
199	несмотря на	1	2
200	в развитии	28	2
201	или менее	1	2
202	для него	5	2
203	теснейшим образом	1	2
204	в своей	2	2
205	в котором	2	2
206	с точки	9	2
207	он дает	1	2
208	друг другу	2	2
209	если бы	8	2
210	и эти	2	2
211	вернемся к	1	2
212	чрезвычайно распространены	1	2
213	на котором	1	2
214	дело не	1	2
215	того как	5	2
216	этом процессе	1	2
217	что на	1	2
218	в каком	1	2
219	не потому	1	2
220	начиная с	1	2
221	числе и	1	2
222	более широкой	1	2
223	той или	1	2
224	только не	3	2
225	то время	4	2
226	в письменной	7	2
227	и совершенно	1	2
228	с ним	5	2
229	образом в	2	2
230	зрения на	1	2
231	язык и	2	2
232	можно сказать	5	2
233	и во	1	2
234	к нему	3	2
235	этот момент	1	2
236	было бы	10	2
237	но с	2	2
238	что он	25	2
239	это не	4	2
240	вопрос об	3	2
241	устной речи	24	2
242	ничто не	2	2
243	уже в	1	2
244	только на	2	2
245	ни одного	2	2
246	этому вопросу	1	2
247	в известном	8	2
248	из них	2	2
249	точка зрения	8	2
250	в одном	3	2
251	к ним	2	2
252	как раз	1	2
253	в других	1	2
254	для того	14	2
255	связан с	1	2
256	значение имеет	1	2
257	и смысловых	1	2
258	видим что	2	2
259	говорит о	3	2
260	одной стороны	3	2
261	языка в	1	2
262	точек зрения	4	2
263	знания и	2	2
264	не может	18	2
265	вместе с	4	2
266	так же	15	2
267	из которых	3	2
268	он говорит	1	2
269	в данном	1	2
270	а не	10	2
271	в речи	1	2
272	как целое	1	2
273	далеко за	4	2
274	с этой	4	2
275	благодаря этому	2	2
276	но это	3	2
277	все же	3	2
278	и для	1	2
279	которых он	2	2
280	а в	3	2
281	между ними	1	2
282	это в	1	2
283	другой стороны	2	2
284	более или	1	2
285	к этому	3	2
286	смысле слова	1	1
287	как известно	4	1
288	говоря о	1	1
289	новые возможности	1	1
290	в этот	2	1
291	того же	7	1
292	на высшую	5	1
293	этого последнего	1	1
294	столь хорошо	2	1
295	тем же	1	1
296	из самых	1	1
297	они вовсе	1	1
298	в какой-то	1	1
299	и развитие	17	1
300	всегда на	2	1
301	момент когда	2	1
302	связанных со	1	1
303	при анализе	2	1
304	с более	1	1
305	что между	4	1
306	оно означает	1	1
307	и последующих	1	1
308	бы что	1	1
309	вопрос о	12	1
310	и новые	1	1
311	сущности это	2	1
312	каждый отдельный	1	1
313	речи между	1	1
314	памяти и	4	1
315	на свою	2	1
316	между этими	1	1
317	вместо того	3	1
318	и невозможность	1	1
319	то это	2	1
320	или иным	2	1
321	более глубокий	1	1
322	собой в	1	1
323	не нужно	1	1
324	между собой	13	1
325	содержатся в	1	1
326	в чем	3	1
327	видим таким	1	1
328	различия между	1	1
329	друг к	1	1
330	мышления как	1	1
331	которых один	1	1
332	чем это	1	1
333	совершенно определенную	1	1
334	одном и	1	1
335	по отношению	12	1
336	с совершенно	1	1
337	значение для	2	1
338	можно прямо	1	1
339	и единства	1	1
340	себя в	1	1
341	они действительно	1	1
342	свое влияние	1	1
343	которые не	2	1
344	одного и	3	1
345	при определенной	1	1
346	в одной	1	1
347	как в	5	1
348	для всех	1	1
349	стороны и	2	1
350	части в	1	1
351	понятия не	3	1
352	логических связей	1	1
353	речи необходимо	1	1
354	за собой	1	1
