N	2gram	Voloshinov_1	OGranits
1	и в	12	13
2	и его	13	12
3	прежде всего	8	9
4	может быть	14	8
5	не может	16	8
6	и не	10	8
7	и т.п	1	7
8	в его	2	7
9	и их	1	7
10	и пр	3	7
11	точки зрения	14	7
12	социального общения	4	6
13	только в	6	6
14	как бы	13	6
15	не только	4	6
16	то что	5	6
17	мы должны	1	6
18	таким образом	12	6
19	художественного произведения	7	5
20	социальная оценка	2	5
21	в материале	2	5
22	все же	4	5
23	и наконец	3	5
24	в поэзии	3	5
25	с точки	2	5
26	в процессе	6	5
27	хотя бы	5	5
28	и эта	1	5
29	мы не	3	4
30	социальной группы	3	4
31	но мы	2	4
32	слов и	1	4
33	но в	5	4
34	мы можем	2	4
35	то же	5	4
36	интонация в	1	4
37	в своей	3	4
38	было бы	1	4
39	все это	3	4
40	только и	1	4
41	в двух	1	4
42	не является	1	4
43	материала в	1	4
44	вполне понятно	1	4
45	и то	2	3
46	в ее	1	3
47	самом деле	3	3
48	в пределах	3	3
49	так и	4	3
50	по отношению	11	3
51	в поэтике	1	3
52	за пределы	4	3
53	общего с	2	3
54	в себе	3	3
55	к одному	1	3
56	не как	1	3
57	в одном	1	3
58	так как	9	3
59	одно и	2	3
60	здесь мы	1	3
61	материала и	4	3
62	но и	3	3
63	слово в	3	3
64	как и	5	3
65	и уже	3	3
66	со всей	1	3
67	точку зрения	2	3
68	не в	4	3
69	да и	3	3
70	поэтического произведения	3	3
71	но для	3	3
72	все вопросы	1	3
73	и для	3	3
74	никогда не	5	3
75	и все	2	3
76	отношению к	11	3
77	что в	2	3
78	в искусстве	1	3
79	ничего общего	1	3
80	произведения но	1	2
81	в жизненной	1	2
82	и др	5	2
83	данном случае	2	2
84	жизненной речи	3	2
85	зависимости от	4	2
86	в произведении	1	2
87	только его	1	2
88	конечно в	2	2
89	мы уже	1	2
90	те же	2	2
91	их организации	1	2
92	является уже	1	2
93	если бы	9	2
94	и стиль	1	2
95	к предмету	5	2
96	с самого	1	2
97	в ней	6	2
98	в чем	2	2
99	мы понимаем	1	2
100	между тем	3	2
101	в общем	1	2
102	оценка в	1	2
103	нуждается в	3	2
104	каждый элемент	1	2
105	что они	1	2
106	и слушателя	3	2
107	и следовательно	5	2
108	как в	5	2
109	в данном	2	2
110	в этом	4	2
111	автора героя	1	2
112	в том	6	2
113	тот же	1	2
114	или иного	1	2
115	все явления	1	2
116	во времени	1	2
117	в интонации	6	2
118	в целом	1	2
119	и тем	1	2
120	формальный метод	1	2
121	все эти	3	2
122	с одной	2	2
123	думать что	1	2
124	уже в	2	2
125	кажется что	1	2
126	в нем	6	2
127	при этом	6	2
128	для него	3	2
129	в другом	1	2
130	социологический метод	2	2
131	вовсе не	1	2
132	в зависимости	2	2
133	общения и	2	2
134	в них	3	2
135	связанных с	1	2
136	в области	1	2
137	с другой	4	2
138	в самом	4	2
139	входит в	1	2
140	может стать	2	2
141	жизненного высказывания	3	2
142	одной стороны	2	2
143	более того	2	2
144	не на	1	2
145	а не	5	2
146	другой стороны	2	2
147	в руках	1	2
148	там где	2	2
149	несмотря на	1	2
150	том что	5	2
151	с помощью	6	2
152	разрыв между	2	2
153	и ее	3	2
154	так же	3	2
155	в отношении	2	2
156	с этой	2	2
157	слова и	6	2
158	художественное произведение	3	2
159	не менее	3	2
160	самого начала	1	2
161	социальной оценки	1	2
162	от всех	2	2
163	истории литературы	2	2
164	и является	4	2
165	нет ничего	2	2
166	героя и	5	2
167	и к	4	2
168	в словесном	2	2
169	имеет место	2	2
170	могут быть	2	2
171	каждое слово	1	2
172	к тому	1	2
173	и это	1	1
174	же как	1	1
175	и уж	1	1
176	вне этого	1	1
177	в виду	5	1
178	в некоторых	3	1
179	на основе	1	1
180	что до	1	1
181	словами и	2	1
182	это и	1	1
183	но тем	2	1
184	нам кажется	1	1
185	в организации	1	1
186	в себя	2	1
187	ту же	1	1
188	включает в	1	1
189	не имеют	1	1
190	ведь и	3	1
191	едва ли	2	1
192	можно было	1	1
193	на материале	2	1
194	мы имеем	2	1
195	сознания нет	1	1
196	нуждаются в	1	1
197	остается только	1	1
198	и о	1	1
199	мы в	2	1
200	стиля в	1	1
201	интонация не	1	1
202	и всякого	1	1
203	разговорного языка	1	1
204	для этого	1	1
205	это направление	1	1
206	из одного	1	1
207	нам удалось	1	1
208	по себе	3	1
209	по мере	1	1
210	выходит за	1	1
211	не отвечает	1	1
212	подхода к	1	1
213	на себя	1	1
214	с ее	1	1
215	и который	1	1
216	сводится к	1	1
217	слушателю как	1	1
218	приближается к	1	1
219	общения в	1	1
220	и он	1	1
221	с большим	1	1
222	слово не	1	1
223	индивидуальной психики	1	1
224	элементы стиля	1	1
225	и являются	1	1
226	и что	2	1
227	произведение и	2	1
228	еще не	3	1
229	поэтическое произведение	5	1
230	этого общения	2	1
231	столь же	1	1
232	социологический анализ	2	1
233	материала это	1	1
234	выбор содержания	2	1
235	ли кто-нибудь	1	1
236	является таким	1	1
237	тем как	2	1
238	в конечном	1	1
239	всего целого	1	1
240	то мы	1	1
241	художественной формы	5	1
242	всякая интонация	1	1
243	жизни он	1	1
244	к нему	4	1
245	на самом	4	1
246	но не	2	1
247	то он	1	1
248	сознания не	1	1
249	образом лишь	1	1
250	может и	1	1
251	отношение к	4	1
252	слову в	1	1
253	отметить что	1	1
254	в свои	1	1
255	один и	1	1
256	событии художественного	1	1
257	в истории	1	1
258	его эстетической	1	1
259	в одной	1	1
260	не зная	1	1
261	в своем	2	1
262	высказывание от	1	1
263	по своей	1	1
264	ряд вопросов	1	1
265	творца и	7	1
266	понять и	1	1
267	стиль в	1	1
268	метод в	2	1
269	его к	2	1
270	более или	1	1
271	стиль поэтического	1	1
272	что слово	2	1
273	не должна	3	1
274	в значительной	1	1
275	и оба	1	1
276	этим словом	1	1
277	художественного события	4	1
278	структуру всего	1	1
279	социальное событие	1	1
280	выражение в	2	1
281	содержанию форма	1	1
282	слушателя и	2	1
283	события и	1	1
284	само собой	1	1
285	и тот	1	1
286	эпохи но	1	1
287	конечно не	3	1
288	литературы в	1	1
289	сливаются в	1	1
290	не можем	1	1
291	формах их	1	1
292	только на	3	1
293	закрепленное в	1	1
294	эстетики как	1	1
295	себя и	2	1
296	эта своеобразная	2	1
297	к слову	2	1
298	что она	1	1
299	не из	1	1
300	или даже	1	1
301	эта двойная	1	1
302	форму то	1	1
303	на эту	1	1
304	пагубнее для	1	1
305	его и	1	1
306	конечном счете	1	1
307	высказывания должно	1	1
308	эпитета метафоры	1	1
309	произведении как	1	1
310	художественное общение	1	1
311	одно из	1	1
312	социальных оценок	3	1
313	строит свое	1	1
314	в виде	1	1
315	художественного высказывания	1	1
316	содержания и	2	1
317	внутренней речи	3	1
318	ни была	1	1
319	идеологическим моментом	1	1
320	и должна	1	1
321	но что	2	1
322	социологического подхода	1	1
323	из него	2	1
324	подобно тому	1	1
325	на этом	1	1
326	идеологическое выражение	1	1
327	или иных	1	1
328	образом не	1	1
329	его идеологическая	1	1
330	не должно	1	1
331	даже и	1	1
332	и слушателю	1	1
333	же не	1	1
334	в особенности	2	1
335	и выбор	1	1
336	совершенно понятен	1	1
337	на все	2	1
338	мы это	1	1
339	и расположения	1	1
340	имеет и	1	1
341	эстетическое общение	2	1
342	и здесь	2	1
343	его в	4	1
344	как к	3	1
345	искусства в	1	1
346	она создает	1	1
347	ко второму	1	1
348	говорить и	1	1
349	и иных	1	1
350	к которому	1	1
351	и дает	2	1
352	как же	2	1
353	что мы	5	1
354	только к	1	1
355	представителей этой	1	1
356	само собою	1	1
357	для них	1	1
358	образом мы	1	1
359	из нее	1	1
360	и во-вторых	1	1
361	в интонациях	1	1
362	не было	1	1
363	лексических и	1	1
364	соприкасается с	2	1
365	должны различать	1	1
366	все равно	1	1
367	далеко не	1	1
368	как свое	1	1
369	и самый	1	1
370	понята и	1	1
371	в ритме	1	1
372	самое слово	2	1
373	которой остается	1	1
374	автору и	3	1
375	не всегда	1	1
376	которой он	1	1
377	и вне	1	1
378	все время	6	1
379	выбор слова	2	1
380	уже отсюда	1	1
381	отнюдь не	5	1
382	этой закономерности	1	1
383	должно быть	1	1
384	него не	1	1
385	менее всего	1	1
386	такой же	2	1
387	автора и	2	1
388	ясное и	1	1
389	и тогда	1	1
390	и созерцателей	1	1
391	или менее	1	1
392	но при	1	1
393	этого кругозора	1	1
394	и вполне	2	1
395	вступает в	1	1
396	связь с	2	1
397	но если	1	1
398	на который	1	1
399	себе в	1	1
400	во внесловесный	1	1
401	художественного творчества	3	1
402	ко всем	2	1
403	в такой	3	1
404	как это	2	1
405	свои права	1	1
406	что всякий	1	1
407	ничего пагубнее	2	1
408	ее социальной	1	1
409	и глубоко	1	1
410	идти только	1	1
411	бы мы	3	1
412	такой степени	1	1
413	настоящей статьи	1	1
414	к этому	2	1
415	человеческого тела	1	1
416	нашу задачу	1	1
417	может овладеть	1	1
418	языкового творчества	1	1
419	тому как	1	1
420	и вот	1	1
421	высказывания и	2	1
422	тем не	3	1
423	речи в	2	1
424	и более	3	1
425	ее мы	1	1
426	позиции они	1	1
427	может идти	1	1
428	указанных нами	1	1
429	стиля которое	1	1
430	зрения и	1	1
431	в искусствоведении	1	1
432	только то	1	1
433	быть и	3	1
434	является для	2	1
435	между людьми	1	1
436	в условиях	2	1
437	до конца	2	1
438	абстрактными моментами	1	1
439	но это	2	1
440	ситуацию и	1	1
441	и оно	1	1
442	стиль поэта	1	1
443	точно и	1	1
444	обратимся к	1	1
445	в то	2	1
446	как о	1	1
447	к другим	1	1
448	в науке	1	1
449	тех или	1	1
450	весь этот	1	1
451	уж конечно	1	1
452	поэта как	1	1
453	который опирается	1	1
454	данной группы	1	1
455	мы все	4	1
456	именно этого	1	1
457	того чтобы	1	1
458	уже на	1	1
459	при таком	1	1
460	не существует	1	1
461	формы и	3	1
462	и становится	1	1
463	их абстрактными	1	1
464	следствием того	1	1
465	его социальной	2	1
466	найти в	1	1
467	ее и	3	1
468	же время	1	1
469	данной социальной	1	1
470	нам придется	1	1
471	в основе	1	1
472	находит свое	3	1
473	тем более	1	1
474	важное значение	1	1
475	от него	1	1
476	а лишь	1	1
477	форму материала	1	1
478	бы по	1	1
479	связи с	1	1
480	поэтической формы	1	1
481	науке о	1	1
482	для анализа	1	1
483	эти три	1	1
484	входя в	1	1
485	сложную систему	1	1
486	быть понята	1	1
487	этом отношении	1	1
488	не вполне	1	1
489	особенно ясно	1	1
490	взаимодействия творца	1	1
491	не знает	1	1
492	языка в	1	1
493	сказать что	7	1
494	интонации и	1	1
495	стиль и	1	1
496	только абстрактно	1	1
497	ложное представление	1	1
498	в поэтическом	1	1
499	равно как	1	1
500	все то	1	1
501	мы здесь	1	1
502	его общественного	1	1
503	поэтому не	1	1
504	не социологический	1	1
505	о литературе	1	1
506	когда мы	1	1
507	и нечего	1	1
508	его интонацию	1	1
509	с его	2	1
510	произведения и	3	1
511	эта возможность	2	1
512	же самое	2	1
513	должны быть	1	1
514	вместе с	2	1
515	например в	1	1
516	как некая	1	1
517	взаимоотношения автора	1	1
518	наметить хотя	1	1
519	этой точки	3	1
520	они не	1	1
521	группы как	1	1
