N	4gram	Losev_Prob_1	KulturaY
1	т д и т	3	2
2	одного и того же	2	2
3	д и т д	2	2
4	и т д и	4	2
5	обратить внимание на то	1	2
6	заключается в том что	1	2
7	и в самом деле	1	2
8	одно и то же	1	1
9	и во многих других	1	1
10	в данный момент в	1	1
11	и т п тем	1	1
12	еще и потому что	1	1
13	вопросом о том как	1	1
14	и в то же	1	1
15	т п тем не	1	1
16	оно заключается в том	1	1
17	не что иное как	2	1
18	и т д все	1	1
19	сводится к тому что	1	1
20	не для того чтобы	1	1
21	в этом смысле есть	1	1
22	не только потому что	1	1
23	не говоря уже об	1	1
24	и с точки зрения	1	1
25	что же касается истории	1	1
26	п тем не менее	1	1
27	то во всяком случае	1	1
28	т д все это	1	1
29	во всех этих случаях	1	1
30	в литературе и искусстве	3	1
31	свидетельствует о том что	2	1
