N	3gram	Vygotskiy__5	Analitik
1	о том что	4	6
2	в том что	11	6
3	состоит в том	3	4
4	по отношению к	12	4
5	с одной стороны	3	4
6	в этом случае	3	4
7	подобно тому как	4	3
8	в этом отношении	5	3
9	того или иного	1	3
10	той или иной	1	3
11	тем не менее	1	3
12	в обоих случаях	1	2
13	в этом смысле	1	2
14	с точки зрения	9	2
15	в то же	1	2
16	можно было бы	3	2
17	и то что	2	2
18	а не только	1	2
19	в отличие от	2	2
20	с другой стороны	2	2
21	и тем самым	1	2
22	не только не	3	2
23	тех или иных	1	2
24	не в состоянии	4	1
25	что иное как	1	1
26	можно сказать что	5	1
27	сказать что в	1	1
28	в тех случаях	1	1
29	более или менее	1	1
30	как мы это	1	1
31	никак не может	1	1
32	те же самые	1	1
33	то что с	1	1
34	а тем более	1	1
35	но и на	1	1
36	не имеет никаких	1	1
37	выходит далеко за	3	1
38	можно было ожидать	1	1
39	состоит почти из	1	1
40	далеко за пределы	4	1
41	на этот вопрос	4	1
42	совершенно особого рода	1	1
43	с этой точки	4	1
44	то и другое	2	1
45	в равной мере	1	1
46	характеризуется тем что	1	1
47	в этой связи	1	1
48	в полной мере	1	1
49	не совпадает с	1	1
50	в применении к	1	1
51	есть в сущности	1	1
52	и т.п и	1	1
53	они относятся к	1	1
54	него могут быть	1	1
55	тот же самый	1	1
56	в сущности это	2	1
57	и тот же	3	1
58	и то же	1	1
59	в известном смысле	7	1
60	это не так	1	1
61	не имеет места	1	1
62	том что начальные	1	1
63	нам представляется что	1	1
64	в свою очередь	3	1
65	одни и те	1	1
66	как в этом	1	1
67	в связи с	1	1
68	одно и то	1	1
69	в первую очередь	1	1
70	почти из одних	1	1
71	и не считает	1	1
72	в свое время	2	1
73	постановки вопроса о	1	1
74	этой точки зрения	4	1
75	есть не что	1	1
76	не может быть	3	1
77	ответ на этот	2	1
78	так же точно	1	1
79	же самое что	2	1
80	том смысле что	1	1
81	заключается в том	5	1
82	не что иное	1	1
83	в самом деле	2	1
84	ничего не говорит	1	1
85	на всем протяжении	2	1
86	и те же	1	1
87	тех случаях когда	1	1
88	при этом она	1	1
89	в том смысле	1	1
90	к тому что	1	1
91	сама по себе	4	1
92	друг с другом	7	1
93	потому что я	1	1
94	то же самое	4	1
95	не только для	1	1
