N	3gram	Bakhtin_Pr_4	Analitik
1	в том что	2	7
2	по отношению к	5	7
3	с другой стороны	3	5
4	о том что	2	5
5	как и в	3	4
6	в данном случае	1	3
7	то же время	5	3
8	той или иной	2	3
9	в то же	5	3
10	к тому же	1	3
11	дело в том	2	2
12	как нам кажется	2	2
13	том что он	1	2
14	с точки зрения	9	2
15	в отличие от	3	2
16	в соответствии со	1	2
17	в значительной степени	1	2
18	с одной стороны	1	2
19	не в самом	1	2
20	сама по себе	2	2
21	не только к	1	2
22	во всяком случае	1	2
23	в свое время	2	2
24	можно сказать что	2	2
25	если бы он	1	1
26	и в сущности	2	1
27	по своей природе	2	1
28	а между тем	1	1
29	хотя и не	2	1
30	в самом наличии	1	1
31	в той или	1	1
32	к себе самому	3	1
33	противопоставлены в произведении	1	1
34	из этих трех	2	1
35	как бы не	1	1
36	с этим можно	1	1
37	и так сказать	1	1
38	в самом деле	4	1
39	в этом смысле	2	1
40	в этом случае	1	1
41	что могло бы	1	1
42	том под каким	1	1
43	они сопоставлены или	1	1
44	как если бы	2	1
45	и к себе	1	1
46	до сих пор	8	1
47	что он ничего	1	1
48	хотя бы и	1	1
49	под каким диалогическим	1	1
50	слово здесь двуголосое	2	1
51	и т.п все	1	1
52	этих трех случаев	1	1
53	да еще и	2	1
54	каким диалогическим углом	1	1
55	авторского замысла в	1	1
56	одна из существеннейших	1	1
57	между тем как	1	1
58	о себе самом	3	1
59	но они не	1	1
60	с самим собою	3	1
61	молодого человека в	1	1
62	на этот вопрос	2	1
63	замысла в слове	1	1
64	в художественном мире	1	1
65	лишь в одном	1	1
66	личности и его	1	1
67	сам по себе	3	1
68	в том под	1	1
69	не только в	1	1
70	стилей социальных диалектов	1	1
71	оно никогда не	1	1
72	уже в доме	1	1
73	и в сюжете	1	1
74	так и в	1	1
75	а не как	1	1
76	так или иначе	1	1
77	в одном слове	3	1
78	по себе еще	2	1
79	в связи с	1	1
80	главного героя и	1	1
81	языковых стилей социальных	1	1
82	как бы в	3	1
83	лицом к лицу	1	1
84	то есть от	2	1
85	уст в уста	1	1
86	себя самого все	1	1
87	и побуждает его	1	1
88	у шекспира и	1	1
89	не менее чем	1	1
90	рассказчика слово здесь	1	1
91	в слове рассказчика	1	1
92	себе еще не	2	1
93	слове рассказчика слово	1	1
94	не может быть	8	1
95	сопоставлены или противопоставлены	1	1
96	или противопоставлены в	1	1
97	и т.п в	1	1
98	то что не	1	1
99	в одном из	2	1
100	то есть в	4	1
101	преломление авторского замысла	1	1
102	в пределах одной	1	1
103	каждом из этих	1	1
104	самом наличии определенных	1	1
105	они как бы	1	1
106	определенных языковых стилей	1	1
107	из уст в	1	1
108	наличии определенных языковых	1	1
109	друг от друга	1	1
110	в большинстве случаев	8	1
111	но дело в	1	1
112	в каждом из	1	1
113	углом они сопоставлены	1	1
114	дело не в	1	1
115	диалогическим углом они	1	1
116	бы он и	1	1
117	здесь не только	1	1
118	ведь это не	1	1
