N	2gram	Losev_Prob_3	slovoVRo
1	и в	44	39
2	может быть	28	37
3	и т	13	35
4	и его	5	33
5	то есть	34	26
6	не только	14	24
7	и не	35	22
8	но и	10	21
9	не может	7	20
10	в нем	9	19
11	до конца	1	17
12	в этом	17	16
13	все это	5	16
14	так и	10	15
15	а не	18	14
16	отличие от	3	13
17	как в	5	13
18	в процессе	2	13
19	в пределах	1	13
20	слова в	1	13
21	во всех	2	12
22	в отличие	2	12
23	в истории	1	11
24	вовсе не	37	10
25	к своему	1	9
26	и с	9	9
27	не в	13	9
28	со своим	2	9
29	языка и	4	9
30	словом и	1	8
31	таким образом	9	8
32	оно не	1	8
33	себя в	2	8
34	прежде всего	3	8
35	слова и	3	8
36	точки зрения	5	8
37	еще не	5	7
38	в него	1	7
39	при этом	4	7
40	в этих	2	7
41	для него	3	7
42	с ним	7	7
43	никогда не	6	7
44	могут быть	2	7
45	как мы	8	7
46	язык и	1	7
47	в его	9	7
48	языка как	1	7
49	и даже	14	7
50	и потому	7	7
51	как бы	9	7
52	но не	3	6
53	в своем	5	6
54	все же	6	6
55	и к	6	6
56	но в	12	6
57	все эти	7	6
58	в них	1	6
59	в слове	2	6
60	как и	10	6
61	она не	3	6
62	там где	1	6
63	этом случае	5	6
64	жизни и	6	6
65	например в	1	5
66	это не	9	5
67	том что	12	5
68	по себе	25	5
69	не могут	1	5
70	но все	3	5
71	той или	12	5
72	с другой	7	5
73	в том	21	5
74	с одной	2	5
75	уже не	7	5
76	со словом	1	5
77	одной стороны	1	5
78	или иной	8	5
79	остается в	1	5
80	и для	2	5
81	только в	19	5
82	для нас	16	5
83	от него	2	5
84	и все	3	5
85	отношения к	3	4
86	его не	2	4
87	и на	1	4
88	сливается с	1	4
89	связанные с	1	4
90	всех этих	2	4
91	в узком	1	4
92	то же	13	4
93	художественный образ	9	4
94	его в	3	4
95	входит в	1	4
96	с другими	3	4
97	ни в	8	4
98	в отношении	2	4
99	не менее	10	4
100	в то	9	4
101	в основе	2	4
102	или как	3	4
103	во всем	1	4
104	что оно	2	4
105	здесь не	8	4
106	для этого	6	4
107	дело с	1	4
108	поэтому и	2	4
109	для всех	1	4
110	и других	1	4
111	так как	9	4
112	даже и	16	4
113	себя и	1	4
114	узком смысле	1	4
115	в той	3	4
116	как предмет	1	4
117	а в	5	4
118	в таком	5	4
119	как это	2	3
120	должна быть	1	3
121	собственном смысле	1	3
122	той же	1	3
123	говорить о	3	3
124	в чем	4	3
125	сама по	8	3
126	в собственном	1	3
127	перед нами	8	3
128	и как	3	3
129	бы и	1	3
130	с их	2	3
131	не с	1	3
132	лишь в	1	3
133	еще раз	1	3
134	с точки	2	3
135	не столько	2	3
136	точку зрения	1	3
137	быть очень	5	3
138	его от	1	3
139	связи с	8	3
140	в ней	5	3
141	глубоко и	1	3
142	а также	4	3
143	что и	9	3
144	даже на	1	3
145	в свете	1	3
146	быть и	3	3
147	всех его	1	3
148	или даже	5	3
149	у него	1	3
150	отметить что	1	3
151	связан с	1	3
152	здесь в	3	3
153	может иметь	3	3
154	смысла и	1	3
155	стремится к	1	3
156	если она	1	3
157	и там	2	3
158	к проблеме	2	3
159	в контексте	2	3
160	и от	9	3
161	но это	8	3
162	и часто	1	3
163	что в	8	3
164	из себя	3	3
165	истории литературы	1	3
166	хотя бы	3	3
167	сказать что	16	3
168	одновременно и	1	3
169	языка то	1	3
170	героя в	2	3
171	во всяком	9	3
172	одним из	1	2
173	также и	16	2
174	языка с	1	2
175	это и	7	2
176	ведь и	1	2
177	оно было	1	2
178	мы уже	4	2
179	и само	1	2
180	мы не	7	2
181	именно к	1	2
182	с ее	2	2
183	конечно и	1	2
184	имеет дело	1	2
185	подчеркнуть что	1	2
186	языка этот	1	2
187	это возможно	1	2
188	не был	2	2
189	но как	4	2
190	точка зрения	1	2
191	не все	1	2
192	и речи	1	2
193	за пределы	5	2
194	изображения и	1	2
195	с этим	2	2
196	кроме того	3	2
