N	3gram	Tiupa_Anal_1	Komedia
1	в том что	9	9
2	и т п	3	5
3	с другой стороны	2	5
4	к тому же	4	5
5	том что он	2	4
6	то же время	6	4
7	в то же	8	4
8	по отношению к	5	3
9	в этом отношении	2	3
10	с одной стороны	3	3
11	о том что	3	3
12	не в состоянии	1	2
13	по меньшей мере	1	2
14	не говоря уже	1	2
15	то же самое	2	2
16	говоря уже о	1	2
17	но и в	2	2
18	а то и	1	2
19	до сих пор	1	2
20	как и в	1	2
21	то ни было	3	2
22	бы то ни	3	2
23	во всяком случае	1	2
24	и таким образом	1	2
25	но прежде всего	1	1
26	что иное как	5	1
27	или хотя бы	1	1
28	что же касается	1	1
29	но и не	4	1
30	состоит в том	3	1
31	и к тому	2	1
32	на себя внимание	1	1
33	более или менее	1	1
34	большей или меньшей	4	1
35	подобно тому как	3	1
36	он может быть	1	1
37	в том числе	3	1
38	в соответствии с	1	1
39	в том же	1	1
40	с этой точки	1	1
41	да и в	1	1
42	в зависимости от	1	1
43	во времени и	3	1
44	вместе с тем	1	1
45	как будто бы	1	1
46	сам по себе	1	1
47	состоит не в	1	1
48	одна из функций	1	1
49	а также диалог	1	1
50	внешнее и внутреннее	1	1
51	в литературе нового	1	1
52	в коем случае	2	1
53	именно здесь в	1	1
54	в данном случае	2	1
55	обращает на себя	1	1
56	не только в	1	1
57	смысле этого слова	1	1
58	в той же	1	1
59	в отличие от	6	1
60	том же году	1	1
61	этой точки зрения	1	1
62	и в тексте	1	1
63	ни в коем	2	1
64	в отрыве от	2	1
65	не что иное	4	1
66	в течение всего	1	1
67	по аналогии с	1	1
68	литературе нового времени	1	1
69	к тому что	1	1
70	не вызывает сомнений	1	1
71	для того чтобы	3	1
72	первой из них	1	1
73	и тот же	1	1
