N	2gram	Vygotskiy__1	PoTuStor
1	может быть	14	17
2	и в	23	16
3	и пр	2	12
4	в этом	17	9
5	таким образом	26	9
6	мы можем	6	9
7	прежде всего	10	9
8	и с	9	8
9	точки зрения	26	8
10	и его	6	8
11	не может	12	8
12	совершенно не	1	8
13	с его	4	7
14	не только	16	7
15	фрейд и	1	7
16	сказать что	11	7
17	самом деле	3	6
18	при этом	4	6
19	с точки	18	6
20	и это	3	6
21	для него	2	6
22	и к	4	6
23	еще не	1	5
24	в чем	4	5
25	все эти	4	5
26	только для	3	5
27	ни в	4	5
28	нуждается в	2	5
29	как бы	11	5
30	на самом	1	4
31	и ее	7	4
32	и на	8	4
33	отнюдь не	1	4
34	и наконец	2	4
35	но в	5	4
36	в этой	7	4
37	в нем	1	4
38	в один	2	4
39	мысли и	6	4
40	все это	6	4
41	самого начала	8	4
42	как мы	5	4
43	с ее	1	4
44	с самого	8	4
45	так и	5	4
46	но мы	1	4
47	можно сказать	5	4
48	в его	14	4
49	только в	6	4
50	для всех	4	4
51	так как	7	4
52	и даже	2	4
53	но и	14	4
54	и не	9	4
55	и все	5	4
56	хотя бы	4	4
57	все что	1	4
58	отношения к	3	3
59	тех же	2	3
60	едва ли	2	3
61	и значение	1	3
62	во всех	3	3
63	в общем	3	3
64	и как	5	3
65	учение о	3	3
66	с их	1	3
67	чувств и	1	3
68	на две	3	3
69	мы полагаем	1	3
70	и вот	2	3
71	их в	4	3
72	на этом	2	3
73	на этой	1	3
74	этом смысле	1	3
75	реальности и	1	3
76	том что	21	3
77	во время	1	3
78	сих пор	4	3
79	в одном	4	3
80	по крайней	1	3
81	в основе	8	3
82	до сих	4	3
83	и оно	1	3
84	у фрейда	1	3
85	по сравнению	6	3
86	представлений и	1	3
87	в конечном	1	3
88	с другими	2	3
89	крайней мере	1	3
90	в том	24	3
91	назад в	1	3
92	мы знаем	1	3
93	всяком случае	3	3
94	в области	3	3
95	и др	1	3
96	пр и	1	3
97	ребенка и	5	3
98	вместе с	9	3
99	и потому	2	3
100	как это	2	3
101	сравнению с	5	3
102	могут быть	3	3
103	в основном	1	3
104	что в	14	3
105	в этих	2	3
106	а в	2	3
107	то что	17	3
108	между ними	2	3
109	только как	1	3
110	жизни и	2	3
111	во всяком	3	3
112	ту же	1	2
113	же как	6	2
114	нам кажется	1	2
115	этой теории	1	2
116	в самом	7	2
117	мы уже	1	2
118	мы не	7	2
119	говорить о	2	2
120	что можно	1	2
121	и говорить	1	2
122	на них	1	2
123	между собой	5	2
124	из этих	3	2
125	конечном счете	1	2
126	за пределы	2	2
127	с этим	6	2
128	что это	3	2
129	вообще не	1	2
130	он не	5	2
131	то же	8	2
132	по своему	1	2
133	связанные с	1	2
134	на протяжении	1	2
135	и мы	3	2
136	было бы	4	2
137	почти совершенно	1	2
138	в жизни	1	2
139	в них	2	2
140	как и	14	2
141	потому и	2	2
142	на первый	2	2
143	в своей	4	2
144	почти не	1	2
145	нашу работу	2	2
146	знаем что	1	2
147	войти в	1	2
148	в детской	2	2
149	и вся	1	2
150	не менее	1	2
