N	4gram	Vygotskiy__3	Myshleni
1	в то время как	2	4
2	с этой точки зрения	1	4
3	заключается в том что	4	4
4	один и тот же	1	3
5	в такой же мере	1	3
6	состоит в том что	1	3
7	мы могли бы сказать	1	2
8	только в том что	1	1
9	мы видим что в	1	1
10	было бы величайшей ошибкой	1	1
11	потому что эта фраза	1	1
12	могли бы сказать так	1	1
13	в сущности говоря это	1	1
14	того чтобы увидеть что	2	1
15	и вместе с тем	2	1
16	в самом деле если	1	1
17	мы видим что все	1	1
18	почти с самого начала	1	1
19	больше чем то что	1	1
20	есть в сущности говоря	1	1
21	прибавим к этому что	1	1
22	которая состоит в том	1	1
23	того же самого порядка	1	1
24	мы не можем не	2	1
25	таким образом мы видим	1	1
26	в том смысле что	1	1
27	одно и то же	2	1
28	все более и более	2	1
29	для того чтобы увидеть	2	1
30	образом мы видим что	2	1
31	одном и в другом	1	1
32	одной и той же	1	1
33	в одном и в	1	1
34	заключается в том чтобы	1	1
35	о чем идет речь	1	1
36	в той же мере	1	1
