N	2gram	Bakhtin_Fr_6	RusskieA
1	и в	41	29
2	том что	7	22
3	в том	2	22
4	что в	7	22
5	как бы	7	18
6	в других	1	15
7	и другие	2	14
8	так как	10	13
9	может быть	2	13
10	в землю	1	13
11	во время	9	12
12	там же	1	12
13	в этом	12	11
14	как и	7	11
15	одна из	1	11
16	в этот	1	10
17	не только	10	10
18	и с	16	10
19	все это	11	10
20	этот день	1	10
21	во многих	1	9
22	а на	2	9
23	о том	9	9
24	в некоторых	1	9
25	на части	7	9
26	а в	4	9
27	его в	1	8
28	или на	1	8
29	но и	13	8
30	как в	4	7
31	данном случае	2	7
32	мы видели	2	7
33	или в	6	7
34	мы не	2	6
35	еще не	1	6
36	и на	9	6
37	при этом	3	6
38	таким образом	17	6
39	того чтобы	4	6
40	на нее	1	6
41	для нас	2	6
42	для того	1	6
43	с тем	1	6
44	вместе с	6	6
45	в данном	3	6
46	но не	2	5
47	следующим образом	1	5
48	но в	8	5
49	на земле	1	5
50	это не	1	5
51	не может	4	5
52	представление о	2	5
53	потому что	3	5
54	для этого	2	5
55	и что	5	5
56	к земле	1	5
57	земли и	4	5
58	то что	10	5
59	то же	5	4
60	на них	1	4
61	некоторых местах	1	4
62	видели что	1	4
63	что по	1	4
64	уже не	1	4
65	в другие	2	4
66	на поле	1	4
67	их в	2	4
68	а затем	4	4
69	в них	7	4
70	далеко не	1	4
71	а за	2	4
72	становятся в	1	4
73	в которых	1	4
74	из земли	2	4
75	не в	4	4
76	земле и	1	4
77	тогда когда	2	4
78	у нас	4	4
79	говорится что	1	4
80	а также	5	4
81	к нему	3	4
82	так что	2	4
83	из них	5	4
84	именно в	4	4
85	а не	2	4
86	о чем	1	4
87	так же	5	4
88	как это	2	4
89	по существу	1	4
90	и все	9	4
91	в таком	1	4
92	и через	1	3
93	в году	6	3
94	и о	1	3
95	в xix	1	3
96	в ее	5	3
97	что это	5	3
98	все эти	11	3
99	в этой	8	3
100	по всем	1	3
101	и по	1	3
102	на этом	2	3
103	в народе	2	3
104	и других	1	3
105	с другими	3	3
106	должен был	1	3
107	на первый	3	3
108	в эту	2	3
109	в этих	2	3
110	в котором	4	3
111	от болезней	1	3
112	не будем	2	3
113	но он	5	3
114	в таких	2	3
115	не имеет	1	3
116	на землю	1	3
117	такие же	1	3
118	и другой	1	3
119	как мы	12	3
120	что от	1	3
121	в лесах	1	3
122	во всех	17	3
123	а именно	2	3
124	того что	3	3
125	что здесь	1	3
126	между тем	2	3
127	связь с	1	3
128	или даже	1	3
129	связаны с	7	3
130	тем что	5	3
131	в природе	1	3
132	по всей	1	3
133	что для	1	3
134	до конца	2	3
135	или с	2	3
136	для этой	1	3
137	и там	1	3
138	и от	4	3
139	было бы	3	3
140	но если	2	3
141	также что	3	2
142	одним из	4	2
143	мы здесь	1	2
144	и то	2	2
145	тем и	1	2
146	на самом	1	2
147	это и	2	2
148	и всем	1	2
149	так чтобы	1	2
150	он показывает	1	2
151	между собой	1	2
152	не был	2	2
153	там и	2	2
154	природы и	2	2
155	с одной	4	2
156	нам право	1	2
157	эта связь	1	2
158	с этим	3	2
159	она как	1	2
160	все же	4	2
161	и как	4	2
162	не было	1	2
163	в руках	1	2
164	та же	4	2
165	в которой	1	2
166	из этих	2	2
167	если он	1	2
168	характер в	3	2
169	людей и	3	2
170	в образе	6	2
171	связанные с	1	2
172	об этом	1	2
173	полагает что	1	2
174	плодородие земли	1	2
175	смерть и	1	2
176	в церкви	1	2
177	в своей	2	2
178	игры в	1	2
179	нас не	3	2
180	в их	1	2
181	не столько	1	2
182	не менее	1	2
183	что с	1	2
184	в то	6	2
185	того как	1	2
186	когда они	3	2
187	о них	1	2
188	и смеха	1	2
189	никогда не	8	2
190	того в	1	2
191	во всем	5	2
192	по земле	1	2
193	связи с	2	2
194	кроме того	9	2
195	в момент	1	2
196	все то	5	2
197	начиная с	2	2
198	о происхождении	2	2
199	игра в	1	2
200	говорит о	1	2
201	должен быть	2	2
202	смерти в	1	2
203	то время	1	2
204	можно было	1	2
205	мы приведем	1	2
206	вокруг этого	1	2
207	еще в	5	2
208	жизнь и	1	2
209	и античные	1	2
210	образом в	2	2
211	а к	1	2
212	в глаза	1	2
213	влияние на	1	2
214	после того	1	2
215	с другой	4	2
216	части и	1	2
217	у них	1	2
218	живой человек	1	2
219	что и	1	2
220	в форме	2	2
221	в него	3	2
222	в самый	1	2
223	он есть	1	2
224	один из	6	2
225	этот вопрос	1	2
226	по этому	1	2
227	где они	2	2
228	есть в	3	2
229	на эту	1	2
230	одно из	1	2
231	такое объяснение	1	2
232	представлений о	1	2
233	связано с	3	2
234	каждый из	2	2
235	ее на	1	2
236	в целях	3	2
237	смерти и	1	2
238	же деле	1	2
239	чем в	1	2
240	здесь в	9	2
241	а с	1	2
242	прежде всего	10	2
243	самом же	1	2
244	одной стороны	4	2
245	там где	5	2
246	могут быть	1	2
247	с этой	3	2
248	под названием	1	2
249	и для	3	2
250	ногами и	2	2
251	воду и	1	2
252	за этим	1	2
253	из этого	4	2
254	представлениями о	1	2
255	это в	1	2
256	ту же	1	1
257	отношение к	1	1
258	человека и	2	1
259	через которые	1	1
260	к этой	1	1
261	в приведенном	1	1
262	здесь и	8	1
263	из самых	2	1
264	которую они	1	1
265	нас на	1	1
266	и до	7	1
267	с таким	1	1
268	сливается с	1	1
269	мы уже	18	1
270	например в	6	1
271	что если	2	1
