N	2gram	Vygotskiy__3	Problema
1	то что	35	42
2	вовсе не	8	35
3	то есть	15	33
4	и в	38	32
5	и не	10	31
6	не есть	1	29
7	не просто	2	23
8	в этом	13	19
9	не только	12	17
10	потому что	14	16
11	в себе	4	15
12	в виде	2	15
13	а не	7	15
14	но в	3	14
15	у нас	2	14
16	указывает на	6	14
17	может быть	19	14
18	как бы	14	14
19	что мы	1	13
20	в нем	4	13
21	и тем	3	13
22	при помощи	4	13
23	как раз	8	13
24	сказать что	4	13
25	том что	14	12
26	что в	20	12
27	так и	1	12
28	а именно	1	12
29	и т	14	11
30	так как	6	11
31	о том	6	11
32	и даже	4	11
33	если мы	6	11
34	ничего общего	1	11
35	то же	10	10
36	отнюдь не	2	10
37	в этой	13	10
38	т д	4	10
39	ничего не	2	10
40	еще не	1	9
41	но не	1	9
42	то с	1	9
43	того чтобы	9	9
44	же самое	10	9
45	и это	8	9
46	и что	18	9
47	но и	5	9
48	по своему	4	9
49	в данном	2	9
50	это есть	2	9
51	что же	2	9
52	в том	25	9
53	так же	2	9
54	в таком	3	9
55	и о	3	8
56	и ее	2	8
57	и на	6	8
58	все эти	4	8
59	на то	16	8
60	для того	8	8
61	было бы	12	8
62	он и	1	8
63	в своей	5	8
64	когда мы	2	8
65	есть только	2	8
66	данном случае	2	8
67	не может	7	8
68	но это	3	8
69	во всех	4	7
70	всех этих	2	7
71	ни в	3	7
72	в них	3	7
73	как мы	7	7
74	здесь не	3	7
75	никогда не	4	7
76	того что	4	7
77	что он	11	7
78	только в	4	7
79	тем что	3	7
80	все это	3	7
81	и все	10	7
82	во всяком	2	7
83	и то	8	6
84	самом деле	21	6
85	на самом	2	6
86	и есть	1	6
87	есть не	1	6
88	но как	2	6
89	и как	8	6
90	в самом	25	6
91	и если	6	6
92	при этом	4	6
93	его в	3	6
94	это не	1	6
95	что такое	1	6
96	в то	3	6
97	таким образом	12	6
98	в виду	4	6
99	и здесь	6	6
100	в его	5	6
101	так что	8	6
102	то и	3	6
103	в конце	2	6
104	о чем	1	6
105	как это	6	6
106	хотя и	1	6
107	совершенно не	5	6
108	не имеют	2	5
109	мы уже	7	5
110	в своем	5	5
111	перед нами	8	5
112	то в	1	5
113	что она	16	5
114	но уже	1	5
115	все равно	1	5
116	далеко не	3	5
117	с тем	8	5
118	в котором	6	5
119	есть именно	2	5
120	можно ли	1	5
121	ни о	1	5
122	и которые	3	5
123	можно сказать	1	5
124	для нас	8	5
125	есть в	2	5
126	в других	1	5
127	еще и	2	5
128	не является	1	5
129	мы должны	1	5
130	в их	1	4
131	это совершенно	1	4
132	совсем не	3	4
133	с которыми	1	4
134	в истории	2	4
135	и вовсе	1	4
136	как в	4	4
137	чем больше	1	4
138	их в	2	4
139	что тут	1	4
140	мы говорили	3	4
141	в отдельности	1	4
142	не в	12	4
143	тому что	6	4
144	тем самым	1	4
145	и притом	1	4
146	казалось бы	5	4
147	а в	7	4
148	только то	2	4
149	если бы	14	4
150	никак не	7	4
151	и только	3	4
152	один из	6	4
153	только на	1	4
154	мы можем	7	4
155	указание на	1	4
156	перейти к	1	4
157	именно как	1	4
158	именно в	1	4
159	не было	1	4
160	если не	1	4
161	и вообще	1	4
162	ни на	1	4
163	и для	4	4
164	или в	5	4
165	и ни	1	4
166	же в	2	4
167	того же	3	3
168	в чем	1	3
169	и эстетики	1	3
170	сказать и	1	3
171	в ее	7	3
172	что они	4	3
173	которые не	1	3
174	с этим	8	3
175	более или	1	3
176	в действительности	1	3
177	что это	10	3
178	но он	2	3
179	он не	6	3
180	у древних	2	3
181	и еще	1	3
182	но все	1	3
183	что все	3	3
184	чего он	1	3
185	в жизни	1	3
186	о которых	9	3
187	как и	8	3
188	и уже	2	3
189	несмотря на	5	3
190	нисколько не	1	3
191	смысл и	4	3
192	или менее	1	3
193	в этих	2	3
194	точки зрения	16	3
195	с точки	9	3
196	или вернее	2	3
197	в которых	6	3
198	бы мы	1	3
199	есть еще	1	3
200	для которого	1	3
201	дело в	1	3
202	того как	3	3
203	только не	1	3
204	в самой	4	3
205	или как	1	3
206	и его	6	3
207	как будто	4	3
208	к тому	6	3
209	что оно	2	3
210	определенным образом	1	3
211	можно было	1	3
212	ясно что	6	3
213	мы в	2	3
214	для этого	2	3
215	что его	2	3
216	этому поводу	1	3
217	и во	2	3
218	в теории	1	3
219	мы хотим	3	3
220	и следовательно	2	3
221	что здесь	2	3
222	мы увидим	12	3
