N	2gram	Vygotskiy__4	Poddanst
1	не только	15	17
2	и в	20	14
3	и не	8	12
4	в области	4	11
5	в этом	24	10
6	в отношении	10	10
7	в качестве	21	9
8	но в	3	9
9	то же	16	9
10	в том	42	9
11	только в	10	7
12	в то	1	7
13	в ней	2	6
14	было бы	8	6
15	но и	9	6
16	в смысле	4	6
17	отношении к	1	5
18	в которых	1	5
19	с другой	12	5
20	может быть	12	5
21	не в	4	5
22	если бы	5	4
23	а также	2	4
24	в своем	4	4
25	и к	5	4
26	как бы	7	4
27	том что	35	4
28	не может	6	4
29	и потому	1	4
30	большей степени	1	4
31	по себе	1	4
32	на пути	1	4
33	что в	19	4
34	мы должны	11	4
35	же в	1	4
36	а в	2	4
37	то что	15	4
38	мы не	1	3
39	столь же	3	3
40	между тем	9	3
41	это не	5	3
42	вслед за	2	3
43	хотя и	1	3
44	и как	9	3
45	тот же	9	3
46	с ними	1	3
47	с одной	9	3
48	в себе	10	3
49	в нем	2	3
50	для того	5	3
51	заключается в	18	3
52	прежде всего	2	3
53	одной стороны	9	3
54	с тем	6	3
55	что мы	7	3
56	с точки	11	3
57	но не	3	3
58	наряду с	3	3
59	могут быть	7	3
60	тем самым	7	3
61	потому что	12	3
62	точки зрения	24	3
63	и это	2	2
64	например в	1	2
65	в сфере	1	2
66	переход от	2	2
67	и есть	1	2
68	было в	1	2
69	которую мы	1	2
70	по сравнению	4	2
71	является в	3	2
72	одних и	1	2
73	которое в	1	2
74	никак не	2	2
75	во всех	1	2
76	говорить о	1	2
77	если в	1	2
78	во всей	4	2
79	со стороны	3	2
80	отнюдь не	3	2
81	в русском	1	2
82	с этим	5	2
83	того что	10	2
84	стороны и	2	2
85	в начале	2	2
86	главным образом	1	2
87	и других	3	2
88	в его	11	2
89	из них	4	2
90	в виде	3	2
91	в силу	6	2
92	как раз	1	2
93	по-видимому не	1	2
94	в последние	1	2
95	в статье	1	2
96	и с	4	2
97	именно в	3	2
98	и тем	8	2
99	для них	1	2
100	а не	7	2
101	должно быть	3	2
102	образом на	1	2
103	не столько	1	2
104	в тот	1	2
105	для тех	1	2
106	что из	1	2
107	не менее	3	2
108	своем значении	1	2
109	все это	1	2
110	еще более	1	2
111	тем более	1	2
112	для нас	4	2
113	заключает в	1	2
114	в частности	5	2
115	том числе	2	2
116	равным образом	1	1
117	также и	2	1
