N	2gram	Trubetskoy_1	Literetu
1	а не	2	20
2	и в	14	19
3	может быть	9	17
4	то же	11	12
5	и не	19	11
6	как и	4	10
7	в том	17	10
8	но и	10	10
9	тогда как	2	9
10	в этом	17	9
11	состоит в	2	9
12	в то	10	9
13	в мире	4	9
14	же время	10	9
15	не может	22	9
16	не только	9	8
17	и даже	2	8
18	с другой	1	8
19	том что	9	7
20	так и	1	7
21	и т.д	4	7
22	то что	13	7
23	и на	5	6
24	в себе	9	6
25	при этом	5	6
26	не менее	1	6
27	себя в	4	6
28	столь же	1	5
29	но не	4	5
30	в принципе	1	5
31	он не	5	5
32	одна из	3	5
33	в качестве	3	5
34	для всех	6	5
35	то есть	1	5
36	того что	3	5
37	вместе с	4	5
38	в сфере	1	4
39	мы не	1	4
40	того же	1	4
41	по отношению	2	4
42	так что	2	4
43	отнюдь не	7	4
44	человека в	1	4
45	для него	6	4
46	точки зрения	11	4
47	не в	4	4
48	даже в	1	4
49	в области	2	4
50	в ней	2	4
51	в его	4	4
52	один из	1	4
53	и других	1	4
54	тем что	3	4
55	прежде всего	8	4
56	в частности	2	4
57	жизни в	5	4
58	жизни и	4	4
59	что в	4	4
60	речь идет	2	3
61	и то	4	3
62	идет о	1	3
63	тем же	1	3
64	в сущности	1	3
65	во всех	5	3
66	в этой	4	3
67	то и	1	3
68	в нем	5	3
69	в глазах	2	3
70	такой же	1	3
71	в их	4	3
72	том чтобы	3	3
73	с точки	9	3
74	тем самым	2	3
75	не столько	1	3
76	никогда не	5	3
77	данном случае	3	3
78	в себя	1	3
79	и с	7	3
80	быть может	1	3
81	в другом	3	3
82	а в	5	3
83	так как	4	3
84	себе и	4	3
85	этом отношении	1	3
86	следует признать	1	3
87	со стороны	4	3
88	в данном	7	3
89	по существу	5	3
90	но это	2	3
91	в начале	2	3
92	и для	6	3
93	на свою	1	3
94	и как	3	3
95	что он	6	3
96	о себе	1	3
97	отношению к	1	3
98	как на	8	3
99	себя как	2	2
100	ту же	1	2
101	и т	3	2
102	же как	1	2
103	и за	1	2
104	зависимость от	2	2
105	на себя	2	2
106	с ее	1	2
107	разумеется не	1	2
108	во имя	5	2
109	но как	1	2
110	если в	6	2
111	есть по	1	2
112	очевидно что	1	2
113	в истории	1	2
114	все же	4	2
115	и наконец	2	2
116	и к	6	2
117	но в	2	2
118	то в	3	2
119	со своей	1	2
120	духовной культуры	1	2
121	отказа от	1	2
122	о которой	1	2
123	в жизни	1	2
124	все равно	1	2
125	с этой	1	2
126	с тем	6	2
127	а за	1	2
128	как бы	4	2
129	в такой	1	2
130	и без	1	2
131	не к	2	2
132	тем не	1	2
133	по крайней	1	2
134	из нас	1	2
135	не по	1	2
136	в основе	1	2
137	но только	1	2
138	могут быть	1	2
139	даже и	2	2
140	для того	6	2
141	для себя	2	2
142	в ее	1	2
143	это как	1	2
144	за то	2	2
145	еще не	3	2
146	ко всему	1	2
147	для этого	3	2
148	о том	7	2
149	и что	2	2
150	для нас	2	2
151	с россией	1	2
152	путь к	4	2
153	а потому	5	2
154	и только	5	2
155	крайней мере	1	2
156	в русском	1	2
157	было бы	5	2
158	могло бы	1	2
159	одной из	3	2
160	друг друга	3	2
161	потому что	5	2
162	уже не	2	2
163	ни было	1	2
164	из них	3	2
165	не так	2	2
166	в конце	3	2
167	что и	3	2
168	вовсе не	1	2
169	у него	2	2
170	существование в	2	2
171	себя и	5	2
172	что не	1	2
173	не было	3	2
174	до конца	1	2
175	черты в	1	2
176	в руках	1	2
177	в россии	6	2
178	как это	1	2
179	из которых	5	2
180	а если	1	2
181	это его	1	2
182	быть не	1	2
183	этом случае	3	2
184	не является	1	2
185	в результате	2	2
186	хотя бы	5	2
187	с ним	2	2
188	из тех	1	2
189	к этой	4	2
190	в своих	6	2
191	он на	1	2
192	все что	4	2
193	том числе	1	2
194	с новыми	1	1
195	отношения к	2	1
196	потом и	1	1
197	лучше всех	1	1
198	это и	1	1
199	из ранних	1	1
200	от своей	2	1
201	встает перед	1	1
202	исходит из	1	1
203	должна быть	2	1
204	из всех	2	1
205	от культуры	1	1
206	как мы	1	1
207	таком взгляде	1	1
208	на место	1	1
209	советской россии	3	1
210	он как	1	1
211	но даже	2	1
212	в будущем	3	1
213	становясь на	1	1
