N	2gram	Bakhtin_Pr_3	StatiiOP
1	бориса годунова	1	74
2	и в	53	29
3	том что	5	27
4	в том	14	27
5	в этом	8	21
6	не только	4	19
7	но и	7	19
8	что в	2	19
9	о том	2	17
10	в его	8	13
11	что он	4	13
12	в которой	2	11
13	то что	9	11
14	все это	8	11
15	таким образом	6	10
16	в своем	1	9
17	он не	3	9
18	потому что	5	9
19	так и	6	9
20	этом отношении	1	9
21	и не	15	9
22	как на	1	9
23	но в	5	8
24	я не	4	7
25	в ней	7	7
26	в самом	2	7
27	так например	2	7
28	в своей	3	7
29	в котором	1	7
30	того как	1	7
31	для того	1	7
32	вместе с	2	7
33	одним из	3	6
34	и на	18	6
35	вовсе не	3	6
36	и его	10	6
37	об этом	1	6
38	и что	1	6
39	до сих	5	6
40	было бы	5	5
41	точки зрения	4	5
42	между тем	2	5
43	в качестве	1	5
44	своего рода	3	5
45	прежде всего	15	5
46	а не	11	5
47	о чем	1	5
48	в той	2	5
49	как бы	14	5
50	сих пор	5	5
51	если б	7	4
52	кроме того	3	4
53	хотя и	4	4
54	и к	5	4
55	в нем	10	4
56	и с	6	4
57	должен был	1	4
58	не в	2	4
59	ничего не	6	4
60	у шекспира	1	4
61	времени и	2	4
62	после того	1	4
63	внимание на	1	4
64	но с	1	4
65	связи с	1	4
66	с другой	2	4
67	именно в	2	4
68	еще более	5	4
69	в романе	1	4
70	к этому	4	4
71	вряд ли	1	3
72	например в	5	3
73	на самом	1	3
74	в году	1	3
75	в их	2	3
76	по его	1	3
77	хотя бы	2	3
78	подчеркнуть что	3	3
79	и он	1	3
80	но не	5	3
81	не то	3	3
82	в общем	1	3
83	которые не	2	3
84	как в	7	3
85	с этим	2	3
86	в полном	1	3
87	не было	4	3
88	что это	2	3
89	тому же	2	3
90	в начале	2	3
91	отношений между	1	3
92	в россии	1	3
93	была известна	1	3
94	из них	4	3
95	в эту	3	3
96	в этих	5	3
97	и сейчас	1	3
98	но он	2	3
99	не менее	3	3
100	в обоих	1	3
101	самого начала	4	3
102	одной из	4	3
103	никогда не	2	3
104	и по	3	3
105	тем что	2	3
106	с самого	3	3
107	в образе	3	3
108	в келье	1	3
109	и здесь	1	3
110	как у	5	3
111	наконец в	2	3
112	но это	3	3
113	вот что	2	3
114	так что	1	3
115	всяком случае	1	3
116	связан с	1	3
117	что на	1	3
118	и даже	2	3
119	в предисловии	1	3
120	еще и	1	3
121	xix века	1	3
122	другой стороны	1	3
123	во всяком	1	3
124	также и	4	2
