N	2gram	Trubetskoy_1	Narrotol
1	не только	7	31
2	но и	9	27
3	и не	8	23
4	при этом	9	19
5	может быть	16	15
6	в качестве	1	14
7	в частности	2	14
8	как и	9	13
9	а не	1	13
10	а в	3	13
11	в этом	12	12
12	только в	6	12
13	и в	23	11
14	в данном	3	11
15	тогда как	6	10
16	состоит в	1	10
17	и его	1	10
18	то есть	2	9
19	то что	18	9
20	то же	4	8
21	иначе говоря	4	8
22	не может	17	8
23	данном случае	3	8
24	в том	30	8
25	уже не	1	8
26	со стороны	1	8
27	но в	4	7
28	том что	19	7
29	если бы	8	7
30	у него	5	7
31	в самом	8	6
32	не в	8	6
33	в этой	6	6
34	в себе	5	6
35	тому же	6	6
36	к тому	8	6
37	и т.д	4	6
38	во втором	2	6
39	в его	5	6
40	как бы	10	6
41	один из	1	6
42	жизни и	2	6
43	между двумя	5	5
44	и на	6	5
45	перед нами	1	5
46	так и	10	5
47	точки зрения	13	5
48	в своей	1	5
49	тем самым	3	5
50	потому что	9	5
51	столь же	5	5
52	то в	2	4
53	в первом	1	4
54	на себя	1	4
55	еще не	5	4
56	с его	1	4
57	но не	2	4
58	как в	1	4
59	все же	13	4
60	хотя и	4	4
61	из этих	8	4
62	в нем	3	4
63	в принципе	1	4
64	в мире	6	4
65	из них	5	4
66	и тем	1	4
67	в то	6	4
68	одна из	2	4
69	не по	1	4
70	того чтобы	8	4
71	никогда не	4	4
72	в сознании	6	4
73	что на	1	4
74	в ней	3	4
75	так в	1	4
76	что у	2	4
77	о том	7	4
78	же время	2	4
79	к нему	2	4
80	того что	6	4
81	для него	2	4
82	или иной	1	4
83	прежде всего	3	4
84	мира в	1	4
85	этом и	1	4
86	или не	1	4
87	имеет место	2	4
88	и состоит	2	4
89	как известно	3	3
90	также и	2	3
91	и то	4	3
92	самом деле	12	3
93	мы не	1	3
94	а для	2	3
95	он сам	1	3
96	но как	2	3
97	в центре	1	3
98	в своем	10	3
99	и как	1	3
100	в целом	5	3
101	в нашем	3	3
102	но именно	1	3
103	он не	3	3
104	для того	8	3
105	и с	5	3
106	в глазах	2	3
107	это не	3	3
108	в жизни	3	3
109	в современной	1	3
110	и конец	4	3
111	и ее	2	3
112	тем не	4	3
113	их в	2	3
