N	2gram	Vinokur_St_3	Dialekti
1	и не	10	30
2	по себе	1	25
3	т е	8	25
4	и т	8	21
5	т д	2	19
6	и в	25	18
7	точки зрения	7	17
8	ничего не	4	17
9	может быть	19	17
10	в нем	1	16
11	ни в	5	15
12	не имеет	2	15
13	так что	11	15
14	потому что	5	14
15	а не	5	14
16	не только	12	13
17	то что	12	13
18	что в	19	13
19	в этом	24	12
20	было бы	7	12
21	с точки	4	12
22	если бы	4	12
23	и что	3	12
24	не может	7	12
25	что это	16	11
26	что он	19	11
27	так как	3	11
28	как бы	6	11
29	это значит	1	11
30	все это	8	11
31	то же	5	10
32	несмотря на	3	10
33	что такое	7	10
34	прежде всего	10	10
35	сказать что	4	10
36	и то	1	9
37	так и	5	9
38	это не	7	9
39	том что	15	9
40	никогда не	2	9
41	это есть	4	9
42	в том	20	9
43	ясно что	1	8
44	но это	4	8
45	в каком	4	8
46	к нему	4	8
47	также и	1	7
48	и как	1	7
49	то в	4	7
50	что она	1	7
51	что не	2	7
52	как она	1	7
53	той или	1	7
54	мы находим	2	7
55	вовсе не	2	7
56	не просто	2	7
57	но и	9	7
58	сам по	1	6
59	его не	2	6
60	хотя бы	1	6
61	в чем	4	6
62	но в	5	6
63	с другой	5	6
64	не в	6	6
65	в то	7	6
66	и образ	1	6
67	с ним	1	6
68	можно сказать	4	6
69	не было	4	6
70	ни на	2	6
71	и ни	2	6
72	говорить о	3	5
73	и он	1	5
74	отношение к	4	5
75	в своем	1	5
76	все же	4	5
77	на то	5	5
78	и с	4	5
79	а потом	1	5
80	в этих	11	5
81	в отношении	2	5
82	в виду	2	5
83	в дальнейшем	1	5
84	можно было	1	5
85	в особенности	4	5
86	говорит о	1	5
87	и пр	13	5
88	есть и	1	5
89	об отношении	1	5
90	а в	6	5
91	то это	1	4
92	то я	1	4
93	как он	1	4
94	об этом	5	4
95	нисколько не	1	4
96	по крайней	4	4
97	и более	3	4
98	что эта	2	4
99	у пушкина	22	4
100	же время	3	4
101	не о	1	4
102	к ней	4	4
103	к тому	2	4
104	как мы	2	4
105	и вообще	1	4
106	о том	8	4
107	крайней мере	4	4
108	мы видим	4	4
109	но не	2	4
110	в котором	5	4
111	в конце	6	4
112	как раз	3	4
113	собственно говоря	1	4
114	так же	1	4
115	другой стороны	5	4
116	во всяком	4	4
117	отношения к	1	3
118	самом деле	2	3
119	должна быть	1	3
120	есть не	1	3
121	в ней	4	3
122	на самом	1	3
123	если в	2	3
124	у баратынского	1	3
125	что они	2	3
126	не буду	2	3
127	склонность к	1	3
128	говорит что	5	3
129	более или	1	3
130	конечно не	1	3
131	от этого	1	3
132	но эта	1	3
133	в самом	2	3
134	он не	5	3
135	всех этих	3	3
136	и еще	1	3
137	то как	1	3
138	что ни	1	3
139	но все	2	3
140	этом смысле	4	3
141	обе стороны	1	3
142	в них	5	3
143	должно быть	1	3
144	или менее	1	3
145	в их	3	3
146	и значит	1	3
147	что я	3	3
148	точку зрения	2	3
149	друг другу	1	3
150	даже в	1	3
151	тому что	3	3
152	вплоть до	1	3
153	на себе	2	3
154	иметь в	1	3
155	в разных	1	3
156	а лишь	1	3
157	ничто не	1	3
158	могут быть	2	3
159	его с	1	3
160	утверждать что	2	3
161	больше ничего	1	3
162	и о	1	3
163	чтобы понять	1	3
164	что и	1	3
165	один из	2	3
166	только в	6	3
167	но что	1	3
168	даже и	1	3
169	же это	1	3
170	или иной	2	3
171	и из	1	3
172	еще и	1	3
173	что для	3	3
174	в данном	1	3
175	что же	1	3
176	в его	12	3
177	быть очень	1	3
178	не является	3	3
179	и все	1	3
180	у них	1	3
181	или нет	1	3
182	бы в	1	3
183	конце концов	3	3
184	только что	2	3
185	отношении к	1	3
186	состоит из	1	3
187	была бы	4	3
188	жизни и	1	3
189	думать что	1	3
190	гораздо более	2	3
191	и больше	1	2
192	для своего	1	2
193	что если	2	2
194	вопрос о	1	2
195	почти все	1	2
196	время как	4	2
197	исторической эпохи	2	2
198	мы и	1	2
199	и говорить	1	2
200	быть в	1	2
201	то мы	1	2
202	из этих	6	2
203	но как	2	2
204	точка зрения	4	2
205	относится к	4	2
206	что именно	2	2
207	с этим	7	2
208	что как	1	2
209	что касается	7	2
210	и где	1	2
211	не был	2	2
212	все эти	3	2
213	всего необходимо	1	2
214	говорят о	1	2
215	связанные с	1	2
216	а просто	1	2
217	в виде	3	2
218	не как	2	2
219	на этом	3	2
220	является не	1	2
221	в каждом	4	2
222	и может	2	2
223	к другу	1	2
224	это было	8	2
225	чаще всего	1	2
226	но уже	1	2
227	мы имеем	5	2
228	с этой	3	2
229	как и	4	2
230	между собою	2	2
231	до сих	2	2
232	и тогда	2	2
233	не больше	1	2
234	и при	1	2
235	в своей	4	2
236	то он	2	2
237	нас не	2	2
238	можно найти	2	2
239	всяком случае	4	2
240	почти не	1	2
241	в которых	2	2
242	несет на	1	2
243	ко всему	1	2
244	того кто	1	2
245	не знает	1	2
246	если и	2	2
247	не менее	2	2
248	но они	2	2
249	как можно	2	2
250	иной раз	1	2
251	как о	2	2
252	дело не	2	2
253	заметить что	2	2
254	же он	1	2
255	и эта	1	2
256	этом отношении	4	2
257	нет ни	1	2
258	отличается от	4	2
259	и это	5	2
260	о которых	3	2
261	на нем	1	2
262	как с	1	2
263	в другом	3	2
264	них есть	1	2
265	в эпоху	1	2
266	для этого	2	2
267	по мере	1	2
268	тех кто	1	2
269	на что	2	2
270	эти два	1	2
271	для того	2	2
272	того что	5	2
273	же можно	1	2
274	что здесь	4	2
275	и так	1	2
276	поэтому и	1	2
277	с одной	2	2
278	в качестве	4	2
279	нужно понимать	1	2
280	уже не	3	2
281	и у	2	2
282	то и	2	2
283	только тогда	2	2
284	из них	1	2
285	но есть	2	2
286	для него	3	2
287	и их	1	2
288	т п	6	2
289	со стороны	3	2
290	как у	1	2
291	именно в	1	2
292	а с	2	2
293	о чем	1	2
294	он и	2	2
295	в частности	1	2
296	как в	6	2
297	одной стороны	3	2
298	это за	2	2
299	еще не	2	2
300	как например	8	2
301	какие же	1	2
302	такой же	2	2
303	сих пор	2	2
304	но так	1	2
305	говорить что	1	2
306	и для	4	2
307	много но	1	2
308	тем более	3	2
309	находим в	1	2
310	а о	1	2
311	о своем	1	2
312	он находит	1	2
313	я могу	1	2
314	к этому	3	2
315	этой точки	1	2
316	которая не	1	2
317	я и	3	1
318	как известно	1	1
319	то к	1	1
320	речь идет	2	1
321	например в	4	1
322	пушкин сознательно	1	1
323	показаться что	1	1
324	к своей	2	1
325	показать что	1	1
326	перед лицом	1	1
327	тем же	1	1
328	и до	1	1
329	что эти	4	1
330	и этот	1	1
331	уже по	1	1
332	той же	2	1
333	отметить и	1	1
334	а как	4	1
335	им самим	1	1
336	если я	2	1
337	это совершенно	1	1
338	мы не	2	1
339	из этого	4	1
340	из жизни	1	1
341	с абсолютной	1	1
342	понять смысл	1	1
343	на себя	1	1
344	как я	2	1
345	самый термин	1	1
346	проявляется в	1	1
347	думаю что	2	1
348	разумеется не	2	1
349	что по	3	1
350	себя а	1	1
351	от себя	1	1
352	говорит и	2	1
353	во всех	2	1
354	в ее	1	1
355	других источников	1	1
356	не требует	1	1
357	мы будем	1	1
358	с самой	1	1
359	себя неужели	1	1
360	в сторону	1	1
361	нет и	2	1
362	что хотя	1	1
363	чем же	1	1
364	в той	1	1
365	каждая из	3	1
366	из уст	1	1
367	только ее	1	1
368	в связи	3	1
369	мы имели	2	1
370	что ее	1	1
371	итак в	1	1
372	отношении его	1	1
373	что нет	1	1
374	когда он	1	1
375	и наконец	3	1
376	его к	2	1
377	и к	4	1
378	в каком-то	1	1
379	еще на	1	1
380	ней и	1	1
381	в которой	4	1
382	формы в	2	1
383	с отвлеченным	1	1
384	эти вопросы	1	1
385	так или	1	1
386	бы не	1	1
387	большей части	1	1
388	так в	1	1
389	по преимуществу	1	1
390	чем его	1	1
391	и если	3	1
392	и почему	1	1
393	и эти	1	1
394	именно то	1	1
395	свою собственную	1	1
396	общий итог	1	1
397	не к	1	1
398	что нужно	2	1
399	одной и	1	1
400	не изменяет	1	1
401	и по	2	1
402	от других	1	1
403	таким образом	10	1
404	большие вещи	1	1
405	имею в	1	1
406	по которому	1	1
407	что все	3	1
408	в состоянии	1	1
409	указывали на	1	1
410	здесь он	1	1
411	же касается	1	1
412	что действующие	1	1
413	а по	2	1
414	то есть	2	1
415	зрения на	1	1
416	его в	1	1
417	ли он	1	1
418	а это	1	1
419	ты мне	1	1
420	и тем	4	1
421	на сцене	1	1
422	еще одно	1	1
423	в жизни	4	1
424	он является	1	1
425	нет в	3	1
426	показывает что	3	1
427	в этой	14	1
428	этого не	1	1
429	отражается в	1	1
430	на другое	2	1
431	говорится о	1	1
432	основывается на	1	1
433	не заметить	1	1
434	жизни но	2	1
435	в развитии	2	1
436	мере не	1	1
437	которые я	1	1
438	форму но	1	1
439	этих произведений	1	1
440	но я	1	1
441	что значит	1	1
442	таковым что	1	1
443	взгляд на	2	1
444	в такой	2	1
445	творчества пушкина	2	1
446	место в	6	1
447	и они	1	1
448	и той	1	1
449	эта не	1	1
450	которые в	2	1
451	но он	3	1
452	и следа	1	1
453	том чтобы	2	1
454	тем не	2	1
455	не могли	1	1
456	формы как	1	1
457	это особенно	2	1
458	и очень	1	1
459	других особенностей	1	1
460	этом не	1	1
461	но ясно	1	1
462	случае в	2	1
463	xviii века	1	1
464	с теми	1	1
465	самого начала	2	1
466	в абсолютном	1	1
467	дело в	1	1
468	того как	1	1
469	пушкина можно	1	1
470	и именно	1	1
471	было у	2	1
472	что вы	1	1
473	можно судить	1	1
474	того чтобы	1	1
475	он с	1	1
476	вытекает из	1	1
477	на язык	3	1
478	совершенно особых	1	1
479	этих двух	2	1
480	явление в	1	1
481	не характерно	1	1
482	на те	1	1
483	по своей	1	1
484	сложнее и	1	1
485	пушкина но	3	1
486	и его	3	1
487	связи с	3	1
488	вот почему	1	1
489	здесь же	1	1
490	е не	1	1
491	исторического процесса	2	1
492	она отличается	1	1
493	не потому	2	1
494	сравнить с	1	1
495	всему этому	1	1
496	и оно	1	1
497	но там	1	1
498	они несомненно	1	1
499	над другими	1	1
500	когда мы	1	1
501	же самое	1	1
502	в определенную	2	1
503	и свое	1	1
504	на это	2	1
505	него как	1	1
506	тот смысл	1	1
507	должен быть	2	1
508	находясь в	2	1
509	вещами и	1	1
510	теми кто	1	1
511	но мало	1	1
512	нужно сказать	2	1
513	здесь не	1	1
514	с каким	1	1
515	нет никакой	1	1
516	и этим	1	1
517	также является	1	1
518	с самого	2	1
519	то время	4	1
520	в пример	1	1
521	на том	1	1
522	и когда	1	1
523	и сам	1	1
524	уст его	1	1
525	что у	2	1
526	оно также	1	1
527	в образе	1	1
528	на нее	2	1
529	же нужно	1	1
530	времени и	2	1
531	здесь как	1	1
532	в результате	2	1
533	часто в	1	1
534	основана на	1	1
535	весьма мало	1	1
536	вещи мы	1	1
537	трактуется как	1	1
538	каждый раз	2	1
539	приближается к	1	1
540	и должно	1	1
541	то они	1	1
542	пришли к	2	1
543	язык и	1	1
544	не стоит	1	1
545	все его	1	1
546	должно было	1	1
547	того или	1	1
548	заключается в	2	1
549	между тем	6	1
550	говорить об	1	1
551	это вероятно	1	1
552	а потому	2	1
553	ним и	1	1
554	именно такое	1	1
555	и только	2	1
556	нельзя сказать	3	1
557	вьется и	1	1
558	все время	2	1
559	отчет в	2	1
560	у которого	3	1
561	а именно	1	1
562	и последнее	1	1
563	не так	3	1
564	на почве	5	1
565	идее а	1	1
566	интереса к	1	1
567	мне кажется	1	1
568	в какой	3	1
569	как нечто	1	1
570	года то	1	1
571	это очень	1	1
572	его отношении	1	1
573	вопрос об	1	1
574	в выражении	1	1
575	которых я	2	1
576	все они	3	1
577	со всеми	1	1
578	история и	1	1
579	есть в	2	1
580	вот что	3	1
581	можно установить	1	1
582	да еще	1	1
583	не можем	1	1
584	я имею	3	1
585	уже в	3	1
586	в поэзии	2	1
587	а то	2	1
588	то чему	1	1
589	не дает	1	1
590	при помощи	2	1
591	и других	2	1
592	но совершенно	1	1
593	бы утверждать	1	1
594	процесс и	1	1
595	он может	2	1
596	каком смысле	2	1
597	бы совершенно	3	1
598	или как	1	1
599	подходим к	1	1
600	у него	9	1
601	от того	2	1
602	во главе	1	1
603	указание на	1	1
604	смерти и	1	1
605	в очень	1	1
606	не были	1	1
607	в данный	1	1
608	ездил на	1	1
609	на примере	1	1
610	имеет и	1	1
611	конечно тут	1	1
612	или иначе	1	1
613	он это	1	1
614	быть связано	1	1
615	такое же	2	1
616	идеи идея	1	1
617	по большей	1	1
618	и др	4	1
619	связано с	5	1
620	а за	1	1
621	именно так	1	1
622	его как	3	1
623	и я	1	1
624	когда она	1	1
625	там где	1	1
626	и ему	1	1
627	если не	1	1
628	уже давно	1	1
629	люди и	1	1
630	вместе с	2	1
631	я уже	1	1
632	а она	1	1
633	в духе	2	1
634	и самые	1	1
635	так мы	1	1
636	встречается в	1	1
637	наряду с	1	1
638	его жизни	1	1
639	это его	1	1
640	с которым	3	1
641	по существу	1	1
642	своего развития	1	1
643	главе с	1	1
644	зрения своей	1	1
645	xix в	1	1
646	или другого	1	1
647	что мы	3	1
648	между прочим	3	1
649	этом и	1	1
650	очень большой	2	1
651	является как	2	1
652	но для	1	1
653	этого наказания	1	1
654	он принципиально	1	1
655	кроме того	3	1
656	можно сравнить	1	1
657	всего в	4	1
658	общественного и	1	1
659	во мне	1	1
660	это уже	1	1
661	известной степени	1	1
662	чтобы создать	1	1
663	что последнее	1	1
664	при таком	1	1
665	есть какой-то	1	1
666	о котором	1	1
667	другое дело	3	1
668	это как	1	1
669	своей собственной	1	1
670	но также	2	1
671	для нас	1	1
672	пушкина и	6	1
673	эти попытки	1	1
674	к этой	2	1
675	возникает вопрос	1	1
676	пушкина у	3	1
677	нужно видеть	1	1
678	также не	1	1
679	них и	1	1
680	а также	4	1
681	пришла к	1	1
682	которая тоже	1	1
683	в последнем	2	1
684	самое и	1	1
685	и другие	1	1
686	они не	1	1
687	все что	1	1
