N	4gram	Voloshinov_2	Myshleni
1	одно и то же	3	6
2	одного и того же	4	5
3	и то же слово	2	3
4	одним и тем же	2	3
5	к тому или иному	1	2
6	с одной стороны и	2	2
7	в том числе и	1	2
8	все более и более	2	2
9	с нашей точки зрения	2	2
10	но как мы уже	1	1
11	какое бы то ни	1	1
12	одной стороны и от	1	1
13	в самом деле как	1	1
14	не что иное как	1	1
15	в собственном смысле слова	2	1
16	друг с другом как	1	1
17	то же самое слово	1	1
18	бы то ни было	4	1
19	но во всяком случае	1	1
20	в том что он	2	1
21	в том что это	1	1
22	бы они ни были	1	1
23	но для того чтобы	1	1
24	мы можем сказать что	1	1
25	не говоря уже о	1	1
